,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-20,300991,N创益通,295.8,136.0,3.0,5.0,0.0,56.0,57.0,50.1,51.69,152502.0,0.0,52.83,82059.47,3860.54,77054.0,75448.0,1.02,3.17,-9.32,295.44,4364.0,35.0,71.47, -674.4万,-0.61,-0.82,  -2250万,   1995万, -559.6万,  139.5万,4364.0,0.106,,,,,,,,,,2.0,1073.0,3635.0,3112.0,3152.0,360.0,360.0,397.0,395.0,1059.0,4292.0,1.0,213.0,41.0,1106.0,1002.0,2926.0,639.0,4284.0,2.0,215.0,2082.0,2.0,,3868.0,1343.0,,,,,215.0,3269.0,,,,,,,,,,,,,,,
1,2021-05-21,300991,C创益通,-14.41,7.0,5.0,0.0,21.0,45.47,51.18,44.12,44.24,117997.0,0.77,13.66,54719.31,1196.33,65409.0,52588.0,1.24,0.27,-13.56,-13.6,4242.0,28.0,55.3,  -5767万,-6.11,-10.54, -234.2万,  -1078万,  -3576万, -878.7万,4254.0,0.0,0.0,-13.41,,,,,,,,4294.0,3183.0,3372.0,3249.0,2538.0,458.0,410.0,462.0,464.0,1200.0,2254.0,25.0,303.0,110.0,1150.0,1234.0,1775.0,3487.0,4292.0,4294.0,235.0,2357.0,3.0,,4285.0,2495.0,,,,,231.0,4279.0,4291.0,4292.0,,,,,,,,,,,,,
2,2021-05-24,300991,C创益通,-3.48,1.0,0.0,2.0,0.0,42.22,44.8,41.15,42.7,80002.0,0.59,8.25,34239.81,600.37,43218.0,36784.0,1.17,3.77,-4.69,-4.1,3844.0,21.0,37.49,  -2728万,-2.99,-7.97,   -1.4万,  192.4万,  -1673万,  -1246万,3847.0,0.14800000000000002,0.0,-3.9,,,,,,,,4103.0,4041.0,4258.0,3107.0,3079.0,494.0,476.0,502.0,494.0,1639.0,3730.0,267.0,545.0,274.0,1575.0,1691.0,1564.0,669.0,4081.0,4119.0,450.0,2845.0,16.0,,4273.0,2735.0,,,,,450.0,3201.0,4288.0,4102.0,,,,,,,,,,,,,
3,2021-05-25,300991,C创益通,-6.51,3.0,27.0,0.0,0.0,42.36,42.78,39.58,39.92,87834.0,0.75,7.49,35516.26,386.32,49126.0,38708.0,1.27,0.86,-6.69,-8.85,3806.0,23.0,41.16,  -4164万,-4.89,-11.72,  -1033万,  -1011万,  -1752万, -368.7万,3808.0,0.009000000000000001,0.0,-9.67,-25.32,,,,,,,4282.0,3610.0,2226.0,3274.0,3080.0,497.0,513.0,544.0,554.0,1645.0,3450.0,272.0,611.0,318.0,1550.0,1724.0,1167.0,3576.0,4272.0,4282.0,583.0,2771.0,13.0,,4292.0,3112.0,,,,,582.0,4283.0,4292.0,4278.0,4291.0,,,,,,,,,,,,
4,2021-05-26,300991,C创益通,-0.68,50.0,79.0,154.0,11.0,39.8,40.98,39.07,39.65,66980.0,0.61,4.78,26654.98,114.62,36097.0,30883.0,1.17,1.48,-3.25,-0.32,3601.0,19.0,31.39,  -2022万,-2.39,-7.59,0, -648.2万,  -1394万,   20.3万,3601.0,0.062,0.0,-0.72,-14.01,,,,,,,3387.0,1753.0,1571.0,2521.0,3759.0,556.0,555.0,556.0,560.0,2030.0,3967.0,862.0,801.0,1016.0,1964.0,2075.0,1501.0,1838.0,3836.0,3015.0,692.0,3087.0,34.0,,4280.0,2761.0,,,,,692.0,4200.0,4298.0,3385.0,4282.0,,,,,,,,,,,,
5,2021-05-27,300991,创益通,-2.62,91.0,31.0,103.0,736.0,39.27,39.5,38.45,38.61,58645.0,0.58,2.65,22774.11,241.9,32640.0,26005.0,1.26,0.42,-2.25,-3.32,3251.0,18.0,27.48,  -2548万,-3.09,-11.19, -200.4万, -170.8万,  -1697万, -480.5万,3251.0,0.012,0.0,-2.95,-13.12,-28.23,,,,,,4170.0,1425.0,2205.0,2816.0,1182.0,566.0,585.0,571.0,592.0,2163.0,4027.0,2034.0,918.0,583.0,2089.0,2250.0,1171.0,3668.0,3604.0,4181.0,874.0,3194.0,50.0,,4283.0,3100.0,,,,,874.0,4299.0,4300.0,4169.0,4286.0,4295.0,,,,,,,,,,,
6,2021-05-28,300991,创益通,-3.24,133.0,3.0,9.0,0.0,38.55,38.96,36.87,37.36,48381.0,0.59,5.41,18531.06,138.96,26971.0,21410.0,1.26,1.33,-4.11,-2.94,3066.0,16.0,22.67,  -2110万,-2.65,-11.38,    4.4万,  -52.6万,  -1878万, -183.9万,3071.0,0.026000000000000002,0.0,-2.92,-6.46,-19.19,,,,,,4056.0,1222.0,3673.0,2980.0,3126.0,589.0,596.0,616.0,615.0,2397.0,4100.0,672.0,1144.0,984.0,2431.0,2362.0,2290.0,1276.0,3894.0,4049.0,1036.0,3370.0,88.0,,4252.0,2006.0,,,,,1030.0,4244.0,4300.0,4053.0,4239.0,4288.0,,,,,,,,,,,
7,2021-05-31,300991,创益通,1.2,15.0,5.0,5.0,0.0,37.1,37.95,37.1,37.81,34567.0,0.51,2.28,12965.34,180.98,17770.0,16797.0,1.06,1.91,-0.37,0.24,2558.0,14.0,16.2, -355.8万,-0.44,-2.74,0,  154.0万, -301.6万, -208.2万,2559.0,0.235,4.234,1.01,-4.85,-14.87,,,,,,1631.0,2799.0,3349.0,3190.0,3090.0,624.0,635.0,612.0,625.0,2784.0,4199.0,2774.0,1526.0,833.0,2780.0,2754.0,1954.0,1965.0,1053.0,1851.0,1439.0,3543.0,183.0,,3986.0,2321.0,,,,,1437.0,3339.0,4304.0,1628.0,4202.0,4282.0,,,,,,,,,,,
8,2021-06-23,300991,创益通,-0.46,1.0,4.0,0.0,0.0,36.58,36.9,36.1,36.43,20009.0,0.71,2.19,7302.22,46.46,10920.0,9089.0,1.2,0.91,-1.27,-1.47,1798.0,11.0,9.38, -660.0万,-0.85,-9.04,0,   66.7万, -593.7万, -133.0万,1798.0,0.304,,-0.96,0.4,-2.72,-0.71,-5.53,,,,2670.0,4080.0,3594.0,3562.0,3092.0,654.0,669.0,651.0,658.0,3435.0,3673.0,2912.0,2199.0,1733.0,3435.0,3408.0,1834.0,2668.0,2133.0,3063.0,2287.0,3840.0,484.0,,4045.0,2484.0,,,,,2287.0,2912.0,,2678.0,2168.0,3726.0,2980.0,3955.0,,,,,,,,,
9,2021-09-02,300991,创益通,2.22,23.0,5.0,50.0,8.0,37.96,39.2,37.5,39.08,28785.0,0.87,4.45,11069.02,42.52,14967.0,13818.0,1.08,4.21,-0.31,2.48,2080.0,14.0,13.49, -408.9万,-0.49,-3.69,0,  -72.4万, -111.1万, -225.4万,2081.0,0.92,58.827,2.22,4.17,6.01,6.02,14.32,11.45,,,1117.0,2409.0,3509.0,3369.0,3862.0,679.0,675.0,673.0,661.0,3261.0,2108.0,1685.0,2041.0,2101.0,3271.0,3216.0,1945.0,1014.0,658.0,977.0,2434.0,3556.0,267.0,,4019.0,2471.0,,,,,2433.0,452.0,1429.0,1117.0,669.0,579.0,1432.0,986.0,1952.0,,,,,,,112.0,2963.0
