,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-12,300990,N同飞,20.96,3.0,87.0,11.0,0.0,110.0,125.05,103.32,103.42,54010.0,0.0,25.42,59318.1,1388.2,25752.0,28258.0,0.91,0.1,-17.3,20.26,4060.0,13.0,41.55,   3027万,2.25,5.1,   87.8万,   2841万,   1114万,  -1016万,4066.0,0.0,,,,,,,,,,5.0,3561.0,1315.0,2906.0,3046.0,126.0,110.0,130.0,134.0,2104.0,4271.0,5.0,284.0,104.0,2134.0,2032.0,2659.0,4248.0,4273.0,5.0,339.0,3405.0,24.0,,22.0,1555.0,,,,,337.0,4271.0,,,,,,,,,,,,,,,
1,2021-05-13,300990,C同飞,-12.32,4.0,1.0,2.0,0.0,92.24,98.87,90.66,90.68,42055.0,0.78,7.94,39302.01,697.41,22666.0,19389.0,1.17,0.02,-8.28,-11.27,3810.0,11.0,32.35,  -3024万,-2.57,-7.69,  323.9万,  -1036万,  -1066万,  -1246万,3813.0,0.0,0.0,-11.3,,,,,,,,4279.0,3515.0,4035.0,3121.0,3070.0,157.0,145.0,157.0,158.0,2435.0,2853.0,292.0,464.0,274.0,2427.0,2419.0,2000.0,4101.0,4243.0,4279.0,480.0,3653.0,34.0,,4246.0,2258.0,,,,,478.0,4270.0,4274.0,4275.0,,,,,,,,,,,,,
2,2021-05-14,300990,C同飞,-4.34,42.0,3.0,3.0,0.0,90.68,91.28,86.7,86.74,29666.0,0.62,5.05,26092.68,162.32,16062.0,13604.0,1.18,0.05,-4.97,-6.44,3382.0,9.0,22.82,  -2123万,-1.88,-8.14, -185.8万, -799.0万, -746.3万, -392.4万,3387.0,0.0,0.0,-6.7,,,,,,,,4220.0,1998.0,3596.0,3191.0,3100.0,157.0,163.0,165.0,175.0,2907.0,3867.0,849.0,794.0,693.0,2810.0,2969.0,1150.0,4230.0,4133.0,4224.0,834.0,3866.0,70.0,,4224.0,3117.0,,,,,829.0,4274.0,4275.0,4220.0,,,,,,,,,,,,,
3,2021-05-17,300990,C同飞,-0.67,14.0,1.0,9.0,0.0,86.02,88.01,86.02,86.16,18302.0,0.44,2.29,15900.25,137.63,9950.0,8352.0,1.19,0.16,-2.1,-2.41,2636.0,7.0,14.08,  -1367万,-1.22,-8.6,0, -155.2万, -548.9万, -662.8万,2636.0,0.002,0.0,-2.12,-19.47,,,,,,,1841.0,2806.0,4036.0,2918.0,3172.0,177.0,180.0,176.0,183.0,3410.0,4207.0,3221.0,1210.0,1051.0,3432.0,3345.0,2279.0,3735.0,2285.0,2238.0,1392.0,4104.0,199.0,,4129.0,1987.0,,,,,1394.0,4241.0,4276.0,1835.0,4264.0,,,,,,,,,,,,
4,2021-05-18,300990,C同飞,-2.26,1.0,13.0,0.0,2.0,86.85,86.85,84.11,84.21,19228.0,0.53,3.18,16295.85,,11241.0,7987.0,1.41,0.12,-3.04,-2.22,2544.0,8.0,14.79,  -2737万,-2.5,-16.8,0, -541.0万,  -1230万, -966.4万,2545.0,0.0,0.0,-2.31,-11.03,,,,,,,3986.0,3973.0,2736.0,3281.0,2964.0,181.0,184.0,181.0,187.0,3154.0,3699.0,1779.0,1042.0,,3051.0,3241.0,900.0,4182.0,3891.0,3942.0,1256.0,3940.0,155.0,,4255.0,3355.0,,,,,1256.0,4266.0,4272.0,3983.0,4140.0,,,,,,,,,,,,
5,2021-05-19,300990,同飞股份,-2.09,1.0,6.0,0.0,15.0,83.51,84.8,82.43,82.45,17098.0,0.52,2.81,14239.82,147.81,10147.0,6951.0,1.46,0.02,-2.77,-2.32,2510.0,7.0,13.15,  -2639万,-2.46,-18.53,0,  107.1万,  -2189万, -557.1万,2517.0,0.0,0.0,-1.79,-6.15,-22.81,,,,,,3670.0,3979.0,3262.0,3293.0,2679.0,193.0,194.0,191.0,197.0,3281.0,3859.0,2009.0,1181.0,745.0,3209.0,3291.0,1455.0,4084.0,3574.0,3799.0,1270.0,4049.0,212.0,,4249.0,2809.0,,,,,1265.0,4261.0,4277.0,3668.0,3885.0,4256.0,,,,,,,,,,,
6,2021-05-20,300990,同飞股份,0.05,4.0,1.0,0.0,0.0,82.28,83.45,80.61,82.49,17516.0,0.7,3.44,14343.8,55.95,8996.0,8520.0,1.06,2.33,-1.15,-0.3,2438.0,7.0,13.47, -367.2万,-0.34,-2.56, -179.9万,  350.0万,  -62.5万, -474.8万,2438.0,0.125,0.257,-0.22,-4.29,-12.91,,,,,,1523.0,3541.0,4010.0,3420.0,3152.0,200.0,202.0,198.0,199.0,3310.0,3156.0,1675.0,1230.0,1512.0,3367.0,3172.0,2725.0,983.0,1622.0,1758.0,1411.0,4063.0,225.0,,3458.0,1512.0,,,,,1411.0,3119.0,4289.0,1520.0,3859.0,4102.0,,,,,,,,,,,
7,2021-05-21,300990,同飞股份,-2.46,3.0,1.0,0.0,0.0,82.01,82.17,80.38,80.46,12839.0,0.63,2.17,10412.79,127.94,8142.0,4697.0,1.73,0.1,-2.08,-1.65,1937.0,7.0,9.88,  -2781万,-2.66,-26.71,0, -328.4万,  -1540万, -912.6万,1941.0,0.0,0.226,-1.45,-3.42,-7.7,,,,,,3882.0,3621.0,4031.0,3249.0,3127.0,200.0,209.0,200.0,206.0,3491.0,3182.0,2860.0,1461.0,780.0,3366.0,3634.0,538.0,3989.0,2769.0,3839.0,1759.0,4056.0,343.0,,4261.0,3755.0,,,,,1756.0,4279.0,4289.0,3880.0,3850.0,4013.0,,,,,,,,,,,
8,2021-05-25,300990,同飞股份,0.2,6.0,53.0,0.0,0.0,79.1,79.77,78.82,79.27,10499.0,0.66,1.2,8322.99,33.22,5737.0,4762.0,1.2,0.57,-0.63,-2.14,1728.0,6.0,8.08, -775.0万,-0.75,-9.31,0,  -80.6万, -612.0万,  -82.4万,1730.0,0.053,1.23,-2.96,-6.45,-8.39,,,,,,2586.0,3214.0,1691.0,3274.0,3080.0,217.0,229.0,214.0,225.0,3765.0,3829.0,3989.0,1862.0,1821.0,3716.0,3768.0,1441.0,4000.0,1813.0,2532.0,2173.0,4169.0,460.0,,4089.0,2875.0,,,,,2170.0,4110.0,4291.0,2584.0,4090.0,4066.0,,,,,,,,,,,
9,2021-05-26,300990,同飞股份,2.4,3.0,18.0,16.0,30.0,79.11,81.79,78.86,81.17,13689.0,0.98,3.7,11044.47,11.08,6141.0,7548.0,0.81,2.93,-0.76,2.75,1999.0,7.0,10.53,   1145万,1.09,10.37,0,  262.2万,  720.1万,  162.8万,1999.0,0.317,12.677,2.36,-2.75,-4.42,-26.99,,,,,635.0,3656.0,2700.0,3741.0,3363.0,226.0,221.0,219.0,213.0,3640.0,2423.0,1395.0,1624.0,2831.0,3711.0,3518.0,3477.0,774.0,1442.0,571.0,1952.0,4110.0,363.0,,105.0,824.0,,,,,1952.0,2728.0,4293.0,633.0,2744.0,3530.0,4265.0,,,,,,,,,,
