,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-17,688217,N睿昂,477.7,1695.0,5.0,181.0,0.0,95.0,115.0,95.0,106.42,94277.0,0.0,108.58,98795.83,4089.09,45726.0,48551.0,0.94,12.02,-7.46,476.96,3525.0,27.0,83.4,   2974万,2.47,3.01,   4039万,   2006万,  -1889万,  -1182万,3526.0,0.632,,,,,,,,,,1.0,192.0,3458.0,1780.0,3172.0,150.0,129.0,150.0,138.0,1633.0,4281.0,1.0,160.0,30.0,1760.0,1479.0,3313.0,25.0,4182.0,1.0,742.0,2534.0,1.0,,14.0,965.0,,,,,742.0,969.0,,,,,,,,,,,,,,,
1,2021-05-18,688217,睿昂基因,-3.56,578.0,2.0,0.0,0.0,110.0,115.0,101.88,102.63,49472.0,0.52,12.33,53338.6,,27691.0,21781.0,1.27,0.74,-10.76,-3.89,2286.0,22.0,43.76,  -6084万,-5.24,-11.41,  238.0万,  -3863万,  -1514万, -945.7万,2286.0,0.153,0.0,-3.61,,,,,,,,4131.0,402.0,3789.0,3281.0,3068.0,130.0,129.0,139.0,141.0,2108.0,3757.0,56.0,312.0,,2018.0,2162.0,1375.0,3385.0,4273.0,4151.0,1504.0,2651.0,9.0,,4275.0,2865.0,,,,,1504.0,3136.0,4272.0,4128.0,,,,,,,,,,,,,
2,2021-05-19,688217,睿昂基因,7.16,69.0,4.0,4.0,0.0,98.03,113.43,95.51,109.98,42880.0,0.6,17.46,44956.55,1266.76,18123.0,24757.0,0.73,15.15,-3.04,7.67,2429.0,18.0,37.93,   7173万,5.77,15.96,  930.6万,   3109万,   2543万,  590.7万,2430.0,0.848,67.622,7.46,,,,,,,,103.0,1471.0,3534.0,3098.0,3081.0,150.0,134.0,153.0,136.0,2288.0,3437.0,15.0,380.0,96.0,2615.0,1946.0,4033.0,11.0,3729.0,94.0,1328.0,3036.0,18.0,,2.0,230.0,,,,,1328.0,459.0,293.0,102.0,,,,,,,,,,,,,
3,2021-05-20,688217,睿昂基因,11.31,53.0,4.0,0.0,0.0,108.05,128.88,108.0,122.42,44759.0,0.72,18.99,53683.06,542.63,20035.0,24724.0,0.81,13.35,-5.01,11.43,2407.0,19.0,39.59,   5728万,4.14,10.67,   50.5万,   5209万,  229.8万,  238.4万,2407.0,0.922,85.49700000000001,11.04,15.01,,,,,,,11.0,1709.0,3506.0,3420.0,3152.0,136.0,111.0,134.0,116.0,2323.0,3027.0,9.0,352.0,343.0,2550.0,2058.0,3751.0,9.0,4112.0,9.0,1442.0,2992.0,19.0,,1.0,525.0,,,,,1442.0,230.0,14.0,9.0,75.0,,,,,,,,,,,,
4,2021-05-21,688217,睿昂基因,-1.97,2.0,1.0,0.0,2.0,122.58,127.2,115.17,120.01,30176.0,0.52,9.83,36757.5,289.25,16297.0,13879.0,1.17,4.2,-5.65,-1.39,2288.0,13.0,26.69,  -2764万,-2.04,-7.52, -145.5万,  -2113万, -546.2万,   41.2万,2291.0,0.708,76.667,-0.96,17.96,,,,,,,3659.0,3790.0,4031.0,3249.0,3021.0,114.0,112.0,121.0,116.0,2635.0,3844.0,125.0,471.0,446.0,2644.0,2624.0,2042.0,363.0,4187.0,3717.0,1467.0,3460.0,53.0,,4241.0,2212.0,,,,,1466.0,766.0,63.0,3657.0,49.0,,,,,,,,,,,,
5,2021-05-24,688217,睿昂基因,-1.67,5.0,131.0,0.0,11.0,119.58,122.6,111.0,118.0,28630.0,0.55,9.67,33526.53,337.18,14755.0,13875.0,1.06,6.31,-3.75,-1.98,2275.0,13.0,25.33, -887.1万,-0.66,-2.65,  -30.2万,  241.4万,  -16.8万,  -1082万,2275.0,0.619,70.158,-2.09,7.61,11.45,,,,,,3766.0,3394.0,1098.0,3235.0,2765.0,117.0,115.0,128.0,122.0,2781.0,3906.0,164.0,558.0,452.0,2759.0,2758.0,2085.0,231.0,3948.0,3697.0,1518.0,3489.0,55.0,,4027.0,2161.0,,,,,1518.0,1132.0,190.0,3766.0,250.0,219.0,,,,,,,,,,,
6,2021-05-25,688217,睿昂基因,7.88,2.0,11.0,2.0,0.0,116.48,127.79,115.11,127.3,25153.0,0.64,10.75,30564.67,165.08,10122.0,15031.0,0.67,10.59,-0.38,5.48,1987.0,13.0,22.25,   6082万,4.23,19.9,   1262万,   2377万,   2140万,  302.0万,1988.0,0.997,79.029,4.72,1.44,21.51,,,,,,88.0,3774.0,2858.0,3155.0,3080.0,124.0,114.0,125.0,111.0,3003.0,3894.0,85.0,706.0,668.0,3271.0,2767.0,3983.0,44.0,1097.0,91.0,1893.0,3558.0,78.0,,6.0,308.0,,,,,1890.0,51.0,57.0,84.0,756.0,39.0,,,,,,,,,,,
7,2021-05-26,688217,睿昂基因,-2.19,8.0,12.0,12.0,3.0,127.3,129.0,123.03,124.51,14064.0,0.41,4.69,17731.26,305.51,8217.0,5847.0,1.41,1.2,-3.48,-2.53,1408.0,10.0,12.44,  -2966万,-2.11,-16.73,  452.5万, -606.4万,  -2227万, -585.1万,1408.0,0.8370000000000001,72.104,-2.23,0.12,10.34,,,,,,4045.0,3152.0,2963.0,3826.0,4023.0,112.0,116.0,114.0,117.0,3622.0,4269.0,896.0,1141.0,491.0,3503.0,3709.0,682.0,2278.0,3904.0,4096.0,2644.0,3864.0,280.0,,4272.0,3599.0,,,,,2644.0,543.0,150.0,4043.0,1005.0,158.0,,,,,,,,,,,
8,2021-05-28,688217,睿昂基因,-0.25,1.0,2.0,0.0,4.0,118.75,121.39,116.0,119.5,13221.0,0.57,4.5,15690.84,87.66,7231.0,5990.0,1.21,3.02,-1.56,-0.03,1392.0,9.0,11.7,  -1435万,-1.06,-9.15, -182.0万, -762.5万,  -47.4万, -443.4万,1393.0,0.496,61.615,0.07,-6.18,-4.07,,,,,,1610.0,4059.0,3812.0,3310.0,2974.0,126.0,129.0,126.0,125.0,3710.0,4148.0,982.0,1306.0,1261.0,3768.0,3618.0,2451.0,499.0,1689.0,1655.0,2681.0,3979.0,328.0,,4014.0,1815.0,,,,,2680.0,1748.0,796.0,1608.0,4231.0,3271.0,,,,,,,,,,,
9,2021-05-31,688217,睿昂基因,6.28,2.0,9.0,3.0,0.0,119.99,127.08,118.0,127.0,16889.0,0.86,7.6,20739.32,179.22,7534.0,9355.0,0.81,7.63,-0.06,5.87,1808.0,9.0,14.94,   2281万,1.59,11.0,0,   1467万,  442.6万,  371.7万,1809.0,0.979,69.327,6.08,1.79,4.21,16.51,,,,,260.0,3872.0,3071.0,3266.0,3090.0,126.0,125.0,128.0,122.0,3526.0,2572.0,349.0,1038.0,843.0,3596.0,3397.0,3331.0,214.0,339.0,249.0,2149.0,3996.0,208.0,,70.0,926.0,,,,,2148.0,234.0,418.0,259.0,1458.0,726.0,257.0,,,,,,,,,,
10,2021-06-01,688217,睿昂基因,3.69,2.0,4.0,4.0,0.0,127.0,133.33,125.48,131.68,21917.0,1.27,6.18,28377.66,145.36,10368.0,11549.0,0.9,4.94,-1.24,3.43,1714.0,13.0,19.39,   1618万,1.09,5.7,  885.4万,   1532万, -266.2万, -533.0万,1714.0,0.983,72.975,3.5,9.85,3.0,25.34,,,,,,3848.0,3587.0,3136.0,3104.0,123.0,116.0,120.0,115.0,3376.0,,,860.0,1072.0,3428.0,3277.0,,,,,2433.0,,,,,,,,,,2433.0,157.0,275.0,441.0,266.0,1612.0,124.0,,,,,688217.0,睿昂基因,175.0,,,
11,2021-06-23,688217,睿昂基因,-3.2,2.0,2.0,5.0,0.0,93.09,94.11,89.61,90.05,8056.0,1.6,4.84,7311.55,4.65,4491.0,3565.0,1.26,0.49,-4.31,-3.45,930.0,9.0,7.13, -830.2万,-0.82,-11.35, -202.4万,  -62.7万, -356.4万, -208.7万,930.0,0.03,,-3.7,-2.47,-5.47,-8.52,-26.04,,,,4178.0,3860.0,3860.0,3279.0,3092.0,189.0,196.0,196.0,203.0,4060.0,510.0,974.0,2198.0,3532.0,4064.0,4042.0,1595.0,3511.0,4104.0,4092.0,3456.0,4022.0,719.0,,4033.0,2714.0,,,,,3456.0,4222.0,,4175.0,3796.0,4120.0,4175.0,4287.0,,,,,,,,,
12,2021-09-02,688217,睿昂基因,-1.62,3.0,10.0,10.0,14.0,63.45,63.45,61.96,62.0,3377.0,0.74,2.36,2103.64,7.74,2280.0,1097.0,2.08,0.06,-2.29,-2.46,397.0,9.0,2.97, -734.3万,-1.04,-34.9,0, -247.8万, -324.6万, -161.8万,397.0,0.003,24.359,-1.62,-2.58,-10.72,-15.86,-17.48,-32.78,,,3889.0,3764.0,3013.0,4015.0,3657.0,333.0,349.0,333.0,342.0,4406.0,2854.0,3153.0,3884.0,3451.0,4372.0,4421.0,74.0,4413.0,3511.0,4077.0,4391.0,4066.0,2296.0,,4341.0,4374.0,,,,,4391.0,4417.0,4415.0,3889.0,2944.0,4126.0,4304.0,4238.0,4288.0,,,,,,,12.0,4028.0
