,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank
0,2021-05-06,600068,葛洲坝,1.41,23.0,613.0,7.1,7.24,7.08,7.21,258006.0,1.26,2.25,18547.41,113.88,109507.0,148499.0,0.74,1.84,-0.41,1.57,2912.0,89.0,0.98,   2808万,0.08,15.14,   51.2万,   2276万,  690.7万, -210.3万,2912.0,0.779,46.761,2.62,2.12,1.44,-1.66,-4.42,16.53,-16.17,12.46,1289.0,2351.0,391.0,2819.0,2821.0,2798.0,2797.0,604.0,837.0,3198.0,970.0,1062.0,706.0,514.0,3702.0,1708.0,491.0,2030.0,1058.0,719.0,3398.0,,1032.0,537.0,,,,,1055.0,606.0,2003.0,1291.0,1282.0,1273.0,1761.0,3020.0,1209.0,1507.0,895.0,,,,,,,,
1,2021-05-07,600068,葛洲坝,0.69,10.0,8.0,7.2,7.32,7.18,7.26,367955.0,1.71,1.94,26710.5,,168830.0,199125.0,0.85,1.11,-0.82,1.34,3171.0,116.0,1.4,   2220万,0.07,8.31,   45.4万,   1102万,   1101万,  -28.3万,3171.0,0.8009999999999999,50.185,1.98,4.37,3.54,0.76,-2.66,18.79,-15.4,14.46,1257.0,2837.0,3047.0,2801.0,2805.0,2779.0,2792.0,439.0,390.0,3436.0,720.0,,476.0,412.0,,,,1878.0,959.0,514.0,,,880.0,785.0,,,,,959.0,485.0,1517.0,1252.0,1234.0,1213.0,1516.0,2635.0,1139.0,1490.0,846.0,4839.0,1235.0,203.0,687.0,,,,
2,2021-05-10,600068,葛洲坝,1.24,8555.0,1089.0,7.32,7.35,7.25,7.35,265527.0,1.04,1.38,19391.07,213.16,137408.0,128119.0,1.07,1.38,0.0,0.97,2978.0,89.0,1.01, -657.8万,-0.02,-3.39,  596.1万,  -85.3万, -444.1万, -724.5万,2978.0,0.84,55.706,1.31,5.93,5.42,2.91,-0.85,20.95,-11.47,15.9,1329.0,50.0,278.0,2773.0,2806.0,2763.0,2782.0,600.0,1644.0,3960.0,957.0,643.0,589.0,624.0,2271.0,2285.0,1.0,1456.0,1019.0,759.0,3446.0,,1801.0,1987.0,,,,,1020.0,511.0,1091.0,1332.0,1017.0,1034.0,1265.0,2067.0,1162.0,1375.0,833.0,3229.0,12348.0,345.0,88.0,,,,
3,2021-05-11,600068,葛洲坝,-0.68,1827.0,457.0,7.32,7.36,7.27,7.3,191060.0,0.7,1.22,13962.48,51.02,106234.0,84826.0,1.25,0.41,-0.82,-1.08,2398.0,80.0,0.73,  -1553万,-0.05,-11.13, -107.2万, -113.7万, -390.4万, -942.2万,2398.0,0.818,52.242,-1.29,2.0,4.4,1.71,-0.79,20.91,-13.02,14.55,3086.0,148.0,560.0,2787.0,2819.0,2764.0,2808.0,844.0,3127.0,4170.0,1195.0,1611.0,764.0,933.0,1067.0,4104.0,1965.0,3104.0,1434.0,894.0,3833.0,,2466.0,3195.0,,,,,1434.0,486.0,1478.0,3082.0,1659.0,1431.0,1381.0,2192.0,1250.0,1426.0,874.0,1357.0,1226.0,611.0,712.0,,,,
4,2021-05-12,600068,葛洲坝,0.41,109.0,761.0,7.29,7.34,7.26,7.33,197105.0,0.72,1.1,14385.14,21.51,110488.0,86617.0,1.28,0.96,-0.14,-0.2,2964.0,66.0,0.75,  -1727万,-0.05,-12.0,   1937万, -945.9万,  -1571万,  -1147万,2964.0,0.8290000000000001,54.087,-0.02,-0.01,4.63,3.58,-2.71,22.38,-15.13,14.6,2410.0,1134.0,293.0,2812.0,2846.0,2795.0,2826.0,765.0,2882.0,4124.0,1151.0,2107.0,684.0,871.0,928.0,3681.0,612.0,2336.0,988.0,1100.0,3756.0,,2655.0,3320.0,,,,,988.0,577.0,1507.0,2406.0,2401.0,1581.0,1455.0,2339.0,1377.0,1518.0,932.0,7087.0,7701.0,192.0,129.0,,,,
5,2021-05-13,600068,葛洲坝,-0.82,2750.0,929.0,7.31,7.32,7.25,7.27,199110.0,0.78,0.95,14501.8,39.33,122855.0,76255.0,1.61,0.28,-0.68,0.14,2881.0,69.0,0.76,  -3385万,-0.1,-23.34,  -1099万,  -1291万, -717.8万, -276.4万,2881.0,0.7859999999999999,49.931999999999995,0.2,-1.1,2.18,3.62,-4.49,20.79,-11.41,14.68,2388.0,120.0,307.0,2825.0,2867.0,2818.0,2842.0,825.0,2853.0,4211.0,1199.0,1923.0,708.0,1002.0,569.0,3537.0,522.0,2437.0,1051.0,1100.0,3811.0,,2421.0,3713.0,,,,,1053.0,574.0,1880.0,2388.0,3149.0,2048.0,1464.0,2660.0,1686.0,1412.0,935.0,401.0,3433.0,1323.0,230.0,,,,
6,2021-05-14,600068,葛洲坝,0.41,1610.0,555.0,7.29,7.32,7.27,7.3,199512.0,0.82,0.69,14548.15,109.5,86652.0,112860.0,0.77,0.41,-0.27,-1.36,2961.0,67.0,0.76,   1921万,0.06,13.2,  665.5万,  123.4万,  349.2万,  783.0万,2961.0,0.818,51.92100000000001,-1.94,-1.74,-1.74,1.85,-3.73,19.78,-13.1,12.87,2823.0,165.0,390.0,2840.0,2866.0,2818.0,2840.0,910.0,2955.0,4256.0,1273.0,928.0,1004.0,818.0,3349.0,4047.0,801.0,2578.0,1103.0,1212.0,3972.0,,1562.0,894.0,,,,,1104.0,537.0,2043.0,2814.0,3000.0,2931.0,1826.0,2430.0,1853.0,1413.0,965.0,750.0,1235.0,1055.0,801.0,,,,
7,2021-05-17,600068,葛洲坝,0.14,263.0,80.0,7.3,7.35,7.26,7.31,220514.0,1.05,1.23,16106.99,310.25,106411.0,114103.0,0.93,0.69,-0.54,-0.64,3260.0,68.0,0.84,  572.1万,0.02,3.55,  629.8万,   90.2万, -718.7万,  570.9万,3260.0,0.8170000000000001,52.597,-1.32,-3.06,-4.4,1.1,-5.05,19.41,-14.04,11.6,1265.0,794.0,1587.0,2841.0,2856.0,2804.0,2817.0,799.0,2019.0,4119.0,1198.0,572.0,874.0,732.0,3358.0,2407.0,308.0,1031.0,913.0,1124.0,3872.0,,1019.0,923.0,,,,,913.0,483.0,1563.0,1265.0,2059.0,2889.0,1490.0,2187.0,1648.0,1320.0,912.0,1275.0,390.0,629.0,1231.0,,,,
8,2021-05-19,600068,葛洲坝,-1.1,27.0,4095.0,7.29,7.29,7.2,7.22,194529.0,1.03,1.23,14086.09,66.7,150828.0,43701.0,3.45,0.28,-0.96,-0.58,2889.0,67.0,0.74,  -7750万,-0.23,-55.02,  -2161万,  -2034万,  -1925万,  -1630万,2889.0,0.748,45.913000000000004,-0.8,-2.3,-4.03,0.6,-6.19,18.1,-15.21,10.48,2810.0,2171.0,73.0,2827.0,2856.0,2823.0,2839.0,765.0,1145.0,3883.0,1192.0,1275.0,511.0,1370.0,23.0,3515.0,1346.0,2363.0,972.0,1019.0,3691.0,,3046.0,4257.0,,,,,972.0,736.0,2575.0,2805.0,2189.0,2720.0,2071.0,2187.0,1602.0,1381.0,987.0,1227.0,2234.0,709.0,360.0,,,,
9,2021-05-20,600068,葛洲坝,-1.11,165.0,361.0,7.23,7.24,7.11,7.14,251299.0,1.33,1.8,17979.98,61.82,151572.0,99727.0,1.52,0.42,-1.38,-0.99,3245.0,77.0,0.95,  -3708万,-0.11,-20.62,  -1477万, -693.6万,  -1166万, -371.8万,3245.0,0.6990000000000001,40.899,-1.38,-2.35,-5.66,-3.45,-5.07,14.33,-16.3,8.99,2713.0,974.0,593.0,2837.0,2867.0,2835.0,2852.0,668.0,737.0,3396.0,1033.0,1443.0,590.0,778.0,1083.0,3312.0,1989.0,2444.0,834.0,936.0,3463.0,,2273.0,3207.0,,,,,834.0,844.0,3256.0,2710.0,3288.0,2840.0,2719.0,2147.0,1623.0,1406.0,1046.0,1113.0,2779.0,735.0,280.0,,,,
