,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,开盘金额,开盘金额Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-07,2640,*ST跨境,-5.13,0.0,1520766.0,0.0,2285980.0,3.33,3.33,3.33,3.33,7942.0,0.03,0.0,264.47,310.0,7632.0,0.04,0.0,0.0,-3.18,472.0,17.0,0.08,  243.9万,0.06,92.22,0,0,   48.7万,  195.2万,472.0,0.001,19.374,-3.84,-11.36,-15.72,-21.38,-27.53,-12.93,-68.91,-31.08,4051.0,4223.0,1.0,4221.0,1.0,3916.0,3934.0,3904.0,3918.0,3876.0,4256.0,4225.0,4240.0,4255.0,3255.0,,,,3943.0,3949.0,3091.0,,,929.0,5.0,,,,,3949.0,4114.0,4232.0,4049.0,4217.0,4189.0,4176.0,4182.0,3840.0,3633.0,3969.0,,,,,,,,
1,2021-05-10,2640,*ST跨境,-5.11,0.0,1531938.0,0.0,2086345.0,3.16,3.16,3.16,3.16,10895.0,0.06,0.0,344.28,631.0,10264.0,0.06,0.0,0.0,-4.99,410.0,27.0,0.11,  304.5万,0.08,88.43,0,0,   73.0万,  231.4万,410.0,0.001,17.301,-5.03,-16.42,-17.93,-23.21,-31.43,-12.92,-71.09,-34.32,4182.0,4239.0,1.0,3238.0,1.0,3970.0,3987.0,3957.0,3979.0,3675.0,4258.0,4226.0,4239.0,4258.0,3046.0,4262.0,4185.0,1.0,4157.0,4039.0,2473.0,4261.0,,1079.0,4.0,,,,,4039.0,4130.0,4241.0,4181.0,4258.0,4232.0,4215.0,4191.0,3858.0,3661.0,4027.0,38.96,1764.0,,,,,,
2,2021-05-11,2640,*ST跨境,-5.06,0.0,1452171.0,0.0,1861754.0,3.0,3.0,3.0,3.0,9586.0,0.07,0.0,287.58,610.0,8976.0,0.07,0.0,0.0,-5.41,305.0,31.0,0.09,  251.0万,0.07,87.27,0,0,   69.3万,  181.7万,305.0,0.001,15.608,-5.68,-13.78,-20.34,-27.1,-34.7,-16.2,-74.65,-38.02,4145.0,4238.0,1.0,3185.0,1.0,4012.0,4026.0,4003.0,4019.0,3703.0,4265.0,4245.0,4255.0,4258.0,3191.0,4268.0,4218.0,1.0,4141.0,4160.0,2233.0,4268.0,,1183.0,1.0,,,,,4160.0,4260.0,4255.0,4144.0,4253.0,4249.0,4230.0,4204.0,3967.0,3695.0,4053.0,35.82,1901.0,,,,,,
3,2021-05-12,2640,*ST跨境,-5.0,0.0,1198493.0,0.0,1564208.0,2.85,2.85,2.85,2.85,11954.0,0.15,0.0,340.69,1825.0,10129.0,0.18,0.0,0.0,-5.7,487.0,25.0,0.12,  236.7万,0.07,69.47,0,0,   38.2万,  198.5万,487.0,0.001,14.205,-5.43,-15.39,-25.38,-29.72,-37.96,-22.81,-77.29,-41.35,4240.0,4255.0,1.0,3270.0,1.0,4062.0,4076.0,4055.0,4073.0,3551.0,4267.0,4258.0,4258.0,4150.0,3108.0,4267.0,4252.0,1.0,4242.0,3966.0,2522.0,4272.0,,1374.0,7.0,,,,,3966.0,4267.0,4260.0,4236.0,4262.0,4260.0,4240.0,4213.0,4070.0,3719.0,4077.0,102.23,963.0,,,,,,
4,2021-05-13,2640,*ST跨境,-4.91,0.0,935190.0,0.0,1282821.0,2.71,2.71,2.71,2.71,20956.0,0.8,0.0,567.91,3093.0,17863.0,0.17,0.0,0.0,-3.87,619.0,34.0,0.21,  400.2万,0.12,70.48,0,0,   72.3万,  328.0万,619.0,0.002,13.028,-3.89,-14.25,-21.45,-32.24,-43.01,-21.75,-77.86,-43.09,4135.0,4270.0,2.0,3246.0,1.0,4105.0,4118.0,4101.0,4110.0,3142.0,2723.0,4269.0,4219.0,4027.0,2498.0,4280.0,4105.0,1.0,4133.0,3803.0,2126.0,4275.0,,678.0,2.0,,,,,3803.0,4248.0,4266.0,4131.0,4264.0,4267.0,4248.0,4225.0,4093.0,3737.0,4089.0,166.56,868.0,,,,,,
5,2021-05-14,2640,*ST跨境,-5.17,0.0,729801.0,0.0,37358.0,2.57,2.66,2.57,2.57,1982115.0,161.94,3.32,51082.91,434016.0,1548099.0,0.28,0.0,-3.38,-7.26,2960.0,670.0,19.55,   2.87亿,8.99,56.13,   2.48亿, -187.0万,   1641万,   2423万,2960.0,0.0,11.96,-7.52,-16.08,-25.12,-36.78,-47.22,-25.77,-84.01,-48.07,4251.0,4270.0,1.0,3369.0,25.0,4133.0,4130.0,4129.0,4134.0,30.0,1.0,1811.0,385.0,148.0,16.0,4277.0,4238.0,3904.0,4252.0,1104.0,16.0,105.0,,1.0,3.0,,,,,1105.0,4274.0,4266.0,4251.0,4269.0,4266.0,4251.0,4228.0,4114.0,3754.0,4093.0,623.58,223.0,,,,,,
6,2021-05-17,2640,*ST跨境,-5.06,0.0,398867.0,0.0,545453.0,2.44,2.44,2.44,2.44,40581.0,0.1,0.0,990.18,6953.0,33628.0,0.21,0.0,0.0,-6.8,863.0,47.0,0.4,  650.8万,0.22,65.73,0,  134.7万,  178.3万,  337.8万,863.0,0.003,11.055,-6.51,-17.17,-26.64,-39.82,-47.09,-26.63,-88.07,-52.02,4080.0,4252.0,2.0,3257.0,1.0,4152.0,4157.0,4141.0,4146.0,2614.0,4271.0,4260.0,4065.0,3711.0,1842.0,4268.0,3918.0,1.0,4108.0,3522.0,1687.0,4237.0,,426.0,15.0,,,,,3522.0,4226.0,4268.0,4074.0,4255.0,4263.0,4255.0,4225.0,4128.0,3750.0,4091.0,321.35,552.0,,,,,,
7,2021-05-18,2640,*ST跨境,-4.92,0.0,774091.0,0.0,688336.0,2.32,2.32,2.32,2.32,14003.0,0.03,0.0,324.87,2413.0,11590.0,0.21,0.0,0.0,-4.88,713.0,20.0,0.14,  212.9万,0.07,65.54,0,0,   32.3万,  180.6万,713.0,0.001,10.280999999999999,-4.97,-18.29,-25.94,-40.97,-51.12,-29.06,-90.32,-54.41,4214.0,4228.0,1.0,3281.0,1.0,4158.0,4171.0,4152.0,4166.0,3438.0,4274.0,4256.0,4256.0,4092.0,2863.0,4268.0,4203.0,1.0,4205.0,3592.0,2800.0,4274.0,,1043.0,11.0,,,,,3592.0,4262.0,4265.0,4211.0,4243.0,4259.0,4251.0,4223.0,4135.0,3750.0,4090.0,,,,,,,,
8,2021-05-20,2640,*ST跨境,-5.0,0.0,380371.0,0.0,421695.0,2.09,2.11,2.09,2.09,427121.0,1.03,0.91,8927.5,23220.0,403901.0,0.06,0.0,-0.95,-5.35,865.0,494.0,4.21,   7957万,3.07,89.13,   4837万,   1354万,   1169万,  597.1万,865.0,0.0,8.941,-5.27,-14.37,-26.75,-42.93,-53.01,-38.4,-91.44,-58.86,4130.0,4282.0,2.0,3420.0,1.0,4218.0,4217.0,4211.0,4215.0,367.0,1442.0,4208.0,1694.0,2389.0,160.0,4292.0,4099.0,1281.0,4157.0,3342.0,32.0,1104.0,,4.0,2.0,,,,,3342.0,4275.0,4283.0,4128.0,4276.0,4273.0,4271.0,4239.0,4161.0,3769.0,4104.0,255.23,627.0,,,,,,
9,2021-05-21,2640,*ST跨境,-4.78,0.0,328088.0,0.0,524691.0,1.99,1.99,1.99,1.99,81614.0,0.16,0.0,1624.12,15109.0,66505.0,0.23,0.0,0.0,-3.98,668.0,122.0,0.8,   1023万,0.41,62.97,  298.3万,  171.9万,  209.5万,  343.1万,668.0,0.006,8.408,-3.78,-13.19,-23.03,-43.0,-55.04,-47.31,-92.92,-59.8,4219.0,4286.0,2.0,3249.0,1.0,4225.0,4230.0,4221.0,4228.0,1533.0,4291.0,4286.0,3504.0,2729.0,1034.0,4292.0,4131.0,1.0,4214.0,3603.0,416.0,3564.0,,270.0,3.0,,,,,3603.0,4214.0,4285.0,4218.0,4277.0,4272.0,4272.0,4243.0,4163.0,3779.0,4106.0,595.21,237.0,,,,,,
