,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-12,300988,N津荣,161.3,228.0,5.0,67.0,0.0,51.0,64.99,51.0,62.0,112774.0,0.0,58.95,65638.81,1566.72,50558.0,62216.0,0.81,21.57,-4.6,160.57,4468.0,25.0,61.04,   6795万,5.93,10.35,   1831万,   3130万,   2554万, -720.6万,4472.0,0.91,,,,,,,,,,1.0,741.0,3372.0,2368.0,3046.0,381.0,282.0,376.0,297.0,1263.0,4271.0,1.0,253.0,90.0,1372.0,1157.0,3222.0,4.0,4176.0,1.0,138.0,2522.0,5.0,,1.0,1050.0,,,,,134.0,370.0,,,,,,,,,,,,,,,
1,2021-05-13,300988,C津荣,-9.9,11.0,1.0,5.0,0.0,57.28,66.0,54.83,55.86,100211.0,0.89,18.02,61550.62,979.49,52540.0,47671.0,1.1,1.88,-15.36,-8.86,4080.0,25.0,54.24,  -2653万,-2.57,-4.31, -967.5万, -354.5万,  -1059万, -272.0万,4085.0,0.094,0.0,-8.88,,,,,,,,4275.0,2835.0,4035.0,3021.0,3070.0,332.0,282.0,341.0,343.0,1442.0,2280.0,21.0,273.0,195.0,1430.0,1425.0,2351.0,1132.0,4278.0,4273.0,339.0,2580.0,9.0,,4246.0,1856.0,,,,,337.0,3378.0,4274.0,4271.0,,,,,,,,,,,,,
2,2021-05-14,300988,C津荣,-12.28,7.0,6.0,12.0,0.0,51.0,53.93,48.4,49.0,82413.0,0.77,9.9,41328.41,1037.99,44590.0,37823.0,1.18,1.24,-9.14,-14.37,3956.0,21.0,44.6,  -3342万,-3.69,-8.09,  572.9万, -681.2万,  -2027万,  -1206万,3960.0,0.011000000000000001,0.0,-14.64,,,,,,,,4278.0,3238.0,3193.0,2905.0,3100.0,388.0,383.0,409.0,414.0,1755.0,3201.0,167.0,496.0,126.0,1678.0,1844.0,1150.0,2809.0,4261.0,4278.0,493.0,2872.0,10.0,,4265.0,3113.0,,,,,491.0,4262.0,4275.0,4278.0,,,,,,,,,,,,,
3,2021-05-17,300988,C津荣,-6.22,1.0,52.0,0.0,5.0,48.0,49.3,45.02,45.95,59719.0,0.61,8.73,27657.76,380.64,32366.0,27353.0,1.18,2.07,-6.8,-7.97,3638.0,16.0,32.32,  -2279万,-2.68,-8.24, -206.9万,  -70.3万,  -1455万, -546.5万,3642.0,0.033,0.0,-7.68,-28.67,,,,,,,4157.0,4050.0,1867.0,3257.0,2952.0,423.0,428.0,448.0,452.0,2155.0,3911.0,269.0,756.0,469.0,2182.0,2090.0,2325.0,1090.0,4159.0,4166.0,668.0,3290.0,28.0,,4248.0,1947.0,,,,,668.0,4030.0,4276.0,4155.0,4276.0,,,,,,,,,,,,
4,2021-05-18,300988,C津荣,-2.81,25.0,3.0,11.0,0.0,45.48,47.2,44.6,44.66,51108.0,0.58,5.66,23353.5,,27759.0,23349.0,1.19,0.13,-5.38,-2.77,3367.0,15.0,27.66,  -1992万,-2.41,-8.53,0,  137.8万,  -1191万, -938.8万,3367.0,0.0,0.0,-2.86,-23.95,,,,,,,4066.0,2253.0,3619.0,2870.0,3068.0,454.0,451.0,454.0,466.0,2074.0,3444.0,632.0,757.0,,2016.0,2090.0,1682.0,4174.0,4216.0,4053.0,697.0,3242.0,36.0,,4254.0,2579.0,,,,,697.0,4266.0,4272.0,4063.0,4265.0,,,,,,,,,,,,
5,2021-05-19,300988,津荣天宇,-4.66,2.0,10.0,11.0,0.0,43.6,44.57,42.38,42.58,49459.0,0.61,4.9,21292.28,215.82,27814.0,21645.0,1.29,0.47,-4.46,-4.89,3386.0,15.0,26.77,  -2628万,-3.34,-12.34,0, -172.0万,  -1801万, -655.0万,3388.0,0.005,0.0,-4.36,-14.31,-33.85,,,,,,4209.0,3752.0,2903.0,2917.0,3081.0,473.0,474.0,483.0,491.0,2106.0,3381.0,794.0,821.0,545.0,2120.0,2094.0,1987.0,3014.0,4080.0,4222.0,678.0,3267.0,48.0,,4263.0,2249.0,,,,,678.0,4226.0,4277.0,4208.0,4231.0,4269.0,,,,,,,,,,,
6,2021-05-20,300988,津荣天宇,-1.15,8.0,2.0,2.0,0.0,42.3,42.97,41.62,42.09,36265.0,0.53,3.17,15286.42,89.68,20144.0,16121.0,1.25,1.13,-2.05,-1.5,2846.0,13.0,19.63,  -1681万,-2.16,-11.0,0,   71.2万,  -1218万, -534.7万,2847.0,0.051,0.0,-1.42,-8.43,-28.53,,,,,,2767.0,3132.0,3790.0,3253.0,3152.0,495.0,500.0,497.0,502.0,2555.0,3981.0,1889.0,1172.0,1173.0,2546.0,2542.0,1955.0,2027.0,2840.0,2933.0,1083.0,3500.0,112.0,,4237.0,2318.0,,,,,1083.0,3748.0,4290.0,2760.0,4204.0,4278.0,,,,,,,,,,,
7,2021-05-21,300988,津荣天宇,0.02,9.0,47.0,0.0,5.0,42.15,42.76,41.83,42.1,30743.0,0.55,2.21,12981.35,62.38,15677.0,15066.0,1.04,0.65,-1.54,0.83,2482.0,12.0,16.64, -244.8万,-0.31,-1.89,0, -247.9万, -199.7万,  202.8万,2484.0,0.07,0.07,1.03,-4.7,-14.54,,,,,,2039.0,3041.0,1788.0,3249.0,2895.0,501.0,503.0,497.0,500.0,2612.0,3685.0,2813.0,1243.0,1278.0,2676.0,2537.0,2622.0,2574.0,2155.0,1943.0,1308.0,3556.0,138.0,,3520.0,1656.0,,,,,1305.0,3601.0,4290.0,2034.0,4054.0,4227.0,,,,,,,,,,,
8,2021-05-25,300988,津荣天宇,0.89,11.0,1.0,0.0,0.0,41.32,41.72,40.91,41.72,25848.0,0.65,1.96,10693.11,44.63,13584.0,12264.0,1.11,1.98,0.0,-1.45,2386.0,11.0,13.99, -532.9万,-0.69,-4.98,0,  -89.4万, -375.8万,  -67.8万,2388.0,0.259,2.839,-2.26,-3.43,-9.11,,,,,,1585.0,2763.0,3991.0,3274.0,3080.0,517.0,530.0,515.0,519.0,2980.0,3863.0,3010.0,1574.0,1576.0,2952.0,2970.0,1819.0,1668.0,1.0,1534.0,1534.0,3737.0,213.0,,4062.0,2440.0,,,,,1533.0,2809.0,4290.0,1570.0,3480.0,4121.0,,,,,,,,,,,
9,2021-05-26,300988,津荣天宇,0.89,5.0,2.0,38.0,44.0,41.52,42.31,41.25,42.09,26992.0,0.78,2.54,11314.32,35.29,14066.0,12926.0,1.09,2.04,-0.52,1.24,2496.0,11.0,14.61, -463.7万,-0.6,-4.1, -208.6万,  -73.8万, -156.1万,  -25.1万,2496.0,0.42100000000000004,5.6579999999999995,0.85,-3.66,-4.02,-37.58,,,,,1537.0,3369.0,3872.0,3401.0,3153.0,522.0,527.0,516.0,515.0,3021.0,3320.0,2383.0,1598.0,1915.0,3002.0,2997.0,1890.0,1267.0,949.0,1306.0,1487.0,3763.0,207.0,,4030.0,2385.0,,,,,1487.0,2206.0,4296.0,1535.0,3355.0,3395.0,4278.0,,,,,,,,,,
