,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,RSI1,竞价量Rank,RSI1Rank
0,2021-06-23,688425,铁建重工,-3.89,2786,413,1153,0,7.83,8.84,7.52,7.9,4826567,0.62,16.06,388924.19,12856.9,2793143,2033423,1.37,5.05,-10.63,-4.14,4761,1014,46.01,  -6.00亿,-7.24,-15.43,  -1.34亿,  -2.28亿,  -2.01亿,  -3710万,4762,0.23199999999999998,-4.39,,,,,,,,4243.0,114.0,509.0,772.0,3092.0,2819.0,2640.0,2866.0,2810.0,3.0,4023.0,25.0,28.0,4.0,2.0,4.0,1236.0,338.0,4324.0,4193.0,2.0,3.0,11.0,,4334.0,3083.0,,,,,2.0,3241.0,4240.0,,,,,,,,,,,
1,2021-09-02,688425,铁建重工,4.12,1159,910,877,8214,5.81,6.17,5.78,6.07,2089383,2.97,6.69,126259.23,1846.3,994391,1094992,0.91,5.02,-1.62,3.28,4201,497,18.05,   6197万,0.88,4.91,   3490万,   1896万,   1843万,  -1033万,4209,0.885,4.12,13.8,15.32,15.47,11.97,,,,595.0,255.0,296.0,1213.0,145.0,3494.0,3443.0,3484.0,3453.0,69.0,58.0,817.0,248.0,137.0,67.0,73.0,2985.0,783.0,2947.0,730.0,553.0,69.0,130.0,,230.0,1432.0,,,,,546.0,571.0,595.0,101.0,162.0,488.0,1228.0,,,,31778.0,69.582,50.0,428.0
