,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank
0,2021-05-06,959,首钢股份,6.15,663.0,36.0,5.15,5.4,5.15,5.35,517613.0,1.97,4.96,27408.45,158.36,202301.0,315312.0,0.64,3.88,-0.93,7.73,3794.0,136.0,4.75,   6007万,0.22,21.92,   1724万,   2379万,   1205万,  699.0万,1394.0,0.07200000000000001,36.595,7.37,5.83,4.2,5.82,22.99,54.05,55.13,42.57,172.0,401.0,2043.0,3372.0,3335.0,3361.0,3323.0,256.0,212.0,1037.0,700.0,847.0,359.0,200.0,3992.0,597.0,1318.0,149.0,539.0,372.0,825.0,,574.0,266.0,,,,,2427.0,3205.0,3485.0,168.0,459.0,711.0,656.0,253.0,148.0,382.0,222.0,,,,,,,,
1,2021-05-07,959,首钢股份,4.11,1548.0,81.0,5.35,5.67,5.32,5.57,781189.0,2.61,6.54,43060.3,,339616.0,441573.0,0.77,4.7,-1.76,6.06,4239.0,184.0,11.19,   5685万,0.2,13.2,   1514万,   1590万,   1892万,  689.8万,4239.0,0.972,70.703,5.4,12.9,11.07,11.15,26.04,54.36,65.14,49.56,257.0,168.0,1332.0,3327.0,3266.0,3312.0,3267.0,188.0,91.0,545.0,459.0,,209.0,167.0,,,,209.0,307.0,247.0,,,478.0,505.0,,,,,307.0,110.0,152.0,255.0,158.0,272.0,357.0,169.0,164.0,311.0,165.0,960.0,1621.0,888.0,553.0,,,,
2,2021-05-10,959,首钢股份,10.05,212.0,114.0,5.82,6.13,5.81,6.13,1174698.0,2.9,5.75,71457.79,867.74,628935.0,545763.0,1.15,5.51,0.0,10.17,2665.0,441.0,16.83,  -5211万,-0.17,-7.29,  -3546万,  464.5万,  -1339万, -790.4万,2665.0,0.98,79.09100000000002,10.13,24.19,22.44,24.2,25.52,73.15,83.98,64.25,32.0,884.0,1286.0,3209.0,3157.0,3191.0,3138.0,104.0,72.0,722.0,249.0,217.0,84.0,130.0,1910.0,379.0,1.0,27.0,1264.0,47.0,126.0,,3082.0,2378.0,,,,,1264.0,168.0,60.0,31.0,65.0,96.0,133.0,190.0,99.0,234.0,110.0,70733.0,0.0,37.0,3013.0,,,,
3,2021-05-11,959,首钢股份,0.49,3988.0,5129.0,6.13,6.32,6.0,6.16,1263550.0,2.14,5.22,77891.06,1652.11,521647.0,741903.0,0.7,2.67,-2.53,0.14,4394.0,288.0,18.1,   1.37亿,0.44,17.6,   1692万,   5139万,   5724万,   1152万,4394.0,0.9670000000000001,79.431,-0.12,15.89,23.99,20.91,22.53,73.13,84.23,64.45,2091.0,86.0,80.0,3129.0,3115.0,3141.0,3146.0,90.0,169.0,948.0,229.0,112.0,122.0,64.0,3824.0,1498.0,3560.0,2066.0,206.0,113.0,143.0,,256.0,433.0,,,,,206.0,136.0,50.0,2086.0,89.0,69.0,136.0,237.0,107.0,228.0,110.0,3367.0,4673.0,284.0,225.0,,,,
4,2021-05-12,959,首钢股份,4.22,6.0,72.0,6.28,6.65,6.21,6.42,1076317.0,1.36,7.14,68987.77,493.55,467434.0,608883.0,0.77,3.38,-3.46,3.52,4438.0,243.0,15.42,   9224万,0.28,13.37,   2266万,   2471万,   2486万,   2001万,4438.0,0.973,82.14,3.79,14.29,28.92,25.23,27.96,81.83,91.73,70.82,394.0,3175.0,1443.0,3099.0,3024.0,3095.0,3079.0,89.0,644.0,443.0,234.0,283.0,111.0,81.0,3415.0,1058.0,4082.0,403.0,160.0,131.0,177.0,,591.0,814.0,,,,,160.0,174.0,48.0,390.0,98.0,54.0,139.0,167.0,97.0,208.0,97.0,401.0,6643.0,1410.0,157.0,,,,
5,2021-05-13,959,首钢股份,-5.61,1636.0,175.0,6.3,6.43,6.04,6.06,670992.0,0.7,6.07,41473.32,651.48,335620.0,335372.0,1.0,0.33,-5.75,-4.56,4023.0,167.0,9.61,   34.0万,0.0,0.08,  -2336万,  715.3万,   1624万,   30.7万,4023.0,0.919,68.658,-4.58,-1.15,14.62,19.33,14.08,76.81,80.75,62.41,4189.0,203.0,1024.0,3106.0,3115.0,3179.0,3197.0,203.0,3317.0,550.0,440.0,293.0,215.0,200.0,2861.0,3381.0,4135.0,4186.0,371.0,293.0,375.0,,1347.0,1397.0,,,,,371.0,219.0,263.0,4185.0,3170.0,171.0,200.0,527.0,121.0,248.0,135.0,1365.0,212.0,595.0,1541.0,,,,
6,2021-05-14,959,首钢股份,0.66,1.0,19.0,6.2,6.27,5.97,6.1,563378.0,0.57,4.95,34337.04,337.56,280267.0,283111.0,0.99,2.18,-2.71,-1.43,4353.0,129.0,8.07,  215.7万,0.01,0.63,  -1954万,  -68.7万,  630.8万,   1608万,4353.0,0.919,69.26100000000001,-1.7,-2.72,7.22,19.21,15.91,78.55,80.12,61.2,2488.0,4017.0,2347.0,3160.0,3174.0,3205.0,3207.0,293.0,4025.0,889.0,612.0,363.0,282.0,290.0,2100.0,1537.0,3692.0,2676.0,265.0,478.0,483.0,,2065.0,2159.0,,,,,265.0,264.0,253.0,2496.0,3481.0,425.0,195.0,425.0,119.0,242.0,135.0,842.0,1315.0,991.0,760.0,,,,
7,2021-05-17,959,首钢股份,-0.98,817.0,9.0,6.07,6.16,5.91,6.04,449704.0,0.47,4.1,27168.26,186.96,208737.0,240967.0,0.87,2.2,-1.95,-2.73,4111.0,109.0,6.44,   1983万,0.06,7.3,  688.6万,  257.6万, -267.4万,   1304万,4111.0,0.904,67.171,-2.44,-8.7,-5.33,16.92,13.87,78.48,77.21,58.21,2121.0,334.0,3163.0,3208.0,3205.0,3203.0,3192.0,333.0,4177.0,1516.0,777.0,845.0,381.0,308.0,3602.0,1025.0,2074.0,2485.0,402.0,564.0,660.0,,817.0,636.0,,,,,402.0,280.0,286.0,2124.0,3981.0,3203.0,170.0,400.0,100.0,245.0,137.0,658.0,1960.0,988.0,432.0,,,,
8,2021-05-19,959,首钢股份,-3.3,47.0,124.0,6.0,6.0,5.7,5.86,420503.0,0.69,4.95,24574.73,48.24,222027.0,198476.0,1.12,2.81,-2.33,-3.53,3713.0,113.0,6.02,  -1328万,-0.04,-5.4, -917.1万, -426.4万,  -1259万,   1275万,3713.0,0.871,60.536,-3.0,-5.14,-11.25,15.32,10.3,71.77,70.22,53.75,4090.0,1770.0,1130.0,3211.0,3227.0,3255.0,3237.0,324.0,2849.0,775.0,725.0,1497.0,317.0,330.0,2644.0,766.0,3254.0,4122.0,490.0,462.0,654.0,,1533.0,1607.0,,,,,490.0,401.0,711.0,4089.0,3662.0,4101.0,257.0,519.0,125.0,281.0,176.0,3303.0,538.0,334.0,1036.0,,,,
9,2021-05-20,959,首钢股份,-5.46,761.0,5.0,5.35,5.62,5.35,5.54,474107.0,0.99,4.61,26035.48,877.77,223734.0,250373.0,0.89,3.55,-1.42,-5.81,4061.0,117.0,6.79,   1527万,0.05,5.86, -488.6万,  320.8万,  326.6万,   1368万,4061.0,0.855,51.377,-5.73,-8.31,-12.46,1.08,7.1,57.99,58.63,45.12,4186.0,355.0,3345.0,3372.0,3322.0,3348.0,3309.0,325.0,1605.0,973.0,774.0,224.0,361.0,300.0,3474.0,527.0,2049.0,4199.0,363.0,511.0,619.0,,907.0,801.0,,,,,364.0,397.0,1670.0,4184.0,4198.0,4078.0,1280.0,680.0,170.0,324.0,232.0,1168.0,937.0,721.0,738.0,,,,
