,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,开盘金额,开盘金额Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-07,600758,辽宁能源,-1.95,1209.0,2321.0,2027.0,2218.0,3.38,3.95,3.23,3.52,1261491.0,2.75,20.06,43342.72,614674.0,646817.0,0.95,8.98,-10.89,-1.3,4055.0,311.0,24.92,   1151万,0.25,2.66,  492.3万,  -2210万,   2273万,  596.3万,4055.0,0.818,60.327,-0.66,18.67,18.41,5.86,6.34,24.73,-25.19,-8.74,3187.0,217.0,135.0,471.0,424.0,3905.0,3755.0,3926.0,3867.0,89.0,82.0,15.0,457.0,88.0,95.0,,,,3458.0,416.0,86.0,,,410.0,1208.0,,,,,416.0,444.0,597.0,3181.0,67.0,95.0,731.0,1130.0,771.0,1928.0,2829.0,,,,,,,,
1,2021-05-10,600758,辽宁能源,5.68,169.0,1274.0,3063.0,7186.0,3.48,3.75,3.41,3.72,882557.0,1.36,9.66,31694.82,437751.0,444806.0,0.98,9.09,-0.8,5.42,3777.0,234.0,17.43,  358.2万,0.07,1.13,  143.3万,  331.5万,   -5.7万, -110.9万,3777.0,0.9490000000000001,65.321,5.75,13.27,24.44,11.18,13.89,32.83,-17.18,-3.72,255.0,997.0,247.0,359.0,151.0,3877.0,3828.0,3881.0,3823.0,158.0,822.0,169.0,623.0,144.0,175.0,2709.0,103.0,1466.0,271.0,567.0,167.0,120.0,,1121.0,1535.0,,,,,568.0,254.0,451.0,254.0,290.0,77.0,473.0,532.0,571.0,1587.0,2359.0,532.34,312.0,,,,,,
2,2021-05-11,600758,辽宁能源,-4.3,196.0,1962.0,1975.0,4067.0,3.58,3.64,3.49,3.56,568577.0,0.71,4.03,20256.92,313462.0,255115.0,1.23,2.01,-2.2,-4.71,3264.0,174.0,11.23,  -2046万,-0.44,-10.1, -393.8万, -903.9万, -497.1万, -250.8万,3264.0,0.804,58.93,-4.91,-0.08,19.45,9.18,6.76,25.92,-22.64,-8.27,4066.0,832.0,174.0,452.0,255.0,3862.0,3866.0,3871.0,3880.0,285.0,3075.0,1576.0,908.0,241.0,321.0,1143.0,2184.0,3383.0,4069.0,828.0,289.0,294.0,,3871.0,3098.0,,,,,828.0,520.0,823.0,4063.0,2677.0,125.0,496.0,1064.0,889.0,1825.0,2793.0,442.17,364.0,,,,,,
3,2021-05-12,600758,辽宁能源,3.93,921.0,35.0,1096.0,11587.0,3.51,3.75,3.51,3.7,607923.0,0.69,6.74,22292.31,287330.0,320593.0,0.9,5.41,-1.33,3.33,3376.0,180.0,12.01,   1247万,0.26,5.6,  411.9万, -422.6万,   1282万,  -24.1万,3376.0,0.946,62.397,3.5,4.14,11.66,13.89,15.44,27.97,-18.88,-5.22,437.0,279.0,1978.0,843.0,86.0,3893.0,3846.0,3881.0,3850.0,233.0,3068.0,498.0,804.0,232.0,225.0,2724.0,455.0,3160.0,431.0,727.0,234.0,263.0,,634.0,1499.0,,,,,727.0,271.0,684.0,434.0,703.0,389.0,400.0,454.0,951.0,1672.0,2512.0,76.9,1149.0,,,,,,
4,2021-05-13,600758,辽宁能源,-3.51,356.0,633.0,1100.0,1187.0,3.6,3.76,3.54,3.57,437960.0,0.49,5.95,15870.95,241900.0,196060.0,1.23,0.85,-5.05,-2.55,2910.0,151.0,8.65,  -1642万,-0.35,-10.34,    5.4万, -778.7万, -233.3万, -634.9万,2910.0,0.7659999999999999,57.539,-2.49,-4.04,0.79,12.87,11.7,29.55,-20.14,-7.44,3936.0,639.0,412.0,710.0,565.0,3895.0,3861.0,3898.0,3900.0,372.0,4137.0,579.0,1117.0,332.0,410.0,1703.0,2185.0,4066.0,3944.0,1033.0,346.0,440.0,,3564.0,2575.0,,,,,1034.0,626.0,983.0,3932.0,3855.0,2705.0,393.0,646.0,972.0,1771.0,2802.0,255.67,640.0,,,,,,
5,2021-05-14,600758,辽宁能源,-2.8,801.0,93.0,274.0,1710.0,3.57,3.62,3.42,3.47,336672.0,0.45,5.6,11772.53,185536.0,151136.0,1.23,1.46,-4.14,-4.58,2659.0,127.0,6.65,  -1195万,-0.26,-10.15,0,  -46.9万,  -1209万,   60.8万,2659.0,0.632,54.053000000000004,-5.16,-4.27,-3.71,14.51,-4.03,27.4,-26.12,-12.18,4126.0,318.0,1210.0,1659.0,632.0,3902.0,3904.0,3920.0,3924.0,537.0,4232.0,698.0,1471.0,469.0,603.0,982.0,2427.0,4045.0,4110.0,1332.0,494.0,631.0,,3606.0,3276.0,,,,,1332.0,1124.0,1697.0,4126.0,3861.0,3580.0,295.0,2497.0,1169.0,1979.0,3141.0,75.51,1175.0,,,,,,
6,2021-05-17,600758,辽宁能源,-4.03,820.0,174.0,1321.0,356.0,3.46,3.47,3.33,3.33,285322.0,0.5,4.03,9656.19,162916.0,122406.0,1.33,0.0,-4.03,-4.82,2269.0,126.0,5.64,  -1351万,-0.31,-13.99,0, -300.5万, -835.1万, -215.3万,2269.0,0.407,49.53,-5.49,-12.78,-14.34,7.9,-4.7,20.19,-33.99,-17.07,3846.0,332.0,1086.0,611.0,1278.0,3927.0,3935.0,3939.0,3945.0,611.0,4136.0,1565.0,1726.0,532.0,679.0,1766.0,3918.0,3738.0,3673.0,1722.0,417.0,793.0,,3115.0,2492.0,,,,,1722.0,1751.0,2019.0,3845.0,4196.0,4162.0,502.0,2122.0,1580.0,2153.0,3317.0,40.24,2075.0,,,,,,
7,2021-05-18,600758,辽宁能源,0.3,124.0,22.0,2060.0,2442.0,3.35,3.39,3.32,3.34,184456.0,0.41,2.1,6176.81,80561.0,103895.0,0.78,0.6,-1.47,-0.02,2453.0,75.0,3.64,  788.2万,0.18,12.76,0,  -13.7万,  -88.2万,  890.1万,2453.0,0.419,49.852,0.25,-10.34,-9.46,9.05,-2.99,23.9,-33.76,-16.87,2086.0,1127.0,2303.0,473.0,385.0,3929.0,3944.0,3933.0,3946.0,774.0,4138.0,2919.0,1995.0,903.0,695.0,3660.0,3614.0,2846.0,2364.0,1348.0,835.0,1129.0,,638.0,586.0,,,,,1348.0,1860.0,2086.0,2083.0,4116.0,4063.0,552.0,1807.0,1363.0,2149.0,3311.0,,,,,,,,
8,2021-05-20,600758,辽宁能源,-5.09,111.0,1220.0,4194.0,639.0,3.26,3.27,3.17,3.17,235341.0,0.8,2.99,7553.64,140515.0,94826.0,1.48,0.0,-3.06,-4.98,1935.0,122.0,4.65,  -1456万,-0.35,-19.28,0, -692.7万, -517.3万, -246.6万,1935.0,0.213,44.269,-5.36,-4.83,-15.08,-14.17,-3.81,27.23,-37.86,-21.06,4149.0,1208.0,228.0,230.0,948.0,3978.0,3981.0,3981.0,3994.0,713.0,2558.0,2048.0,1874.0,630.0,822.0,1181.0,4099.0,3570.0,4113.0,1876.0,473.0,985.0,,3476.0,3103.0,,,,,1876.0,2597.0,2702.0,4146.0,3942.0,4168.0,4157.0,1896.0,720.0,2403.0,3561.0,105.36,1086.0,,,,,,
9,2021-05-21,600758,辽宁能源,3.15,77.0,226.0,849.0,2170.0,3.16,3.3,3.15,3.27,221678.0,0.87,4.73,7206.11,82892.0,138786.0,0.6,3.81,-0.91,3.74,2127.0,104.0,4.38,   1821万,0.42,25.27,  189.8万, -139.5万,  855.6万,  914.7万,2127.0,0.34700000000000003,47.96100000000001,4.16,-1.07,-6.22,-9.87,-4.25,27.62,-33.15,-17.58,359.0,1467.0,754.0,874.0,399.0,3998.0,3979.0,3993.0,3976.0,680.0,1710.0,889.0,1844.0,924.0,532.0,4170.0,425.0,1228.0,381.0,1602.0,559.0,943.0,,261.0,117.0,,,,,1602.0,1984.0,2161.0,357.0,2993.0,3837.0,3945.0,2313.0,594.0,2249.0,3417.0,37.54,1637.0,,,,,,
