,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-06,567,海德股份,1.39,150.0,2.0,9.27,9.54,9.15,9.46,58846.0,0.93,4.18,5515.5,38.1,30283.0,28563.0,1.06,3.39,-0.84,2.97,1802.0,33.0,3.75, -151.8万,-0.03,-2.75,0,  155.1万,   20.6万, -327.5万,1848.0,0.08900000000000001,40.499,2.61,5.21,4.96,-5.46,5.9,12.21,-15.79,9.17,1299.0,1078.0,3772.0,2349.0,2334.0,2344.0,2320.0,1955.0,1778.0,1489.0,2126.0,1900.0,1946.0,1934.0,2190.0,754.0,1164.0,1021.0,1945.0,2121.0,1110.0,,2038.0,2043.0,,,,,1901.0,3059.0,2951.0,1296.0,543.0,615.0,2695.0,1226.0,1624.0,1493.0,1078.0,,,,,,,,,,
1,2021-05-10,567,海德股份,-0.83,32.0,18.0,9.63,9.66,9.41,9.51,46017.0,0.78,2.61,4381.62,18.97,28136.0,17881.0,1.57,1.06,-1.55,-0.72,1366.0,34.0,2.93, -973.5万,-0.16,-22.22,0, -185.2万, -381.2万, -407.1万,1366.0,0.45399999999999996,52.464,-0.76,4.49,7.1,2.19,3.14,22.87,-15.63,11.05,2921.0,2112.0,2612.0,2302.0,2331.0,2300.0,2324.0,2301.0,2816.0,2853.0,2494.0,2397.0,2136.0,2479.0,666.0,2729.0,2482.0,2783.0,2582.0,2112.0,1520.0,,3025.0,3602.0,,,,,2582.0,1439.0,1386.0,2923.0,1458.0,773.0,1408.0,1448.0,1018.0,1528.0,1092.0,34.0,341.0,2541.0,1351.0,,,,,,
2,2021-05-12,567,海德股份,2.46,15.0,2.0,9.28,9.61,9.28,9.58,40436.0,0.69,3.53,3825.47,11.51,16016.0,24420.0,0.66,3.23,-0.31,1.76,1475.0,27.0,2.57,  801.9万,0.13,20.96,0,   23.9万,  443.0万,  335.0万,1475.0,0.496,53.519,2.03,-1.08,4.22,4.45,-10.4,29.88,-15.6,10.84,803.0,2510.0,3776.0,2366.0,2357.0,2353.0,2339.0,2407.0,3068.0,1683.0,2616.0,2625.0,2672.0,2207.0,3872.0,1150.0,1202.0,817.0,2373.0,2414.0,1637.0,,1028.0,376.0,,,,,2373.0,1529.0,1587.0,800.0,3082.0,1722.0,1276.0,3538.0,859.0,1532.0,1115.0,159.0,474.0,1944.0,1250.0,,,,,,
3,2021-05-18,567,海德股份,-1.7,4.0,63.0,9.99,9.99,9.71,9.82,43016.0,0.73,2.8,4218.5,,28622.0,14394.0,1.99,1.13,-1.7,-1.66,1663.0,26.0,2.74,  -1394万,-0.22,-33.04,0, -227.0万, -568.9万, -597.8万,1663.0,0.57,55.923,-1.75,-1.07,1.75,7.93,-4.31,32.67,-19.18,10.79,3815.0,3453.0,1543.0,2278.0,2311.0,2308.0,2321.0,2286.0,2454.0,2143.0,2435.0,,1975.0,2628.0,184.0,2694.0,3084.0,3765.0,2134.0,2400.0,1519.0,,3427.0,4089.0,,,,,2134.0,1299.0,1244.0,3809.0,1054.0,807.0,640.0,2018.0,786.0,1504.0,978.0,172.0,149.0,1871.0,1806.0,,,,,,
4,2021-05-19,567,海德股份,-0.71,123.0,28.0,9.82,9.91,9.7,9.75,32516.0,0.56,2.14,3175.31,6.97,20943.0,11573.0,1.81,0.52,-1.61,-0.95,1281.0,25.0,2.07, -911.6万,-0.15,-28.71,0,0, -512.2万, -399.4万,1281.0,0.524,54.485,-0.42,-4.0,-0.76,3.55,-5.06,28.8,-19.78,10.3,2382.0,1117.0,2225.0,2317.0,2329.0,2311.0,2336.0,2625.0,3659.0,2768.0,2811.0,2982.0,2460.0,2794.0,672.0,2888.0,2428.0,2777.0,2561.0,2566.0,1989.0,,2595.0,3601.0,,,,,2561.0,1424.0,1358.0,2387.0,3254.0,1317.0,1270.0,1973.0,796.0,1548.0,998.0,144.0,436.0,1961.0,1155.0,,,,,,
5,2021-05-20,567,海德股份,1.85,5.0,93.0,9.73,9.97,9.55,9.93,46443.0,0.81,4.31,4536.07,3.89,23188.0,23255.0,1.0,3.98,-0.4,1.5,1488.0,31.0,2.96,   21.5万,0.0,0.47,0,  -55.6万,  -66.1万,  143.3万,1488.0,0.685,57.51,1.57,-0.63,0.1,2.49,-3.25,26.66,-16.82,12.05,618.0,3376.0,1353.0,2335.0,2312.0,2336.0,2297.0,2280.0,2500.0,1133.0,2454.0,3378.0,2393.0,2125.0,3014.0,435.0,426.0,679.0,2378.0,2240.0,1543.0,,1238.0,1234.0,,,,,2378.0,880.0,968.0,617.0,2186.0,957.0,1016.0,1806.0,742.0,1424.0,898.0,205.0,966.0,1715.0,715.0,,,,,,
6,2021-05-21,567,海德股份,-3.32,10.0,100.0,9.94,9.97,9.59,9.6,44281.0,0.79,3.83,4299.78,30.12,28360.0,15921.0,1.78,0.1,-3.71,-2.51,1605.0,28.0,2.82,  -1203万,-0.2,-27.98, -221.9万, -145.8万, -555.5万, -279.8万,1605.0,0.454,50.839,-2.32,-1.21,-4.75,-2.66,-1.41,20.29,-19.36,9.35,4095.0,2905.0,1208.0,2297.0,2322.0,2340.0,2358.0,2243.0,2143.0,1381.0,2420.0,1813.0,2016.0,2472.0,472.0,3989.0,3855.0,4080.0,2118.0,2357.0,1491.0,,3143.0,3821.0,,,,,2119.0,1558.0,1749.0,4094.0,3071.0,3532.0,2417.0,1738.0,905.0,1580.0,1095.0,387.0,35.0,1351.0,2387.0,,,,,,
7,2021-05-24,567,海德股份,2.4,7.0,6.0,9.59,9.86,9.52,9.83,34667.0,0.74,3.54,3371.46,26.08,14626.0,20041.0,0.73,3.26,-0.3,1.78,1372.0,25.0,2.21,  529.6万,0.08,15.71,0,  139.9万,  174.7万,  215.0万,1372.0,0.589,54.776,1.98,1.14,-1.03,0.1,2.36,19.43,-15.67,11.52,710.0,3242.0,3283.0,2359.0,2340.0,2353.0,2324.0,2587.0,2879.0,1686.0,2766.0,2146.0,2770.0,2357.0,3764.0,858.0,662.0,761.0,2471.0,2604.0,1973.0,,1111.0,510.0,,,,,2471.0,1225.0,1431.0,709.0,1647.0,3009.0,1573.0,1301.0,993.0,1410.0,994.0,69.0,250.0,2287.0,1569.0,,,,,,
8,2021-05-26,567,海德股份,-0.7,3.0,86.0,10.02,10.17,9.91,9.97,53266.0,1.22,2.59,5332.71,8.22,28584.0,24682.0,1.16,0.61,-1.97,-0.34,1781.0,30.0,3.39, -382.2万,-0.06,-7.17,0,  -39.5万,   44.8万, -387.5万,1781.0,0.7090000000000001,56.595,-0.74,0.22,-0.61,-1.4,3.25,16.15,-18.53,9.93,3401.0,3656.0,1511.0,2317.0,2336.0,2318.0,2346.0,2279.0,1522.0,2331.0,2467.0,3035.0,2215.0,2304.0,1552.0,3303.0,3078.0,3024.0,2200.0,2400.0,1493.0,,2489.0,2725.0,,,,,2200.0,998.0,1483.0,3399.0,977.0,1612.0,1349.0,1117.0,1053.0,1418.0,990.0,148.0,11.0,2563.0,3759.0,,,,,,
9,2021-05-27,567,海德股份,-1.2,1.0,62.0,10.01,10.01,9.77,9.85,48689.0,1.02,2.41,4801.93,2.9,31255.0,17434.0,1.79,0.82,-1.6,-1.9,1459.0,33.0,3.1,  -1358万,-0.22,-28.29,0, -202.8万, -696.0万, -459.5万,1459.0,0.596,54.047,-1.54,-3.34,-3.73,-3.77,3.82,14.37,-23.17,8.24,3840.0,4038.0,1702.0,2331.0,2369.0,2357.0,2368.0,2388.0,2048.0,2319.0,2616.0,3640.0,2140.0,2718.0,224.0,2841.0,3039.0,3883.0,2536.0,2334.0,1678.0,,3467.0,4081.0,,,,,2536.0,1540.0,2087.0,3844.0,3195.0,3669.0,1910.0,994.0,1049.0,1546.0,1086.0,123.0,166.0,2694.0,2288.0,,,,,,
