,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-06,300313,ST天山,-13.02,5.0,116.0,8.0,8.09,7.46,7.48,181739.0,2.87,7.33,13905.53,189.36,103112.0,78627.0,1.31,0.27,-7.54,-11.44,3093.0,59.0,19.12,  -1849万,-1.34,-13.3, -184.1万, -583.4万,  -1139万,   57.3万,3093.0,0.0,13.57,-11.81,-31.36,-45.48,-45.48,-47.38,-52.54,37.24,-62.77,4258.0,3333.0,1219.0,2604.0,2632.0,2713.0,2732.0,835.0,64.0,420.0,1201.0,753.0,744.0,905.0,1157.0,3814.0,4204.0,4258.0,936.0,1195.0,90.0,,4177.0,3090.0,,,,,933.0,4212.0,4249.0,4255.0,4252.0,4249.0,4233.0,4207.0,4138.0,517.0,4103.0,,,,,,,,,,
1,2021-05-07,300313,ST天山,20.05,1.0,273.0,7.65,8.98,7.5,8.98,274296.0,3.07,19.79,22946.87,,117847.0,156449.0,0.75,19.73,0.0,22.0,3391.0,81.0,28.86,   3296万,1.99,14.36,   1517万,  770.1万,  972.5万,   36.7万,3391.0,0.293,27.498,21.34,4.61,-33.31,-33.96,-36.31,-32.15,69.15,-54.64,5.0,3959.0,623.0,2702.0,2444.0,2705.0,2410.0,577.0,55.0,16.0,836.0,,678.0,510.0,,,,5.0,810.0,822.0,,,16.0,423.0,,,,,810.0,1875.0,4079.0,3.0,1158.0,4249.0,4235.0,4206.0,4112.0,292.0,4099.0,7156.0,0.0,142.0,4170.0,,,,,,
2,2021-05-10,300313,ST天山,7.91,6.0,128.0,8.85,10.58,8.51,9.69,305280.0,2.27,23.05,29740.72,262.67,157749.0,147531.0,1.07,13.87,-8.41,8.02,3575.0,85.0,32.11,  -1004万,-0.56,-3.38, -622.8万,  -1757万,  682.9万,  693.0万,3575.0,0.37,33.001999999999995,7.98,15.23,-10.07,-29.43,-32.57,-23.18,87.48,-51.31,153.0,3234.0,1228.0,2442.0,2172.0,2480.0,2299.0,535.0,162.0,4.0,661.0,551.0,502.0,543.0,2271.0,21.0,4246.0,150.0,680.0,814.0,23.0,,3955.0,1985.0,,,,,680.0,1680.0,3704.0,152.0,215.0,4089.0,4235.0,4198.0,4058.0,226.0,4095.0,73.0,0.0,2268.0,3013.0,,,,,,
3,2021-05-11,300313,ST天山,6.3,184.0,2.0,9.18,10.65,9.17,10.3,247965.0,1.28,15.27,24967.17,294.77,115759.0,132206.0,0.88,12.32,-3.29,5.94,3631.0,68.0,26.09,   1671万,0.88,6.69,  204.3万,  433.5万,  928.9万,  104.9万,3632.0,0.489,37.399,5.68,38.45,18.99,-26.72,-29.64,-15.73,100.14,-49.1,135.0,860.0,3814.0,2376.0,2176.0,2350.0,2206.0,657.0,819.0,35.0,760.0,524.0,693.0,623.0,2970.0,30.0,3837.0,135.0,599.0,1085.0,60.0,,95.0,1244.0,,,,,598.0,1387.0,3513.0,132.0,8.0,131.0,4227.0,4192.0,3950.0,172.0,4095.0,0.0,21.0,3185.0,2568.0,,,,,,
4,2021-05-12,300313,ST天山,-5.92,158.0,2.0,10.05,10.33,9.6,9.69,171040.0,0.71,7.09,16831.59,81.61,97271.0,73769.0,1.32,0.94,-6.2,-6.62,3342.0,51.0,17.99,  -2291万,-1.28,-13.61,0, -258.2万,  -1264万, -768.2万,3342.0,0.324,34.93,-6.35,6.94,14.22,-29.41,-34.62,-32.71,88.43,-52.31,4252.0,926.0,3776.0,2245.0,2238.0,2294.0,2319.0,871.0,2946.0,451.0,1006.0,1111.0,762.0,1003.0,822.0,3716.0,4229.0,4252.0,755.0,1465.0,126.0,,4187.0,3430.0,,,,,755.0,2176.0,3857.0,4248.0,358.0,273.0,4238.0,4208.0,4127.0,223.0,4098.0,44.0,0.0,2530.0,3046.0,,,,,,
5,2021-05-13,300313,ST天山,1.14,2.0,57.0,9.55,10.24,9.39,9.8,140324.0,0.59,8.77,13902.78,47.85,66941.0,73383.0,0.91,4.37,-4.3,2.18,2876.0,49.0,14.76,  642.3万,0.36,4.62,0,  370.9万,  274.5万,   -3.1万,2879.0,0.373,35.754,2.16,1.12,32.36,-27.33,-31.16,-24.62,95.64,-50.82,768.0,3776.0,1781.0,2331.0,2268.0,2347.0,2312.0,1111.0,3874.0,237.0,1237.0,1775.0,1187.0,1024.0,3277.0,353.0,3925.0,754.0,1058.0,1567.0,193.0,,278.0,1002.0,,,,,1056.0,1863.0,3743.0,765.0,1913.0,30.0,4243.0,4205.0,4115.0,185.0,4102.0,9.0,0.0,2928.0,3070.0,,,,,,
6,2021-05-14,300313,ST天山,-4.9,196.0,13.0,9.63,9.82,9.11,9.32,128129.0,0.56,7.24,12017.2,37.75,73413.0,54716.0,1.34,2.31,-5.09,-6.99,2776.0,46.0,13.48,  -1752万,-1.02,-14.58,0, -358.6万, -985.9万, -407.6万,2776.0,0.225,33.746,-7.25,-11.26,1.49,-33.1,-37.64,-28.44,75.15,-55.28,4236.0,919.0,2606.0,2338.0,2343.0,2404.0,2395.0,1321.0,4047.0,404.0,1450.0,1699.0,1141.0,1466.0,632.0,1437.0,4141.0,4241.0,1239.0,1758.0,215.0,,4138.0,3641.0,,,,,1239.0,2897.0,4082.0,4236.0,4248.0,1403.0,4250.0,4218.0,4130.0,262.0,4103.0,3.0,0.0,3191.0,3100.0,,,,,,
7,2021-05-17,300313,ST天山,-19.1,10.0,79.0,8.8,8.81,7.46,7.54,106778.0,0.54,14.48,8265.24,13.2,51732.0,55046.0,0.94,1.07,-14.42,-20.84,2647.0,40.0,11.23,  218.0万,0.16,2.64,0, -159.8万,  183.5万,  194.4万,2648.0,0.002,27.566,-20.55,-24.97,-26.05,-33.23,-51.74,-38.49,35.04,-64.88,4275.0,2992.0,1599.0,2509.0,2536.0,2760.0,2766.0,1487.0,4067.0,48.0,1887.0,3070.0,1628.0,1351.0,3313.0,1835.0,4271.0,4275.0,1383.0,1961.0,296.0,,534.0,994.0,,,,,1383.0,4241.0,4207.0,4273.0,4274.0,4260.0,4249.0,4228.0,4152.0,481.0,4108.0,0.0,1.0,3257.0,3106.0,,,,,,
8,2021-05-19,300313,ST天山,0.13,234.0,50.0,7.81,8.1,7.8,7.81,57564.0,0.48,3.85,4553.46,6.4,35360.0,22204.0,1.59,0.13,-3.58,-0.11,1669.0,34.0,6.06,  -1037万,-0.72,-22.78,0, -141.9万, -490.1万, -405.5万,1669.0,0.063,29.676,0.42,-17.41,-21.93,-10.14,-47.6,-35.58,34.68,-63.39,1473.0,773.0,1783.0,2716.0,2678.0,2684.0,2714.0,1930.0,4024.0,1224.0,2390.0,3029.0,1820.0,2069.0,1091.0,3945.0,3923.0,1836.0,2067.0,2058.0,648.0,,3975.0,3181.0,,,,,2067.0,3745.0,4165.0,1475.0,4258.0,4254.0,4029.0,4221.0,4150.0,503.0,4101.0,0.0,0.0,3293.0,3081.0,,,,,,
9,2021-05-20,300313,ST天山,-3.59,241.0,3.0,7.9,7.98,7.48,7.53,58061.0,0.59,6.4,4400.73,15.88,36891.0,21170.0,1.74,0.67,-5.64,-3.93,1673.0,35.0,6.11,  -1184万,-0.85,-26.89,0, -166.5万, -588.8万, -428.2万,1673.0,0.002,28.674,-3.86,-0.16,-27.04,-1.81,-47.59,-39.62,20.11,-64.95,3940.0,771.0,3635.0,2687.0,2700.0,2750.0,2770.0,2020.0,3735.0,466.0,2482.0,2498.0,1859.0,2229.0,623.0,2757.0,4169.0,3969.0,2161.0,2082.0,706.0,,4019.0,3665.0,,,,,2161.0,4247.0,4186.0,3937.0,1864.0,4274.0,2079.0,4235.0,4162.0,633.0,4113.0,30.0,0.0,2614.0,3152.0,,,,,,
10,2021-05-21,300313,ST天山,0.93,10.0,34.0,7.52,7.93,7.52,7.6,59594.0,0.73,5.44,4598.3,16.32,28575.0,31019.0,0.92,1.06,-4.16,1.74,1591.0,37.0,6.27,  192.1万,0.14,4.18,0,0,  262.9万,  -70.7万,1591.0,0.011,29.317,1.94,-1.53,-18.92,-18.13,-46.56,-43.65,25.59,-63.63,1137.0,2905.0,2021.0,2773.0,2726.0,2759.0,2771.0,1897.0,2518.0,642.0,2332.0,2310.0,2006.0,1765.0,3179.0,1900.0,3976.0,1082.0,2134.0,1945.0,607.0,,666.0,1105.0,,,,,2134.0,4164.0,4186.0,1134.0,3225.0,4265.0,4215.0,4237.0,4162.0,594.0,4112.0,0.0,0.0,3249.0,3127.0,,,,,,
