,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-06,600848,上海临港,-1.07,10.0,1339.0,20.4,20.83,20.2,20.36,50371.0,1.07,3.06,10331.67,54.26,26603.0,23768.0,1.12,0.79,-2.26,-0.91,2074.0,24.0,0.87, -564.4万,-0.02,-5.46,  227.1万, -456.7万, -126.1万, -208.7万,2074.0,0.26,62.198,0.15,2.03,1.26,5.67,12.66,12.65,-24.73,4.58,3176.0,2913.0,206.0,1177.0,1181.0,1163.0,1176.0,2137.0,1292.0,2327.0,1492.0,1599.0,2112.0,2138.0,1913.0,2987.0,3055.0,3490.0,1675.0,2599.0,3605.0,,1905.0,2323.0,,,,,1671.0,2081.0,570.0,3170.0,1318.0,1318.0,670.0,640.0,1578.0,1850.0,1401.0,,,,,,,,,,
1,2021-05-07,600848,上海临港,-7.22,10.0,461.0,20.36,20.36,18.75,18.89,82725.0,1.74,7.91,16082.5,,52397.0,30328.0,1.73,0.75,-7.22,-6.57,2772.0,30.0,1.42,  -4294万,-0.19,-26.7,0, -821.8万,  -2572万, -900.6万,2772.0,0.067,43.353,-5.93,-5.31,-3.6,-4.54,5.36,8.85,-32.05,-1.51,4187.0,2837.0,419.0,1178.0,1201.0,1251.0,1261.0,1626.0,370.0,349.0,1114.0,,1389.0,1876.0,,,,4207.0,1210.0,2275.0,,,2869.0,3699.0,,,,,1210.0,3247.0,2463.0,4185.0,3994.0,3370.0,2790.0,1246.0,2259.0,2287.0,2096.0,39.0,45.0,3169.0,2883.0,,,,,,
2,2021-05-10,600848,上海临港,1.75,121.0,14.0,19.29,19.38,19.0,19.22,32447.0,0.59,2.01,6215.36,82.18,15554.0,16893.0,0.92,1.16,-0.83,1.48,1948.0,17.0,0.56,  262.2万,0.01,4.22,0, -122.4万,   82.8万,  301.8万,1948.0,0.105,47.218999999999994,1.82,-4.05,-2.28,-4.61,6.24,12.19,-31.46,0.2,1083.0,1179.0,2776.0,1235.0,1254.0,1227.0,1237.0,2704.0,3725.0,3450.0,2080.0,1194.0,2808.0,2534.0,2986.0,2591.0,1513.0,1194.0,1887.0,3126.0,4085.0,,1505.0,1263.0,,,,,1887.0,2983.0,1964.0,1083.0,3820.0,3099.0,2947.0,1090.0,2032.0,2296.0,1943.0,1.0,48.0,3177.0,2238.0,,,,,,
3,2021-05-11,600848,上海临港,9.99,24.0,92.0,19.4,21.14,19.39,21.14,224982.0,4.04,9.11,46635.72,84.2,93704.0,131278.0,0.71,9.03,0.0,9.59,3059.0,74.0,3.87,   7692万,0.3,16.49,   4351万,   2368万,   2128万,  -1155万,3059.0,0.373,63.029,9.38,4.58,5.06,6.16,16.7,23.88,-22.8,9.21,54.0,2185.0,1384.0,1222.0,1144.0,1201.0,1130.0,717.0,34.0,231.0,377.0,1235.0,848.0,630.0,3795.0,86.0,1.0,59.0,953.0,976.0,1107.0,,407.0,486.0,,,,,953.0,1759.0,514.0,50.0,729.0,1230.0,746.0,391.0,1021.0,1831.0,1164.0,8540.0,0.0,134.0,3049.0,,,,,,
4,2021-05-12,600848,上海临港,3.5,148.0,18.0,21.33,21.88,20.8,21.88,223533.0,2.44,5.11,47887.4,969.45,91930.0,131603.0,0.7,5.19,0.0,2.89,3844.0,58.0,3.85,   8595万,0.32,17.95,   3377万,   2649万,   1201万,   1368万,3844.0,0.469,67.117,3.07,14.86,7.86,9.29,20.37,30.49,-18.31,12.49,514.0,963.0,2527.0,1116.0,1123.0,1123.0,1116.0,693.0,132.0,858.0,367.0,151.0,806.0,611.0,3734.0,503.0,1.0,504.0,441.0,1260.0,1091.0,,503.0,519.0,,,,,441.0,1611.0,373.0,511.0,83.0,780.0,668.0,303.0,832.0,1640.0,1019.0,105.0,6.0,2162.0,2832.0,,,,,,
5,2021-05-13,600848,上海临港,3.15,5.0,67.0,21.54,22.58,21.15,22.57,201597.0,1.64,6.54,44308.79,225.74,98483.0,103114.0,0.96,6.71,-0.04,4.11,3784.0,53.0,3.47,   1151万,0.04,2.6,   2082万,   1263万,  -1286万, -908.3万,3784.0,0.56,70.404,4.18,17.42,12.2,13.56,22.15,34.96,-12.2,16.93,321.0,3336.0,1655.0,1122.0,1099.0,1123.0,1075.0,814.0,463.0,463.0,410.0,705.0,861.0,785.0,3045.0,136.0,125.0,325.0,495.0,1454.0,1294.0,,1037.0,1175.0,,,,,495.0,1217.0,199.0,316.0,53.0,264.0,356.0,289.0,689.0,1444.0,828.0,158.0,1694.0,1871.0,440.0,,,,,,
6,2021-05-14,600848,上海临港,-1.86,8.0,485.0,22.45,22.63,21.81,22.15,115626.0,0.76,3.63,25730.25,247.17,59816.0,55810.0,1.07,1.56,-2.12,-3.63,3380.0,34.0,1.99, -880.0万,-0.03,-3.42,  -55.6万, -808.9万,   32.4万,  -47.9万,3380.0,0.51,66.075,-4.22,3.04,14.97,10.47,17.98,28.28,-18.31,12.57,4001.0,3188.0,440.0,1088.0,1105.0,1107.0,1113.0,1420.0,3241.0,1577.0,809.0,487.0,1369.0,1451.0,1686.0,2300.0,3413.0,3960.0,836.0,2191.0,2402.0,,2479.0,2582.0,,,,,836.0,1544.0,420.0,4001.0,694.0,128.0,488.0,362.0,1103.0,1616.0,983.0,214.0,4.0,1808.0,2966.0,,,,,,
7,2021-05-17,600848,上海临港,-0.45,15.0,357.0,21.97,22.36,21.4,22.05,96914.0,0.61,4.33,21254.55,136.21,44765.0,52149.0,0.86,3.04,-1.39,-1.23,3047.0,32.0,1.67,   1623万,0.06,7.63,  603.3万, -268.3万,  970.1万,  317.6万,3047.0,0.494,65.04899999999999,-1.91,-2.01,10.87,7.98,16.19,27.68,-24.27,10.64,1657.0,2745.0,698.0,1116.0,1119.0,1121.0,1110.0,1594.0,3911.0,1370.0,953.0,1062.0,1787.0,1411.0,3649.0,736.0,1297.0,1373.0,1076.0,2285.0,2841.0,,817.0,617.0,,,,,1077.0,1446.0,383.0,1658.0,1495.0,134.0,496.0,341.0,963.0,1694.0,954.0,4.0,59.0,3066.0,2256.0,,,,,,
8,2021-05-19,600848,上海临港,-2.53,182.0,36.0,21.8,21.98,21.2,21.2,71703.0,0.51,3.59,15420.81,81.75,39778.0,31925.0,1.25,0.0,-3.55,-2.02,2440.0,29.0,1.23,  -1669万,-0.06,-10.82, -408.1万, -151.1万, -334.0万, -775.7万,2440.0,0.358,56.607,-2.23,-5.5,-5.64,2.06,3.46,21.33,-27.36,6.64,3865.0,911.0,2034.0,1132.0,1149.0,1144.0,1165.0,1697.0,3900.0,1370.0,1100.0,1130.0,1682.0,1661.0,2132.0,4089.0,3919.0,3634.0,1323.0,2293.0,2919.0,,1749.0,2120.0,,,,,1323.0,2036.0,1093.0,3863.0,3752.0,3368.0,1604.0,902.0,1291.0,1888.0,1206.0,259.0,6.0,1631.0,2863.0,,,,,,
9,2021-05-20,600848,上海临港,1.27,231.0,5.0,21.26,21.76,21.21,21.47,82190.0,0.74,2.59,17657.74,257.25,42637.0,39553.0,1.08,1.23,-1.33,1.39,2849.0,29.0,1.41, -641.8万,-0.02,-3.63, -149.4万,  -91.1万, -262.1万, -139.2万,2849.0,0.4,58.497,1.0,-2.66,-8.75,2.98,8.94,20.19,-25.54,7.72,799.0,792.0,3345.0,1160.0,1161.0,1140.0,1152.0,1628.0,2921.0,2468.0,1050.0,624.0,1683.0,1539.0,2655.0,1898.0,1921.0,713.0,1082.0,2349.0,2787.0,,1416.0,1610.0,,,,,1082.0,1765.0,871.0,797.0,3428.0,3745.0,937.0,596.0,1117.0,1786.0,1112.0,659.0,12.0,1045.0,2769.0,,,,,,
