,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-06,2925,盈趣科技,2.09,1.0,1.0,40.55,41.95,40.03,41.53,38254.0,1.03,4.72,15832.7,39.33,15637.0,22617.0,0.69,3.75,-1.0,3.67,3092.0,12.0,1.67,   2906万,0.1,18.36,  250.5万,  444.3万,   2483万, -271.0万,851.0,0.524,59.77,3.31,1.57,2.56,4.08,14.31,9.13,6.94,14.37,928.0,3982.0,4012.0,522.0,510.0,508.0,497.0,2463.0,1419.0,1153.0,1097.0,1864.0,2725.0,2191.0,3849.0,638.0,1426.0,728.0,937.0,3556.0,2443.0,,939.0,403.0,,,,,3278.0,1196.0,732.0,926.0,1524.0,1030.0,816.0,544.0,1991.0,904.0,817.0,,,,,,,,,,
1,2021-05-07,2925,盈趣科技,-2.79,10.0,50.0,40.03,41.36,39.56,40.37,35447.0,1.05,4.33,14391.41,,19921.0,15526.0,1.28,2.05,-2.39,-0.85,2500.0,14.0,1.55,  -1763万,-0.06,-12.25, -242.6万, -339.9万,  -1214万,   33.7万,2500.0,0.8320000000000001,57.215,-1.51,3.13,-1.5,2.87,10.95,9.62,6.09,12.51,3509.0,2837.0,1653.0,522.0,514.0,513.0,508.0,2564.0,1512.0,1394.0,1204.0,,2546.0,2557.0,,,,3267.0,1407.0,3355.0,,,1945.0,2595.0,,,,,1407.0,415.0,841.0,3508.0,1765.0,2833.0,1112.0,696.0,2160.0,902.0,947.0,28.0,55.0,3354.0,2757.0,,,,,,
2,2021-05-10,2925,盈趣科技,0.87,1.0,54.0,40.66,40.9,38.96,40.72,32672.0,1.06,4.81,13082.98,97.3,17851.0,14821.0,1.2,4.52,-0.44,0.98,2542.0,13.0,1.43,  -1163万,-0.04,-8.89,0, -549.5万, -156.2万, -457.6万,2542.0,0.8809999999999999,58.886,0.94,2.66,0.95,4.09,12.29,8.44,10.05,13.52,1549.0,3941.0,1804.0,509.0,516.0,516.0,502.0,2693.0,1580.0,1117.0,1283.0,1092.0,2665.0,2686.0,1699.0,581.0,879.0,1448.0,1356.0,3452.0,2834.0,,2000.0,2531.0,,,,,1356.0,426.0,839.0,1548.0,2118.0,2233.0,1099.0,614.0,2467.0,849.0,957.0,1.0,82.0,3177.0,2025.0,,,,,,
3,2021-05-11,2925,盈趣科技,-0.88,71.0,41.0,40.25,40.55,39.6,40.36,22978.0,0.73,2.33,9211.58,54.38,9707.0,13271.0,0.73,1.92,-0.47,-1.23,2513.0,9.0,1.0,   1441万,0.05,15.64,  484.9万,  550.3万, -182.6万,  588.1万,2513.0,0.833,56.444,-1.5,-2.07,2.58,3.07,10.01,8.23,8.07,11.96,3196.0,1471.0,1952.0,504.0,511.0,501.0,503.0,3018.0,2960.0,3163.0,1620.0,1565.0,3167.0,2849.0,3733.0,2296.0,1253.0,3185.0,1346.0,3812.0,3354.0,,1356.0,530.0,,,,,1346.0,456.0,1034.0,3198.0,3361.0,2097.0,1131.0,761.0,2625.0,878.0,998.0,2.0,25.0,3078.0,2523.0,,,,,,
4,2021-05-12,2925,盈趣科技,3.89,22.0,2.0,40.06,41.93,39.93,41.93,38137.0,1.21,4.96,15754.55,15.62,14818.0,23319.0,0.64,5.01,0.0,3.19,2634.0,14.0,1.67,   3523万,0.12,22.36, -425.4万,  548.2万,   2323万,   1077万,2634.0,0.992,63.544,3.46,2.89,4.61,6.39,11.66,10.04,13.23,15.76,448.0,2235.0,3776.0,505.0,495.0,499.0,488.0,2468.0,885.0,913.0,1057.0,2374.0,2775.0,2264.0,3942.0,534.0,1.0,455.0,1212.0,3317.0,2354.0,,1080.0,305.0,,,,,1212.0,98.0,601.0,444.0,966.0,1585.0,975.0,602.0,2655.0,812.0,870.0,29.0,124.0,2663.0,1961.0,,,,,,
5,2021-05-13,2925,盈趣科技,-0.57,14.0,11.0,41.62,42.38,41.09,41.69,18716.0,0.56,3.08,7789.19,15.82,9768.0,8948.0,1.09,1.46,-1.63,0.47,2032.0,9.0,0.82, -332.0万,-0.01,-4.26, -255.7万,  -71.0万, -405.9万,  400.6万,2032.0,0.98,61.883,0.45,2.37,1.73,4.29,14.54,13.54,13.77,16.11,2108.0,2705.0,2999.0,490.0,494.0,488.0,491.0,3257.0,3972.0,2093.0,1838.0,2752.0,3261.0,3194.0,2412.0,1446.0,1943.0,2075.0,1776.0,3853.0,3713.0,,1461.0,1850.0,,,,,1776.0,75.0,613.0,2107.0,1244.0,2279.0,1304.0,506.0,2494.0,813.0,858.0,69.0,64.0,2307.0,2140.0,,,,,,
6,2021-05-14,2925,盈趣科技,-1.63,1.0,47.0,42.23,42.23,40.39,41.01,23994.0,0.81,4.41,9855.06,141.05,14243.0,9751.0,1.46,1.54,-2.89,-3.72,2563.0,9.0,1.05,  -1840万,-0.06,-18.67,  205.0万,  -69.4万,  -1007万, -968.2万,2563.0,0.902,57.313,-3.99,-0.13,-0.71,-2.21,6.84,13.91,8.32,12.03,3956.0,4017.0,1663.0,479.0,500.0,502.0,511.0,3095.0,3004.0,1144.0,1667.0,792.0,2932.0,3263.0,401.0,2327.0,3778.0,3990.0,1420.0,3866.0,3573.0,,2754.0,3874.0,,,,,1420.0,308.0,1235.0,3957.0,1978.0,2380.0,2922.0,926.0,2527.0,864.0,1007.0,128.0,11.0,2087.0,2805.0,,,,,,
7,2021-05-17,2925,盈趣科技,4.58,2.0,2.0,40.74,42.92,40.41,42.89,47693.0,1.74,6.12,20198.2,8.15,17979.0,29714.0,0.61,6.14,-0.07,2.84,3051.0,16.0,2.08,   4979万,0.16,24.65,  834.6万,   1329万,   2139万,  675.8万,3051.0,0.997,65.007,3.13,-0.49,1.47,2.44,6.13,11.52,11.85,15.65,211.0,3838.0,3841.0,515.0,501.0,509.0,484.0,2424.0,431.0,652.0,994.0,3421.0,2862.0,1982.0,4183.0,206.0,95.0,256.0,1071.0,3290.0,2430.0,,534.0,93.0,,,,,1071.0,31.0,385.0,208.0,976.0,781.0,1180.0,775.0,2544.0,745.0,751.0,138.0,569.0,1920.0,1008.0,,,,,,
8,2021-05-19,2925,盈趣科技,-1.07,34.0,12.0,42.69,43.08,41.7,42.51,17555.0,0.57,3.21,7446.09,28.6,9310.0,8245.0,1.13,1.94,-1.32,-1.3,1889.0,9.0,0.77, -438.4万,-0.01,-5.89,0,  224.4万, -425.8万, -237.1万,1889.0,0.986,62.142,-0.78,2.45,-1.15,3.55,4.68,14.83,7.94,14.87,2780.0,1996.0,2816.0,487.0,496.0,494.0,493.0,3259.0,3605.0,1631.0,1833.0,1926.0,3303.0,3161.0,2603.0,1166.0,2016.0,3109.0,1825.0,3856.0,3642.0,,1197.0,1653.0,,,,,1825.0,85.0,590.0,2786.0,598.0,1446.0,1270.0,825.0,1949.0,841.0,802.0,6.0,38.0,3028.0,2414.0,,,,,,
9,2021-05-20,2925,盈趣科技,0.28,33.0,5.0,42.55,43.36,42.41,42.63,26467.0,0.99,2.23,11359.87,25.1,12972.0,13495.0,0.96,0.52,-1.68,-0.07,3485.0,8.0,1.16,  265.8万,0.01,2.34,  553.2万,  128.4万,  435.5万, -851.3万,3485.0,0.981,62.648,0.01,-0.63,-1.62,0.17,4.36,16.19,6.82,14.92,1345.0,2076.0,3345.0,492.0,493.0,488.0,495.0,2898.0,1605.0,2887.0,1446.0,2113.0,3006.0,2725.0,3169.0,3088.0,2407.0,1556.0,694.0,3976.0,3148.0,,1144.0,1081.0,,,,,694.0,95.0,534.0,1340.0,2186.0,1294.0,1459.0,861.0,1433.0,834.0,779.0,5.0,130.0,3112.0,1862.0,,,,,,
10,2021-05-21,2925,盈趣科技,-2.02,1.0,10.0,42.65,43.02,41.5,41.77,21617.0,0.76,3.57,9064.6,57.58,11897.0,9720.0,1.22,0.65,-2.91,-1.21,2103.0,10.0,0.94, -895.4万,-0.03,-9.88,0, -403.4万, -679.3万,  187.3万,2103.0,0.948,56.783,-1.01,-1.76,1.39,0.7,3.66,18.37,9.61,13.61,3691.0,4000.0,2914.0,492.0,499.0,502.0,505.0,3037.0,2308.0,1563.0,1603.0,1323.0,3001.0,3008.0,1850.0,2574.0,3454.0,3644.0,1624.0,3777.0,3336.0,,1773.0,2437.0,,,,,1624.0,166.0,1000.0,3688.0,3341.0,965.0,1409.0,1049.0,1030.0,824.0,893.0,10.0,24.0,2872.0,2496.0,,,,,,
