,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-13,688565,N力源,176.9,90.0,102.0,0.0,30.0,19.99,28.4,19.0,26.0,173185.0,0.0,100.11,38279.54,1621.66,88247.0,84938.0,1.04,36.84,-8.45,177.85,3696.0,47.0,71.16, -634.0万,-1.0,-1.66,  -86.5万,  254.2万,  745.8万,  -1548万,3703.0,0.872,,,,,,,,,,2.0,1422.0,1360.0,3246.0,2418.0,1207.0,854.0,1254.0,914.0,937.0,4278.0,1.0,482.0,118.0,948.0,927.0,2673.0,1.0,4248.0,2.0,543.0,1623.0,3.0,,4082.0,1566.0,,,,,539.0,340.0,,,,,,,,,,,,,,,
1,2021-05-14,688565,力源科技,-16.15,161.0,10.0,2.0,0.0,23.06,25.33,21.8,21.8,137776.0,0.8,13.58,31960.49,1132.06,80813.0,56963.0,1.42,0.0,-13.94,-17.93,3311.0,42.0,56.61,  -5439万,-10.25,-17.02,  221.2万,  -1308万,  -3338万,  -1014万,3312.0,0.062,0.0,-18.51,,,,,,,,4279.0,1014.0,2773.0,3235.0,3100.0,1043.0,961.0,1108.0,1125.0,1238.0,3053.0,44.0,658.0,109.0,1063.0,1439.0,465.0,4238.0,4278.0,4279.0,886.0,1892.0,5.0,,4279.0,3784.0,,,,,886.0,4064.0,4275.0,4279.0,,,,,,,,,,,,,
2,2021-05-17,688565,力源科技,-15.14,213.0,16.0,0.0,2.0,20.23,20.74,18.1,18.5,102805.0,0.66,12.11,19969.38,406.41,61767.0,41038.0,1.51,2.21,-10.8,-15.92,2637.0,39.0,42.24,  -3983万,-8.85,-19.95, -197.7万, -967.7万,  -2352万, -466.5万,2639.0,0.021,0.0,-16.59,,,,,,,,4268.0,909.0,2762.0,3257.0,3056.0,1213.0,1208.0,1320.0,1317.0,1534.0,3762.0,99.0,1001.0,448.0,1425.0,1649.0,1195.0,1019.0,4246.0,4268.0,1390.0,2007.0,8.0,,4281.0,3053.0,,,,,1389.0,4119.0,4276.0,4266.0,,,,,,,,,,,,,
3,2021-05-18,688565,力源科技,0.54,39.0,27.0,0.0,0.0,18.6,19.4,18.2,18.6,63543.0,0.46,6.49,11997.46,,35723.0,27820.0,1.28,2.2,-4.12,0.22,2058.0,31.0,26.11,  -1473万,-3.25,-12.27,0, -100.1万, -640.2万, -732.3万,2058.0,0.08800000000000001,1.474,0.49,-32.36,,,,,,,1790.0,1940.0,2165.0,3281.0,3068.0,1310.0,1279.0,1318.0,1323.0,1794.0,4001.0,481.0,1309.0,,1703.0,1878.0,1338.0,1451.0,4108.0,2053.0,1722.0,2150.0,42.0,,4263.0,2932.0,,,,,1722.0,3663.0,4271.0,1787.0,4273.0,,,,,,,,,,,,
4,2021-05-19,688565,力源科技,-2.9,18.0,18.0,0.0,0.0,18.6,19.25,17.97,18.06,61528.0,0.52,6.88,11323.24,145.44,37164.0,24364.0,1.53,0.5,-6.18,-2.39,1813.0,34.0,25.28,  -2347万,-5.34,-20.73,    3.4万, -873.3万,  -1058万, -418.8万,1813.0,0.002,1.357,-2.61,-18.36,,,,,,,4000.0,2482.0,2576.0,3293.0,3081.0,1315.0,1289.0,1345.0,1358.0,1865.0,3859.0,376.0,1388.0,754.0,1767.0,1966.0,1226.0,2926.0,4220.0,3833.0,1916.0,2058.0,56.0,,4275.0,3028.0,,,,,1916.0,4246.0,4276.0,4000.0,4263.0,,,,,,,,,,,,
5,2021-05-20,688565,力源科技,-2.33,39.0,49.0,6.0,0.0,18.02,18.28,17.6,17.64,36374.0,0.34,3.77,6477.24,49.12,20732.0,15642.0,1.33,0.23,-3.5,-2.21,1430.0,25.0,14.95, -901.8万,-2.1,-13.92,0,   69.2万, -566.8万, -404.2万,1430.0,0.0,1.273,-2.6,-4.68,-36.03,,,,,,3583.0,1966.0,1806.0,3074.0,3152.0,1358.0,1367.0,1372.0,1387.0,2550.0,4271.0,1445.0,2020.0,1585.0,2509.0,2564.0,1680.0,3765.0,3741.0,3447.0,2460.0,2576.0,191.0,,4233.0,2593.0,,,,,2460.0,4275.0,4288.0,3581.0,3924.0,4283.0,,,,,,,,,,,
6,2021-05-21,688565,力源科技,0.28,2.0,12.0,0.0,0.0,18.02,18.14,17.62,17.69,27958.0,0.35,2.95,4961.61,78.58,16863.0,11095.0,1.52,0.4,-2.48,0.86,1038.0,27.0,11.49,  -1017万,-2.36,-20.51,0,  -22.2万, -609.4万, -385.8万,1039.0,0.01,2.052,1.29,-3.86,-19.31,,,,,,1775.0,3790.0,2790.0,3249.0,3127.0,1355.0,1372.0,1366.0,1390.0,2723.0,4242.0,2037.0,2251.0,1095.0,2601.0,2879.0,920.0,3133.0,3139.0,1912.0,2928.0,2429.0,274.0,,4250.0,3368.0,,,,,2927.0,4172.0,4288.0,1768.0,3938.0,4266.0,,,,,,,,,,,
7,2021-05-24,688565,力源科技,0.73,122.0,118.0,0.0,0.0,18.17,18.28,17.7,17.82,25913.0,0.44,3.28,4650.76,203.1,15417.0,10496.0,1.47,0.68,-2.52,0.43,927.0,28.0,10.65, -876.0万,-2.02,-18.84,0,  -33.6万, -464.1万, -378.4万,927.0,0.064,4.169,0.32,-1.01,-3.11,,,,,,1786.0,1176.0,1136.0,3235.0,3079.0,1340.0,1362.0,1356.0,1380.0,2886.0,4202.0,1882.0,2411.0,664.0,2709.0,3043.0,669.0,3341.0,3551.0,1612.0,3162.0,2429.0,292.0,,4241.0,3604.0,,,,,3162.0,3853.0,4285.0,1778.0,3011.0,3696.0,,,,,,,,,,,
8,2021-05-26,688565,力源科技,0.87,12.0,59.0,118.0,141.0,17.34,17.58,17.2,17.49,27802.0,0.73,2.19,4848.57,30.14,13049.0,14753.0,0.88,1.69,-0.51,0.53,1014.0,27.0,11.42,  299.2万,0.7,6.17,0,  212.8万,  125.4万,  -39.0万,1014.0,0.201,6.3329999999999975,0.83,-4.76,-6.02,,,,,,1560.0,2796.0,1783.0,2719.0,2426.0,1440.0,1458.0,1437.0,1435.0,2989.0,3526.0,2811.0,2580.0,2050.0,3084.0,2864.0,3101.0,1599.0,918.0,2071.0,3215.0,2590.0,319.0,,200.0,1208.0,,,,,3215.0,3392.0,4295.0,1558.0,3710.0,3865.0,,,,,,,,,,,
9,2021-05-27,688565,力源科技,2.17,22.0,115.0,121.0,50.0,17.59,18.14,17.45,17.87,48442.0,1.54,3.95,8665.59,39.04,21209.0,27233.0,0.78,2.41,-1.49,1.74,1500.0,32.0,19.9,   1080万,2.48,12.46,0,   -2.8万,  929.9万,  152.5万,1500.0,0.423,12.523,1.84,-3.26,-1.62,-38.18,,,,,776.0,2431.0,1243.0,2712.0,3123.0,1422.0,1418.0,1423.0,1425.0,2395.0,712.0,1165.0,1903.0,1856.0,2569.0,2198.0,3523.0,1117.0,2907.0,729.0,2488.0,2373.0,115.0,,31.0,752.0,,,,,2488.0,2332.0,4297.0,775.0,3149.0,2817.0,4285.0,,,,,,,,,,
