,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-20,300720,海川智能,-3.93,22.0,50.0,0.0,11.0,22.55,24.8,20.81,23.44,71217.0,1.36,16.35,15804.59,536.69,37197.0,34020.0,1.09,12.64,-5.48,-4.28,2655.0,27.0,19.94, -697.8万,-0.53,-4.42, -372.0万, -304.3万,  -37.3万,   15.8万,2656.0,0.723,56.121,-4.21,0.57,1.14,4.36,4.79,16.27,28.25,-2.54,3994.0,2404.0,1760.0,3420.0,2789.0,1086.0,995.0,1165.0,1036.0,1784.0,697.0,15.0,1143.0,347.0,1850.0,1701.0,2613.0,13.0,4150.0,4019.0,1235.0,2453.0,108.0,,3792.0,1684.0,,,,,1234.0,764.0,1122.0,3992.0,1473.0,775.0,771.0,835.0,1424.0,552.0,1922.0,,,,,,
1,2021-05-21,300720,海川智能,-4.52,3.0,201.0,3.0,0.0,22.7,22.9,22.13,22.38,44135.0,0.71,3.28,9921.23,118.95,26874.0,17261.0,1.56,1.13,-2.27,-3.71,2280.0,19.0,12.36,  -2152万,-1.7,-21.69,0,  -67.5万,  -1224万, -860.7万,2280.0,0.359,49.59,-3.51,1.93,-4.82,-1.82,-2.41,5.37,23.98,-5.93,4206.0,3621.0,809.0,3097.0,3127.0,1085.0,1103.0,1094.0,1100.0,2246.0,2652.0,1771.0,1511.0,829.0,2087.0,2397.0,815.0,1803.0,2954.0,4201.0,1473.0,2932.0,241.0,,4218.0,3461.0,,,,,1473.0,1936.0,1925.0,4204.0,1136.0,3549.0,2087.0,1911.0,2389.0,612.0,2415.0,,,,,,
2,2021-05-24,300720,海川智能,5.0,3.0,6.0,0.0,0.0,22.25,24.25,22.2,23.5,49406.0,0.87,9.16,11505.23,20.25,23659.0,25747.0,0.92,5.86,-3.09,4.39,2261.0,22.0,13.83,  501.7万,0.38,4.36,0,   86.5万,  205.7万,  209.4万,2261.0,0.755,55.485,4.59,-3.37,1.43,2.21,2.09,14.61,30.09,-1.7,227.0,3683.0,3283.0,3235.0,3079.0,1106.0,1021.0,1088.0,1033.0,2179.0,2158.0,189.0,1401.0,2355.0,2256.0,2082.0,2847.0,271.0,3779.0,241.0,1526.0,2783.0,194.0,,339.0,1413.0,,,,,1526.0,689.0,1333.0,224.0,3807.0,1779.0,1157.0,1332.0,1385.0,557.0,1969.0,,,,,,
3,2021-05-25,300720,海川智能,-0.6,7.0,32.0,0.0,1.0,23.23,23.78,23.09,23.36,31280.0,0.55,2.94,7315.29,86.88,18079.0,13201.0,1.37,1.17,-1.77,-2.94,1768.0,18.0,8.76,  -1137万,-0.86,-15.54,0, -355.1万, -352.7万, -429.2万,1768.0,0.698,54.625,-3.76,-2.89,2.8,-1.55,-0.68,13.96,24.85,-5.41,3521.0,3148.0,2096.0,3274.0,3037.0,1054.0,1046.0,1045.0,1055.0,2790.0,4119.0,1902.0,2001.0,1036.0,2662.0,2892.0,842.0,2984.0,3435.0,3502.0,2126.0,3108.0,418.0,,4142.0,3440.0,,,,,2126.0,977.0,1651.0,3517.0,3225.0,605.0,1353.0,1341.0,1068.0,586.0,2097.0,,,,,,
4,2021-05-26,300720,海川智能,5.52,211.0,21.0,51.0,268.0,24.0,25.3,23.8,24.65,52797.0,0.95,6.42,12988.76,184.8,24489.0,28308.0,0.87,3.57,-2.57,5.88,2688.0,20.0,14.78,  960.7万,0.69,7.4,0,   59.5万,  464.8万,  436.4万,2688.0,0.897,60.673,5.48,6.51,-1.84,6.57,5.08,26.41,34.04,-0.11,171.0,823.0,2560.0,3265.0,1946.0,1023.0,996.0,1020.0,1000.0,2289.0,2570.0,451.0,1452.0,729.0,2384.0,2153.0,3164.0,555.0,3531.0,159.0,1339.0,3014.0,202.0,,206.0,1085.0,,,,,1339.0,355.0,892.0,169.0,188.0,2299.0,425.0,938.0,586.0,514.0,1609.0,,,,,,
5,2021-05-27,300720,海川智能,5.35,276.0,3.0,358.0,279.0,25.01,26.26,25.0,25.97,57470.0,1.16,5.11,14750.99,86.53,25725.0,31745.0,0.81,3.88,-1.1,4.66,2804.0,20.0,16.09,   1569万,1.07,10.64,  412.2万,  880.8万,   1071万, -795.3万,2804.0,0.982,65.709,5.02,6.97,7.87,9.44,13.99,29.82,41.02,5.01,214.0,739.0,3662.0,1863.0,1886.0,984.0,976.0,975.0,972.0,2188.0,1528.0,727.0,1335.0,1169.0,2349.0,2006.0,3366.0,581.0,2344.0,225.0,1194.0,3067.0,174.0,,124.0,908.0,,,,,1194.0,140.0,491.0,213.0,201.0,308.0,310.0,411.0,459.0,454.0,1267.0,,,,,,
6,2021-05-28,300720,海川智能,2.93,8.0,128.0,12.0,0.0,25.7,26.85,25.48,26.73,52546.0,1.12,5.28,13850.08,42.66,24517.0,28029.0,0.87,4.91,-0.45,3.22,2554.0,21.0,14.71,  938.5万,0.62,6.78,  196.7万, -197.5万,  761.7万,  177.6万,2557.0,0.9940000000000001,68.232,3.25,14.38,15.8,10.11,20.32,39.66,42.24,8.48,359.0,3206.0,1198.0,2906.0,3126.0,979.0,965.0,970.0,948.0,2304.0,1660.0,706.0,1425.0,1869.0,2542.0,2063.0,3743.0,252.0,309.0,353.0,1446.0,3022.0,205.0,,181.0,565.0,,,,,1443.0,73.0,368.0,354.0,86.0,90.0,329.0,279.0,296.0,440.0,1064.0,,,,,,
7,2021-05-31,300720,海川智能,-0.9,6.0,1.0,2.0,0.0,26.79,27.28,26.0,26.49,43852.0,0.9,4.79,11656.3,40.72,24081.0,19771.0,1.22,1.88,-2.9,-1.86,2247.0,20.0,12.28,  -1125万,-0.75,-9.65,0,  290.7万,  -1060万, -355.8万,2247.0,0.929,66.567,-1.09,7.26,9.31,10.86,18.1,31.54,44.94,7.29,3653.0,3378.0,4020.0,3313.0,3090.0,942.0,958.0,960.0,973.0,2524.0,2368.0,991.0,1630.0,1976.0,2452.0,2555.0,1282.0,2004.0,4016.0,3791.0,1724.0,3098.0,290.0,,4174.0,3004.0,,,,,1724.0,442.0,594.0,3645.0,424.0,321.0,473.0,383.0,446.0,437.0,1196.0,,,,,,
8,2021-06-23,300720,海川智能,-2.55,50.0,99.0,0.0,0.0,14.08,14.84,13.71,13.75,78675.0,1.83,8.01,11051.43,175.01,44577.0,34098.0,1.31,0.29,-7.35,-3.56,2090.0,38.0,12.24,  -1433万,-1.05,-12.97,0,  211.3万, -837.5万, -807.2万,2090.0,0.458,,-3.04,3.84,4.05,0.97,10.55,17.78,32.62,4.92,4073.0,1804.0,1345.0,3562.0,3092.0,1840.0,1791.0,1856.0,1879.0,1878.0,332.0,296.0,1706.0,755.0,1805.0,1949.0,1427.0,3946.0,4291.0,4114.0,1926.0,2053.0,296.0,,4114.0,2863.0,,,,,1926.0,2255.0,,4070.0,839.0,1247.0,2433.0,1503.0,922.0,627.0,1718.0,,,,,,
9,2021-09-02,300720,海川智能,-1.99,31.0,114.0,74.0,78.0,13.58,13.58,13.08,13.3,68373.0,1.35,3.68,9047.63,38.43,40628.0,27745.0,1.46,1.68,-2.06,-1.73,2263.0,30.0,11.03,  -1699万,-1.28,-18.78,0, -126.7万,  -1032万, -540.8万,2263.0,0.812,58.215,-1.99,2.34,-0.19,12.85,11.25,1.34,29.48,6.86,4023.0,2172.0,1255.0,3132.0,2769.0,2016.0,2067.0,2053.0,2078.0,2311.0,668.0,2133.0,2287.0,2185.0,2133.0,2494.0,649.0,2474.0,3343.0,3792.0,2260.0,2438.0,407.0,,4376.0,3799.0,,,,,2260.0,826.0,1499.0,4023.0,1067.0,1842.0,620.0,1312.0,2953.0,860.0,2236.0,,,,,283.0,2200.0
