,日期,代码,名称,代码.1,名称.1,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,代码.1Rank,名称.1Rank,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,竞价量Rank
0,2021-06-01,688517,金冠电气,,,--  ,0,0,0,0,,,,,0,--  ,--  ,0.0,0.0,0,0,--  ,--  ,--  ,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,,,,,,,,,,,,,,,4303.0,4280.0,3317.0,3104.0,,,,,4313.0,,,4313.0,4159.0,4313.0,4313.0,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,
1,2021-06-23,688517,金冠电气,,,-7.15,4,205,27,0,15.88,16.24,15.18,15.45,104062,0.63,6.37,16235.17,251.64,62517,41545,1.5,1.78,-4.86,-7.4,2241,46,33.61,  -3245万,-6.78,-19.99,0, -472.7万,  -2314万, -458.5万,2241.0,0.322,,-7.64,-1.52,,,,,,,,,4324.0,3599.0,870.0,2799.0,3092.0,1644.0,1642.0,1682.0,1694.0,1559.0,3986.0,528.0,1309.0,575.0,1411.0,1726.0,892.0,1615.0,4180.0,4323.0,1763.0,1761.0,30.0,,4332.0,3438.0,,,,,1763.0,2852.0,,4321.0,3429.0,,,,,,,,
2,2021-09-02,688517,金冠电气,,,11.7,3,3,547,340,13.17,15.78,13.06,14.7,116462,7.58,20.67,16818.55,0.92,53666,62796,0.85,12.56,-6.84,10.86,2001,58,37.61,   1275万,2.8,7.58,  478.1万,  458.6万,  442.1万, -104.0万,2004.0,0.857,61.167,11.7,9.44,5.89,8.02,13.13,,,,,,31.0,3764.0,3796.0,1608.0,1729.0,2070.0,1830.0,2062.0,1908.0,1704.0,2.0,12.0,1582.0,4177.0,1816.0,1602.0,3352.0,53.0,4406.0,39.0,2529.0,1497.0,18.0,,20.0,1135.0,,,,,2529.0,676.0,1146.0,31.0,206.0,594.0,1116.0,1099.0,,,,7.0,4140.0
