,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-13,1205,N盛航,44.01,25404.0,0.0,40903.0,0.0,19.82,23.79,19.82,23.79,3135.0,0.0,24.03,743.41,8.13,2807.0,328.0,8.56,20.03,0.0,45.05,427.0,7.0,1.04, -589.1万,-0.82,-79.24,0, -115.9万,  -12.8万, -460.4万,427.0,1.0,,,,,,,,,,3.0,31.0,4250.0,29.0,3070.0,1216.0,1027.0,1202.0,998.0,4215.0,4278.0,4.0,4146.0,3246.0,4069.0,4279.0,8.0,6.0,1.0,3.0,4085.0,4035.0,3353.0,,4023.0,4274.0,,,,,4085.0,1.0,,,,,,,,,,,,,,,
1,2021-05-14,1205,盛航股份,10.0,200422.0,0.0,90585.0,0.0,26.17,26.17,26.17,26.17,534.0,0.17,0.0,139.83,29.03,479.0,55.0,8.71,0.0,0.0,7.91,102.0,5.0,0.18, -110.7万,-0.14,-79.17,0,0,0, -110.7万,102.0,1.0,100.0,7.65,,,,,,,,58.0,9.0,4247.0,17.0,3100.0,910.0,933.0,898.0,922.0,4279.0,4277.0,4264.0,4279.0,1965.0,4278.0,4279.0,5.0,4238.0,1.0,87.0,4277.0,4206.0,4277.0,,3213.0,4275.0,,,,,4277.0,1.0,1.0,53.0,,,,,,,,,,,,,
2,2021-05-17,1205,盛航股份,10.01,153628.0,0.0,91345.0,0.0,28.79,28.79,28.79,28.79,519.0,0.27,0.0,149.31,25.86,474.0,45.0,10.53,0.0,0.0,8.27,119.0,4.0,0.17, -123.5万,-0.14,-82.72,0,0,0, -123.5万,119.0,1.0,100.0,8.56,,,,,,,,23.0,10.0,4260.0,10.0,3172.0,827.0,847.0,810.0,829.0,4282.0,4249.0,4260.0,4280.0,2487.0,4277.0,4282.0,2.0,3918.0,1.0,42.0,4277.0,4257.0,4279.0,,2229.0,4281.0,,,,,4277.0,1.0,1.0,19.0,,,,,,,,,,,,,
3,2021-05-18,1205,盛航股份,10.0,116910.0,0.0,62556.0,0.0,31.67,31.67,31.67,31.67,1829.0,1.27,0.0,579.2,,1736.0,93.0,18.67,0.0,0.0,10.04,318.0,6.0,0.61, -520.0万,-0.55,-89.78,0,0,  -31.3万, -488.7万,318.0,1.0,100.0,9.95,29.23,,,,,,,52.0,7.0,4257.0,27.0,3068.0,738.0,755.0,721.0,739.0,4258.0,643.0,4256.0,4159.0,,4181.0,4278.0,1.0,4203.0,1.0,33.0,4153.0,4135.0,3889.0,,3996.0,4278.0,,,,,4153.0,1.0,1.0,49.0,5.0,,,,,,,,,,,,
4,2021-05-19,1205,盛航股份,10.01,173712.0,0.0,166669.0,0.0,34.84,34.84,34.84,34.84,1250.0,0.87,0.0,435.39,173.85,1000.0,250.0,4.0,0.0,0.0,9.78,152.0,8.0,0.42, -261.0万,-0.25,-59.93,0,  -61.3万,  -19.9万, -179.8万,152.0,1.0,100.0,10.3,31.92,,,,,,,42.0,14.0,4255.0,6.0,3081.0,657.0,680.0,642.0,661.0,4273.0,1799.0,4260.0,4240.0,662.0,4263.0,4277.0,14.0,4089.0,1.0,59.0,4260.0,3950.0,4151.0,,3131.0,4266.0,,,,,4260.0,1.0,1.0,42.0,6.0,,,,,,,,,,,,
5,2021-05-20,1205,盛航股份,4.45,169244.0,0.0,208.0,832.0,38.32,38.32,33.51,36.39,195386.0,135.68,13.81,71048.66,216.47,116138.0,79248.0,1.47,8.59,-5.04,4.1,4346.0,45.0,64.98,  -1.38亿,-12.59,-19.39,  -4204万,  -4353万,  -2336万,  -2884万,4346.0,0.6859999999999999,100.0,4.18,26.37,49.09,,,,,,223.0,9.0,4262.0,1709.0,805.0,559.0,582.0,678.0,612.0,846.0,1.0,29.0,255.0,696.0,758.0,963.0,1208.0,81.0,4114.0,246.0,225.0,1680.0,4.0,,4292.0,3112.0,,,,,225.0,876.0,1.0,219.0,18.0,7.0,,,,,,,,,,,
6,2021-05-21,1205,盛航股份,-9.37,68.0,5.0,941.0,183.0,33.12,35.65,32.75,32.98,131547.0,3.3,7.97,44088.09,1017.45,71363.0,60184.0,1.19,0.7,-7.49,-8.56,4187.0,31.0,43.75,  -3631万,-3.66,-8.24,  -1971万,  669.3万,  -1116万,  -1214万,4187.0,0.011,74.702,-8.36,5.17,25.56,,,,,,4287.0,1550.0,3372.0,822.0,1579.0,703.0,648.0,695.0,703.0,1113.0,50.0,249.0,386.0,131.0,1064.0,1107.0,1956.0,2483.0,4255.0,4286.0,262.0,2211.0,8.0,,4273.0,2292.0,,,,,262.0,4164.0,80.0,4285.0,485.0,24.0,,,,,,,,,,,
7,2021-05-24,1205,盛航股份,-10.01,205.0,33.0,0.0,1778.0,31.02,31.32,29.68,29.68,96139.0,1.46,4.97,29083.64,459.28,53288.0,42851.0,1.24,0.0,-5.24,-10.62,4045.0,24.0,31.98,  -3143万,-3.52,-10.81,  128.0万,  -1061万,  -1920万, -289.7万,4045.0,0.002,59.11600000000001,-10.42,-14.49,3.66,,,,,,4285.0,862.0,2074.0,3235.0,484.0,752.0,767.0,780.0,802.0,1447.0,608.0,902.0,640.0,355.0,1356.0,1533.0,1265.0,4212.0,4136.0,4287.0,362.0,2660.0,34.0,,4279.0,3028.0,,,,,362.0,4265.0,888.0,4282.0,4280.0,1031.0,,,,,,,,,,,
8,2021-05-26,1205,盛航股份,3.6,23.0,1.0,322.0,100.0,28.95,30.99,28.12,30.22,93256.0,0.96,9.84,27298.41,127.96,45882.0,47374.0,0.97,7.47,-2.48,3.96,3464.0,27.0,31.02,  499.6万,0.55,1.83,  446.1万, -384.4万,   1110万, -672.1万,3464.0,0.48200000000000004,60.101000000000006,3.56,-12.0,-16.13,,,,,,369.0,2339.0,4063.0,1921.0,2663.0,850.0,800.0,861.0,809.0,1640.0,2523.0,148.0,785.0,933.0,1688.0,1591.0,2585.0,126.0,3481.0,328.0,781.0,2590.0,36.0,,284.0,1664.0,,,,,781.0,1911.0,961.0,368.0,4271.0,4274.0,,,,,,,,,,,
9,2021-05-27,1205,盛航股份,-2.95,10.0,195.0,347.0,61.0,29.6,29.87,29.2,29.33,57539.0,0.5,2.22,16970.19,263.74,34294.0,23245.0,1.48,0.45,-1.81,-3.64,3081.0,19.0,19.14,  -3245万,-3.68,-19.12,  186.7万, -694.7万,  -1935万, -801.6万,3081.0,0.14300000000000002,56.528,-3.28,-4.72,-22.33,16.37,,,,,4205.0,2949.0,952.0,1883.0,2981.0,834.0,854.0,832.0,854.0,2185.0,4198.0,2536.0,1185.0,537.0,2015.0,2378.0,586.0,3612.0,3265.0,4209.0,974.0,3128.0,127.0,,4292.0,3706.0,,,,,974.0,3903.0,1641.0,4204.0,3802.0,4292.0,142.0,,,,,,,,,,
