,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,开盘金额,开盘金额Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-07,600358,国旅联合,-9.32,1.0,469.0,2318.0,80.0,3.96,3.97,3.58,3.6,138722.0,2.49,9.82,5181.73,70923.0,67799.0,1.05,0.56,-9.32,-8.67,1320.0,105.0,4.16,  -94.3万,-0.05,-1.82,0,   78.7万, -235.3万,   62.3万,1320.0,0.693,48.528,-8.03,-5.37,-6.07,-0.98,7.46,34.99,17.08,25.75,4239.0,3959.0,410.0,419.0,2503.0,3724.0,3750.0,3836.0,3848.0,1065.0,111.0,170.0,2266.0,1066.0,1050.0,,,,4248.0,2641.0,597.0,,,1853.0,1596.0,,,,,2641.0,743.0,1715.0,4237.0,4007.0,3752.0,1905.0,1011.0,423.0,736.0,473.0,,,,,,,,
1,2021-05-10,600358,国旅联合,2.78,25.0,11.0,367.0,757.0,3.52,3.79,3.51,3.7,80202.0,1.1,7.78,2956.16,34643.0,45559.0,0.76,5.41,-2.37,2.51,884.0,91.0,2.41,  405.5万,0.22,13.72,0,  150.1万,  111.0万,  144.3万,884.0,0.7390000000000001,52.519,2.85,-7.85,-3.38,-0.29,8.81,39.53,10.07,29.2,730.0,2304.0,2925.0,1427.0,908.0,3866.0,3816.0,3857.0,3829.0,1657.0,1451.0,330.0,2949.0,1904.0,1452.0,3721.0,399.0,3205.0,810.0,3277.0,735.0,1880.0,,664.0,530.0,,,,,3277.0,743.0,1380.0,730.0,4131.0,3353.0,1948.0,866.0,415.0,848.0,435.0,82.03,1198.0,,,,,,
2,2021-05-11,600358,国旅联合,0.81,73.0,8.0,1759.0,42.0,3.67,3.85,3.62,3.73,74792.0,0.92,6.22,2805.35,39916.0,34876.0,1.14,3.04,-3.12,0.41,893.0,84.0,2.24, -181.3万,-0.1,-6.46,0,  -93.3万, -172.2万,   84.2万,893.0,0.76,53.679,0.2,-5.29,-2.6,1.84,9.55,40.69,10.4,29.63,1747.0,1455.0,3179.0,497.0,2363.0,3832.0,3806.0,3837.0,3827.0,1740.0,1973.0,610.0,2991.0,1674.0,1810.0,1531.0,1203.0,3783.0,1762.0,3230.0,834.0,1900.0,,2880.0,2723.0,,,,,3230.0,632.0,1324.0,1742.0,3932.0,3545.0,1352.0,791.0,390.0,845.0,412.0,4.26,3382.0,,,,,,
3,2021-05-12,600358,国旅联合,4.83,292.0,2.0,293.0,58.0,3.7,3.95,3.7,3.91,68821.0,0.76,6.7,2637.05,31106.0,37715.0,0.82,5.68,-1.01,4.22,971.0,71.0,2.07,  255.4万,0.13,9.69,0,   28.0万,  149.7万,   77.7万,971.0,0.85,59.996,4.4,7.64,-3.79,6.32,14.48,49.0,16.9,35.29,326.0,646.0,3776.0,1604.0,2292.0,3833.0,3783.0,3829.0,3787.0,1813.0,2639.0,512.0,3065.0,1931.0,1691.0,3174.0,403.0,2787.0,312.0,3114.0,997.0,1985.0,,1028.0,1107.0,,,,,3114.0,519.0,885.0,322.0,316.0,3784.0,986.0,486.0,317.0,750.0,350.0,9.03,2804.0,,,,,,
4,2021-05-13,600358,国旅联合,9.97,21.0,39.0,14.0,6982.0,3.88,4.3,3.82,4.3,238041.0,2.59,12.28,10012.23,108097.0,129944.0,0.83,12.57,0.0,10.93,1918.0,124.0,7.14,  908.1万,0.42,9.07,  383.8万,  512.4万, -340.1万,  352.0万,1918.0,0.94,69.653,11.0,16.21,9.66,11.07,24.09,67.62,30.86,49.46,56.0,2370.0,2074.0,2812.0,89.0,3803.0,3695.0,3810.0,3675.0,706.0,147.0,71.0,1561.0,787.0,626.0,3617.0,25.0,1.0,62.0,1897.0,490.0,577.0,,249.0,667.0,,,,,1897.0,172.0,220.0,50.0,59.0,367.0,497.0,249.0,174.0,562.0,227.0,5.43,3474.0,,,,,,
5,2021-05-14,600358,国旅联合,-4.19,31.0,137.0,44.0,278.0,4.28,4.28,4.0,4.12,185078.0,1.54,6.51,7547.88,108636.0,76442.0,1.42,3.0,-3.74,-5.96,1740.0,106.0,5.55,  -1294万,-0.62,-17.15,  548.6万, -671.2万,  -1194万,   22.5万,1740.0,0.89,62.191,-6.54,8.71,12.15,4.98,17.01,61.32,22.13,41.12,4210.0,2196.0,980.0,2526.0,1628.0,3680.0,3706.0,3758.0,3741.0,965.0,758.0,524.0,1986.0,845.0,1153.0,465.0,972.0,3979.0,4203.0,2202.0,645.0,803.0,,4006.0,3793.0,,,,,2202.0,341.0,725.0,4210.0,186.0,194.0,1119.0,386.0,216.0,640.0,287.0,78.24,1152.0,,,,,,
6,2021-05-17,600358,国旅联合,-5.58,152.0,90.0,801.0,60.0,4.02,4.07,3.83,3.89,107953.0,0.83,5.83,4237.68,69713.0,38240.0,1.82,1.57,-4.42,-6.36,1373.0,79.0,3.24,  -1234万,-0.63,-29.12,0,0,  -1075万, -159.3万,1373.0,0.765,54.201,-7.04,-3.3,1.28,-2.3,9.64,51.31,9.46,31.92,4131.0,1134.0,1504.0,865.0,2247.0,3771.0,3767.0,3792.0,3787.0,1473.0,3083.0,730.0,2697.0,1304.0,1709.0,604.0,1400.0,3855.0,4009.0,2731.0,931.0,1544.0,,3822.0,3682.0,,,,,2731.0,611.0,1330.0,4129.0,2217.0,816.0,2482.0,565.0,286.0,789.0,373.0,31.2,2329.0,,,,,,
7,2021-05-18,600358,国旅联合,1.54,186.0,4.0,22.0,2831.0,3.88,4.0,3.88,3.95,41952.0,0.31,3.08,1656.6,21125.0,20827.0,1.01,1.8,-1.25,1.22,810.0,52.0,1.26,   -9.5万,0.0,-0.57,0,0,  130.1万, -139.6万,810.0,0.8079999999999999,55.79600000000001,1.49,-12.04,2.62,-0.2,11.7,54.84,11.58,33.9,993.0,889.0,3488.0,2702.0,336.0,3783.0,3772.0,3772.0,3776.0,2311.0,4244.0,1857.0,3497.0,2367.0,2203.0,2551.0,1828.0,2573.0,1098.0,3416.0,1302.0,2832.0,,1616.0,1719.0,,,,,3416.0,578.0,1261.0,990.0,4171.0,659.0,2281.0,496.0,277.0,756.0,350.0,,,,,,,,
8,2021-05-20,600358,国旅联合,-1.83,17.0,17.0,789.0,414.0,3.83,3.84,3.72,3.76,41974.0,0.34,3.13,1580.02,26814.0,15160.0,1.77,1.08,-2.08,-1.71,706.0,59.0,1.26, -437.6万,-0.23,-27.7,0, -113.2万, -264.3万,  -60.1万,706.0,0.677,49.722,-2.1,-3.37,-16.43,-7.77,4.86,40.81,5.63,27.5,3332.0,2592.0,2580.0,927.0,1185.0,3807.0,3815.0,3825.0,3825.0,2389.0,4271.0,1919.0,3632.0,2219.0,2590.0,574.0,2092.0,2867.0,3102.0,3620.0,1290.0,2993.0,,3030.0,3711.0,,,,,3620.0,906.0,1867.0,3326.0,3661.0,4197.0,3719.0,830.0,348.0,853.0,442.0,0.5,3943.0,,,,,,
9,2021-05-21,600358,国旅联合,1.86,22.0,78.0,50.0,195.0,3.76,3.94,3.76,3.83,45542.0,0.54,4.79,1750.83,20827.0,24715.0,0.84,1.86,-2.79,2.44,663.0,69.0,1.37,  154.1万,0.08,8.8,0,  -76.4万,   59.1万,  171.3万,663.0,0.722,51.898,2.87,-2.01,-7.5,3.62,2.51,37.23,9.31,30.87,674.0,2362.0,1377.0,2410.0,1540.0,3829.0,3798.0,3815.0,3818.0,2218.0,3737.0,869.0,3439.0,2361.0,2027.0,3508.0,1147.0,3372.0,734.0,3614.0,1025.0,2695.0,,885.0,767.0,,,,,3614.0,727.0,1603.0,672.0,3444.0,3995.0,927.0,1161.0,376.0,831.0,414.0,5.0,3161.0,,,,,,
