,日期,代码,名称,代码.1,名称.1,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,代码.1Rank,名称.1Rank,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,竞价量Rank
0,2021-06-01,601528,瑞丰银行,601528.0,瑞丰银行,--  ,0,0,0,0,,,,,0,--  ,--  ,0.0,0.0,0,0,--  ,--  ,--  ,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,,,,,,,,,,,,1010.0,,,4303.0,4280.0,3317.0,3104.0,,,,,4313.0,,,4313.0,4159.0,4313.0,4313.0,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,
1,2021-09-02,601528,瑞丰银行,,,-0.95,46,918,640,288,10.44,10.54,10.31,10.46,151915,0.74,2.18,15837.61,227.28,79315,72600,1.09,1.45,-0.76,-1.79,2878,53,10.06, -683.3万,-0.43,-4.31, -229.7万, -474.9万,  125.8万, -104.5万,2878.0,0.302,40.273,-0.95,1.69,-5.97,-12.98,-2.44,,,,,,3500.0,1903.0,292.0,1474.0,1858.0,2495.0,2525.0,2492.0,2520.0,1415.0,2854.0,3362.0,1650.0,848.0,1367.0,1461.0,1897.0,2697.0,1630.0,3824.0,1652.0,1608.0,480.0,,3918.0,2537.0,,,,,1652.0,2636.0,3664.0,3501.0,1259.0,3486.0,4193.0,3243.0,,,,2177.0,743.0
