,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,开盘金额,开盘金额Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-07,600198,*ST大唐,0.0,0.0,0.0,0.0,0.0,6.1,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,--  ,--  ,--  ,0.65,1.0,0.0,--  ,0,0.0,0.0,0,0,0,0,1.0,0.084,40.375,1.29,3.42,-1.63,-1.61,-8.53,-25.77,-64.81,-36.59,1779.0,4223.0,4240.0,4221.0,4170.0,3120.0,3163.0,3081.0,3130.0,4265.0,4262.0,4225.0,4265.0,4265.0,4265.0,,,,2333.0,4265.0,4265.0,,,1403.0,1451.0,,,,,4265.0,3097.0,2938.0,1776.0,1630.0,2871.0,2044.0,3520.0,4074.0,3563.0,4047.0,,,,,,,,
1,2021-05-12,600198,*ST大唐,-0.82,2426.0,0.0,451.0,1582.0,6.41,6.41,5.81,6.05,388716.0,3.33,9.84,24012.19,240018.0,148698.0,1.61,4.13,-5.62,-1.43,3360.0,116.0,6.69,  -5824万,-1.09,-24.26,  -2689万,  -43.2万,  -1786万,  -1306万,3360.0,0.084,39.215,-1.25,-1.63,-2.73,-2.35,-12.25,-26.25,-65.14,-38.01,3611.0,111.0,4259.0,1337.0,605.0,3045.0,3105.0,3227.0,3197.0,404.0,55.0,184.0,746.0,293.0,532.0,271.0,773.0,4217.0,3576.0,740.0,506.0,586.0,,4159.0,4036.0,,,,,740.0,3622.0,3505.0,3610.0,3316.0,3637.0,2830.0,3699.0,4102.0,3564.0,4055.0,1597.95,87.0,,,,,,
2,2021-05-13,600198,*ST大唐,-4.96,78.0,70.0,0.0,39747.0,5.9,5.92,5.75,5.75,183880.0,1.11,2.81,10646.89,108347.0,75533.0,1.43,0.0,-2.87,-4.0,1958.0,94.0,3.16,  -1897万,-0.37,-17.82,0, -698.7万,  -1105万,  -92.9万,1958.0,0.065,33.074,-3.94,-5.9,-5.46,-4.23,-18.18,-26.16,-67.4,-39.93,4141.0,1519.0,1626.0,3246.0,10.0,3232.0,3263.0,3254.0,3274.0,896.0,1331.0,2351.0,1493.0,785.0,1005.0,970.0,4105.0,3306.0,4148.0,1854.0,736.0,1423.0,,3612.0,3320.0,,,,,1854.0,3681.0,3943.0,4137.0,4020.0,3958.0,3233.0,4028.0,4121.0,3630.0,4073.0,429.11,414.0,,,,,,
3,2021-05-14,600198,*ST大唐,-4.17,870.0,45.0,1347.0,1168.0,5.56,5.79,5.47,5.51,231787.0,1.35,5.57,12884.92,144604.0,87183.0,1.66,0.73,-4.84,-5.95,3253.0,71.0,3.99,  -3173万,-0.65,-24.63,0, -256.4万,  -1043万,  -1874万,3253.0,0.06,29.142,-6.53,-11.41,-11.82,-11.09,-21.47,-28.22,-71.87,-44.52,4207.0,301.0,1685.0,740.0,826.0,3323.0,3300.0,3329.0,3352.0,812.0,1040.0,705.0,1388.0,629.0,1020.0,191.0,3649.0,4123.0,4202.0,912.0,1128.0,1216.0,,4028.0,4085.0,,,,,912.0,4078.0,4197.0,4208.0,4250.0,4207.0,4003.0,4095.0,4129.0,3652.0,4086.0,465.78,278.0,,,,,,
4,2021-05-17,600198,*ST大唐,1.81,20.0,41.0,696.0,202.0,5.44,5.77,5.43,5.61,168724.0,0.85,6.17,9457.87,76128.0,92596.0,0.82,3.31,-2.77,1.03,2312.0,73.0,2.9,  926.6万,0.19,9.8,0,  270.9万,  619.3万,   36.5万,2312.0,0.083,32.73,0.36,-10.06,-12.04,-10.8,-17.8,-25.26,-75.85,-44.98,617.0,2523.0,2056.0,956.0,1619.0,3363.0,3287.0,3327.0,3290.0,1026.0,2997.0,644.0,1755.0,1221.0,892.0,3798.0,651.0,3006.0,509.0,1685.0,1037.0,1726.0,,473.0,481.0,,,,,1685.0,3578.0,4067.0,612.0,4097.0,4080.0,3934.0,3904.0,4118.0,3652.0,4075.0,120.01,1143.0,,,,,,
5,2021-05-18,600198,*ST大唐,-0.53,50.0,386.0,732.0,56.0,5.54,5.67,5.52,5.58,91364.0,0.43,2.67,5108.84,49071.0,42293.0,1.16,1.09,-1.59,-0.86,1617.0,57.0,1.57, -371.0万,-0.08,-7.26,0,  166.9万,  -83.0万, -454.9万,1617.0,0.076,32.204,-0.59,-6.85,-11.8,-11.46,-19.76,-16.48,-76.22,-45.32,3069.0,1741.0,497.0,982.0,2263.0,3299.0,3298.0,3288.0,3306.0,1421.0,4097.0,2287.0,2212.0,1356.0,1430.0,1797.0,2764.0,2976.0,3269.0,2196.0,1185.0,2430.0,,2585.0,2454.0,,,,,2197.0,3776.0,4099.0,3079.0,3774.0,4159.0,4074.0,4023.0,4051.0,3648.0,4068.0,,,,,,,,
6,2021-05-19,600198,*ST大唐,2.15,23.0,10.0,1071.0,24641.0,5.58,5.71,5.55,5.7,120967.0,0.57,2.87,6849.19,57272.0,63695.0,0.9,2.7,-0.18,2.66,1851.0,65.0,2.08,  368.2万,0.07,5.38,  458.2万,  413.7万,  -16.2万, -487.5万,1851.0,0.121,36.6,2.45,2.24,-8.32,-10.76,-19.71,-6.94,-74.73,-43.86,550.0,2270.0,2903.0,783.0,28.0,3304.0,3296.0,3289.0,3278.0,1156.0,3605.0,1956.0,1923.0,1298.0,1042.0,3543.0,810.0,230.0,473.0,1867.0,1061.0,1985.0,,770.0,732.0,,,,,1867.0,3250.0,3849.0,549.0,630.0,3883.0,4062.0,3989.0,3800.0,3657.0,4058.0,12.72,2609.0,,,,,,
7,2021-05-20,600198,*ST大唐,3.16,898.0,90.0,669.0,925.0,5.68,5.97,5.65,5.88,133151.0,0.84,5.61,7817.02,58505.0,74646.0,0.78,4.07,-1.51,3.27,1997.0,67.0,2.29,  952.2万,0.18,12.18,0,  449.7万,  382.1万,  120.4万,1997.0,0.159,42.611999999999995,2.88,4.79,-1.61,-7.18,-14.32,5.09,-75.73,-42.38,347.0,311.0,1364.0,1036.0,747.0,3281.0,3239.0,3260.0,3229.0,1166.0,2341.0,629.0,1841.0,1349.0,1012.0,3862.0,408.0,2189.0,316.0,1833.0,1128.0,1926.0,,498.0,428.0,,,,,1833.0,2873.0,2961.0,346.0,472.0,1293.0,3630.0,3680.0,2786.0,3675.0,4060.0,25.5,2104.0,,,,,,
8,2021-05-24,600198,*ST大唐,-5.02,191.0,223.0,0.0,3804.0,5.73,5.77,5.49,5.49,204445.0,1.67,4.84,11314.26,106057.0,98388.0,1.08,0.0,-4.85,-5.32,2259.0,91.0,3.52, -449.2万,-0.09,-3.97,  131.0万,  -1693万, -137.6万,   1250万,2259.0,0.054000000000000006,34.534,-5.43,-3.36,-1.57,-13.42,-16.39,16.96,-79.64,-45.58,4219.0,908.0,803.0,3235.0,238.0,3278.0,3301.0,3327.0,3360.0,748.0,427.0,953.0,1415.0,726.0,770.0,1993.0,4212.0,4104.0,4206.0,1530.0,729.0,1218.0,,2796.0,2303.0,,,,,1530.0,3924.0,4017.0,4217.0,3804.0,3230.0,4042.0,3998.0,1190.0,3700.0,4075.0,12.26,2747.0,,,,,,
9,2021-05-25,600198,*ST大唐,0.0,20.0,212.0,2730.0,1391.0,5.48,5.59,5.44,5.49,124815.0,0.96,2.73,6870.49,70347.0,54468.0,1.29,0.92,-1.79,-2.4,1824.0,68.0,2.15, -864.2万,-0.18,-12.58,0, -571.6万, -426.1万,  133.6万,1824.0,0.056,34.534,-3.16,-9.18,-4.14,-15.88,-18.18,1.65,-83.9,-48.7,2811.0,2343.0,818.0,415.0,690.0,3360.0,3344.0,3349.0,3362.0,1274.0,2397.0,2102.0,2076.0,1169.0,1387.0,1108.0,3463.0,3449.0,2943.0,2067.0,1138.0,2201.0,,3233.0,3186.0,,,,,2067.0,4093.0,4108.0,2807.0,4225.0,3227.0,4127.0,3955.0,2327.0,3708.0,4082.0,48.33,1504.0,,,,,,
