,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank
0,2021-05-06,16,深康佳Ａ,-0.31,79.0,617.0,6.48,6.53,6.4,6.42,178151.0,1.08,2.02,11494.42,151.37,107120.0,71031.0,1.51,0.31,-1.68,1.27,2472.0,72.0,1.66,  -2317万,-0.23,-20.16, -436.8万, -658.4万, -380.0万, -842.0万,2472.0,0.449,62.08,0.91,3.36,3.87,4.39,3.53,4.82,-43.3,0.01,2765.0,1508.0,390.0,2981.0,3016.0,2984.0,3016.0,849.0,1262.0,3422.0,1379.0,870.0,721.0,982.0,651.0,3746.0,2458.0,2209.0,1363.0,934.0,2456.0,,3418.0,3598.0,,,,,1359.0,1386.0,585.0,2761.0,900.0,758.0,787.0,1575.0,2508.0,2823.0,1826.0,,,,,,,,
1,2021-05-10,16,深康佳Ａ,5.06,35.0,452.0,6.32,6.73,6.26,6.64,341997.0,1.94,7.44,22467.86,9.35,139587.0,202410.0,0.69,6.07,-1.34,5.18,3133.0,109.0,3.19,   4118万,0.39,18.33,  716.8万,   1928万,   1380万,   93.0万,3133.0,0.545,67.47,5.14,5.66,8.21,10.94,8.76,14.31,-37.78,4.65,313.0,2049.0,609.0,3045.0,2971.0,3033.0,2973.0,470.0,287.0,376.0,843.0,2944.0,578.0,393.0,3975.0,317.0,2251.0,294.0,928.0,590.0,1395.0,,381.0,287.0,,,,,928.0,1192.0,333.0,311.0,1084.0,657.0,489.0,869.0,1765.0,2624.0,1513.0,269.0,2349.0,1622.0,410.0,,,,
2,2021-05-12,16,深康佳Ａ,-0.75,205.0,31.0,6.61,6.67,6.6,6.66,168602.0,0.63,1.04,11197.7,80.64,82690.0,85912.0,0.96,0.91,-0.15,-1.45,2619.0,64.0,1.57,  221.0万,0.02,1.97,0, -176.2万, -105.5万,  502.8万,2619.0,0.555,66.36,-1.17,4.41,4.96,7.65,8.11,16.85,-38.34,3.96,3562.0,797.0,2074.0,2985.0,3015.0,2969.0,3000.0,878.0,3412.0,4157.0,1398.0,1118.0,896.0,876.0,2376.0,3762.0,642.0,3588.0,1225.0,1149.0,2485.0,,1832.0,1895.0,,,,,1225.0,1352.0,410.0,3555.0,651.0,1488.0,811.0,852.0,1912.0,2639.0,1587.0,758.0,1327.0,1035.0,692.0,,,,
3,2021-05-19,16,深康佳Ａ,-1.98,30.0,22.0,6.56,6.57,6.42,6.43,114345.0,0.74,2.29,7393.26,8.53,71031.0,43314.0,1.64,0.16,-2.13,-2.22,2026.0,56.0,1.07,  -1790万,-0.17,-24.21,  237.9万, -639.2万,  -1095万, -293.4万,2026.0,0.416,51.793,-1.69,-4.66,-5.99,-1.11,0.06,12.89,-46.11,-1.97,3620.0,2076.0,2397.0,3032.0,3062.0,3042.0,3070.0,1212.0,2518.0,2579.0,1842.0,2854.0,1093.0,1375.0,971.0,3872.0,3066.0,3754.0,1684.0,1265.0,3139.0,,2722.0,3300.0,,,,,1685.0,1813.0,1750.0,3620.0,3522.0,3468.0,2698.0,1227.0,2184.0,2843.0,1901.0,20.0,5987.0,2758.0,136.0,,,,
4,2021-05-20,16,深康佳Ａ,0.0,57.0,247.0,6.45,6.52,6.42,6.43,97229.0,0.67,1.56,6265.81,14.77,54999.0,42230.0,1.3,0.16,-1.38,-0.35,1905.0,51.0,0.91, -817.2万,-0.08,-13.04,0,  -21.7万, -256.9万, -538.6万,1905.0,0.413,51.793,-0.27,-2.9,-7.18,-2.32,2.09,11.04,-47.59,-2.25,1538.0,1666.0,785.0,3055.0,3067.0,3033.0,3056.0,1445.0,3322.0,3685.0,2066.0,2552.0,1405.0,1488.0,1770.0,3901.0,1989.0,1795.0,1917.0,1485.0,3513.0,,2014.0,2519.0,,,,,1917.0,1712.0,1608.0,1536.0,3525.0,3411.0,2276.0,1072.0,2000.0,2901.0,1890.0,1313.0,219.0,668.0,1576.0,,,,
5,2021-05-21,16,深康佳Ａ,-0.31,115.0,1117.0,6.42,6.46,6.4,6.41,69729.0,0.53,0.93,4479.66,17.21,39338.0,30391.0,1.29,0.16,-0.77,0.5,1394.0,50.0,0.65, -571.5万,-0.06,-12.76,0, -196.4万,  -97.7万, -277.4万,1394.0,0.401,50.639,0.7,-1.26,-4.21,-1.34,2.89,9.38,-48.81,-1.55,2477.0,1169.0,197.0,3061.0,3096.0,3043.0,3081.0,1720.0,3787.0,4147.0,2369.0,2270.0,1655.0,1784.0,1586.0,3819.0,982.0,2366.0,2379.0,1463.0,3816.0,,2127.0,2710.0,,,,,2379.0,1758.0,1772.0,2473.0,3100.0,3349.0,1925.0,1130.0,1872.0,3018.0,1920.0,221.0,293.0,1655.0,1322.0,,,,
6,2021-05-24,16,深康佳Ａ,0.31,115.0,59.0,6.42,6.51,6.36,6.43,104772.0,0.94,2.34,6748.95,8.67,57670.0,47102.0,1.22,1.1,-1.23,-0.31,1688.0,62.0,0.98, -674.2万,-0.07,-9.99,   39.1万, -506.3万, -220.8万,   13.8万,1688.0,0.413,51.795,-0.11,0.32,-2.3,-6.43,4.3,11.81,-42.83,-1.65,2275.0,1211.0,1646.0,3077.0,3097.0,3077.0,3085.0,1350.0,1828.0,2753.0,1980.0,2976.0,1272.0,1428.0,1336.0,2629.0,2434.0,2430.0,2106.0,1181.0,3384.0,,2610.0,2956.0,,,,,2106.0,1852.0,1821.0,2277.0,2147.0,3495.0,3434.0,1067.0,1669.0,2670.0,1965.0,655.0,162.0,1035.0,1807.0,,,,
7,2021-05-25,16,深康佳Ａ,0.78,305.0,108.0,6.42,6.49,6.37,6.48,116598.0,1.17,1.87,7491.54,26.96,56726.0,59872.0,0.95,1.73,-0.15,-1.57,1822.0,64.0,1.09,  214.0万,0.02,2.86,  914.8万, -161.7万, -213.8万, -325.3万,1822.0,0.462,54.654,-2.38,-1.77,-3.74,-9.31,-0.99,6.71,-46.38,-4.02,1690.0,604.0,1203.0,3085.0,3096.0,3070.0,3078.0,1350.0,1505.0,3158.0,1972.0,1996.0,1401.0,1296.0,2687.0,1978.0,402.0,1670.0,2069.0,1231.0,3456.0,,1628.0,1580.0,,,,,2069.0,1847.0,1648.0,1687.0,2484.0,3075.0,3604.0,1388.0,1701.0,2660.0,1935.0,257.0,2001.0,1754.0,535.0,,,,
8,2021-05-27,16,深康佳Ａ,2.65,216.0,31.0,6.42,6.59,6.39,6.59,156050.0,1.57,3.12,10192.46,38.46,64105.0,91945.0,0.7,3.13,0.0,1.95,2106.0,74.0,1.45,   1829万,0.17,17.95,0,   35.9万,   1358万,  434.8万,2106.0,0.528,59.55,2.32,-1.05,-0.44,-7.82,1.15,8.9,-40.93,-2.74,632.0,863.0,2205.0,3103.0,3090.0,3095.0,3070.0,1080.0,688.0,1676.0,1720.0,1869.0,1317.0,902.0,3900.0,773.0,1.0,669.0,1811.0,1065.0,3053.0,,933.0,380.0,,,,,1811.0,1828.0,1160.0,631.0,1663.0,2129.0,3270.0,1287.0,1467.0,2405.0,1865.0,6061.0,611.0,227.0,1316.0,,,,
9,2021-05-28,16,深康佳Ａ,-0.91,14.0,118.0,6.58,6.63,6.5,6.53,125647.0,1.13,1.97,8231.3,67.45,74574.0,51073.0,1.46,0.46,-1.51,-0.61,1863.0,67.0,1.17,  -1531万,-0.15,-18.6,0, -664.4万, -244.1万, -622.6万,1863.0,0.491,55.766999999999996,-0.59,0.72,-1.77,-6.07,-0.22,7.3,-38.98,-3.32,2328.0,2808.0,1237.0,3075.0,3090.0,3068.0,3081.0,1349.0,1615.0,3363.0,1976.0,1473.0,1246.0,1422.0,1650.0,2929.0,1598.0,2298.0,2088.0,1219.0,3450.0,,2137.0,2647.0,,,,,2088.0,1770.0,1523.0,2324.0,1899.0,2034.0,3085.0,1658.0,1538.0,2252.0,1914.0,1412.0,255.0,685.0,1452.0,,,,
