,日期,代码,名称,代码.1,名称.1,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,代码.1Rank,名称.1Rank,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,竞价量Rank
0,2021-06-01,301002,崧盛股份,301002.0,崧盛股份,--  ,0,0,0,0,,,,,0,--  ,--  ,0.0,0.0,0,0,--  ,--  ,--  ,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,,,,,,,,,,,,1928.0,,,4303.0,4280.0,3317.0,3104.0,,,,,4313.0,,,4313.0,4159.0,4313.0,4313.0,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,
1,2021-06-23,301002,崧盛股份,,,4.78,2,7,0,21,77.94,88.8,74.06,82.78,51233,1.61,18.66,41449.47,640.67,25161,26072,0.97,11.77,-6.78,3.78,3481,15,22.87,   1002万,0.54,2.42,  -1016万,   74.6万,  718.7万,   1225万,3482.0,0.742,,4.29,18.23,10.87,-10.34,,,,,,,278.0,3860.0,3263.0,3562.0,2647.0,241.0,215.0,252.0,228.0,2387.0,492.0,14.0,601.0,247.0,2487.0,2270.0,2948.0,26.0,4276.0,299.0,803.0,3474.0,78.0,,262.0,1300.0,,,,,803.0,1084.0,,275.0,54.0,429.0,4231.0,,,,,,
2,2021-09-02,301002,崧盛股份,,,-0.83,3,7,2,4,77.28,79.8,75.5,77.55,8688,1.13,5.5,6695.65,34.78,5205,3483,1.49,2.72,-2.82,-0.57,1469,6,3.88,  -1309万,-0.75,-19.55,0,   92.7万, -274.4万,  -1127万,1469.0,0.21,44.759,-0.83,-8.46,-6.99,3.44,-2.61,2.21,,,,,3407.0,3764.0,3341.0,4298.0,4042.0,254.0,257.0,253.0,255.0,4157.0,1127.0,1208.0,2634.0,2264.0,4115.0,4184.0,588.0,1660.0,3811.0,2938.0,3144.0,4327.0,1788.0,,4235.0,3849.0,,,,,3144.0,3097.0,3152.0,3409.0,4135.0,3678.0,1937.0,3263.0,2857.0,,,45.0,3570.0
