,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,开盘金额,开盘金额Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-18,1206,N依依,43.99,14632.0,0.0,134508.0,0.0,53.52,64.22,53.52,64.22,3066.0,0.0,23.99,1962.77,2592.0,474.0,5.47,19.99,0.0,44.03,493.0,6.0,1.3,  -1359万,-0.9,-69.23,0,0,  -62.9万,  -1296万,493.0,1.0,,,,,,,,,,2.0,30.0,4257.0,11.0,3068.0,380.0,305.0,371.0,295.0,4197.0,4276.0,2.0,3315.0,4072.0,4272.0,11.0,3.0,1.0,2.0,3947.0,4135.0,2774.0,,4141.0,4268.0,,,,,3947.0,1.0,,,,,,,,,,,,,,,,,
1,2021-05-19,1206,依依股份,10.0,223165.0,0.0,103311.0,0.0,70.64,70.64,70.64,70.64,663.0,0.21,0.0,468.44,558.0,105.0,5.31,0.0,0.0,9.76,119.0,6.0,0.28, -319.3万,-0.19,-68.16,0,0,  -74.2万, -245.1万,119.0,1.0,100.0,10.29,,,,,,,,45.0,8.0,4255.0,17.0,3081.0,261.0,273.0,251.0,259.0,4279.0,4268.0,4260.0,4227.0,4276.0,4279.0,11.0,4089.0,1.0,70.0,4271.0,4122.0,4247.0,,2854.0,4269.0,,,,,4271.0,1.0,1.0,55.0,,,,,,,,147.16,747.0,,,,,,
2,2021-05-20,1206,依依股份,9.99,231356.0,0.0,120140.0,0.0,77.7,77.7,77.7,77.7,684.0,0.36,0.0,531.19,583.0,101.0,5.77,0.0,0.0,9.64,131.0,5.0,0.29, -374.5万,-0.2,-70.5,0,0,  -76.1万, -298.4万,131.0,1.0,100.0,9.72,,,,,,,,50.0,6.0,4262.0,12.0,3152.0,223.0,234.0,215.0,224.0,4293.0,4258.0,4281.0,4212.0,4289.0,4293.0,8.0,4099.0,1.0,60.0,4286.0,4202.0,4266.0,,2895.0,4286.0,,,,,4286.0,1.0,1.0,46.0,,,,,,,,144.66,903.0,,,,,,
3,2021-05-21,1206,依依股份,10.0,239090.0,0.0,120201.0,0.0,85.47,85.47,85.47,85.47,1701.0,1.18,0.0,1453.56,1432.0,269.0,5.32,0.0,0.0,10.81,303.0,6.0,0.72, -994.0万,-0.49,-68.38,0, -102.6万, -101.7万, -789.7万,303.0,1.0,100.0,11.01,34.12,,,,,,,46.0,4.0,4280.0,11.0,3127.0,188.0,192.0,181.0,185.0,4275.0,849.0,4286.0,3605.0,4234.0,4294.0,6.0,4131.0,1.0,26.0,4164.0,4147.0,3689.0,,3822.0,4289.0,,,,,4164.0,1.0,1.0,43.0,10.0,,,,,,,416.89,335.0,,,,,,
4,2021-05-24,1206,依依股份,10.0,319457.0,0.0,123632.0,0.0,94.02,94.02,94.02,94.02,2239.0,1.55,0.0,2104.94,1881.0,358.0,5.25,0.0,0.0,9.39,381.0,6.0,0.95,  -1430万,-0.64,-67.94,0, -133.5万, -152.3万,  -1144万,381.0,1.0,100.0,9.59,33.42,,,,,,,44.0,7.0,4258.0,10.0,3079.0,161.0,166.0,152.0,160.0,4264.0,523.0,4275.0,3320.0,4174.0,4292.0,13.0,4212.0,1.0,64.0,4084.0,4151.0,3436.0,,4014.0,4280.0,,,,,4084.0,1.0,1.0,40.0,6.0,,,,,,,656.89,245.0,,,,,,
5,2021-05-25,1206,依依股份,10.0,60600.0,0.0,19142.0,0.0,103.42,103.42,103.42,103.42,46017.0,27.39,0.0,47590.89,42382.0,3635.0,11.66,0.0,0.0,7.66,1830.0,25.0,19.51,  -4.01亿,-16.43,-84.2,  -1.92亿,  -9580万,  -5044万,  -6265万,1830.0,1.0,100.0,6.84,30.56,58.52,,,,,,43.0,13.0,4271.0,74.0,3080.0,145.0,150.0,143.0,147.0,2365.0,1.0,4289.0,458.0,1697.0,3942.0,2.0,4269.0,1.0,30.0,2064.0,2651.0,111.0,,4298.0,4297.0,,,,,2064.0,1.0,1.0,39.0,8.0,3.0,,,,,,7191.9,10.0,,,,,,
6,2021-05-26,1206,依依股份,10.0,2.0,214.0,12141.0,0.0,110.99,113.76,108.6,113.76,58750.0,5.69,4.99,65700.84,31369.0,27381.0,1.15,4.75,0.0,10.35,1251.0,47.0,24.91,  -4311万,-1.61,-6.56,   4854万,  -2119万,  -2771万,  -4276万,1251.0,1.0,100.0,9.96,29.47,58.17,,,,,,46.0,3822.0,910.0,115.0,4218.0,137.0,137.0,136.0,133.0,2171.0,23.0,792.0,308.0,2113.0,2193.0,1593.0,314.0,1.0,33.0,2876.0,1718.0,70.0,,4253.0,2661.0,,,,,2876.0,1.0,1.0,45.0,8.0,3.0,,,,,,10475.24,6.0,,,,,,
7,2021-05-27,1206,依依股份,-10.0,6.0,7.0,0.0,5558.0,111.8,115.8,102.38,102.38,147896.0,6.77,11.8,160594.95,69716.0,78180.0,0.89,0.0,-11.59,-10.7,4506.0,33.0,62.71,   9581万,3.97,5.97,   3861万,   1776万,   2785万,   1159万,4506.0,0.01,77.554,-10.34,5.35,28.84,,,,,,4303.0,3327.0,3248.0,4294.0,205.0,135.0,135.0,145.0,150.0,1134.0,9.0,58.0,92.0,1209.0,1057.0,2960.0,4212.0,4304.0,4303.0,144.0,2334.0,1.0,,5.0,1313.0,,,,,144.0,4301.0,84.0,4302.0,283.0,19.0,,,,,,5308.26,20.0,,,,,,
8,2021-05-31,1206,依依股份,-10.0,2.0,40.0,803.0,23.0,92.68,93.66,89.28,89.28,91268.0,1.19,4.42,83234.21,51069.0,40199.0,1.27,0.0,-4.68,-10.97,4201.0,22.0,38.7,  -9802万,-4.66,-11.78,  -1913万,  -4573万,  -2692万, -624.3万,4201.0,0.002,59.911,-10.2,-21.73,-8.45,,,,,,4308.0,3872.0,1988.0,1056.0,2614.0,169.0,180.0,176.0,195.0,1688.0,1219.0,1153.0,242.0,1565.0,1792.0,1135.0,4244.0,4245.0,4309.0,351.0,2948.0,16.0,,4305.0,3160.0,,,,,351.0,4308.0,1236.0,4308.0,4303.0,4208.0,,,,,,1657.12,109.0,,,,,,
9,2021-06-01,1206,依依股份,1.79,1.0,10.0,17.0,10.0,90.79,92.6,88.01,90.88,67604.0,0.71,5.14,61235.77,32881.0,34723.0,0.95,3.26,-1.86,1.54,3870.0,17.0,28.67,   1721万,0.8,2.81, -177.6万,  858.5万,   1503万, -462.9万,3870.0,0.294,61.096000000000004,1.6,-11.3,-12.56,38.54,,,,,,4081.0,3024.0,2870.0,2795.0,188.0,192.0,190.0,189.0,2117.0,,,385.0,2166.0,2035.0,,,,,578.0,,,,,,,,,,578.0,3247.0,1200.0,1062.0,4307.0,4303.0,52.0,,,,,1438.11,137.0,1206.0,依依股份,3904.0,,,
