,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-11,688655,N迅捷兴,197.2,51.0,5.0,0.0,33.0,27.33,27.33,22.56,22.56,217108.0,0.0,62.85,54180.17,2611.99,124210.0,92898.0,1.34,0.0,-17.45,196.83,4088.0,53.0,71.68,  -7681万,-11.24,-14.18,  140.8万,  -2848万,  -2910万,  -2064万,4096.0,0.0,,,,,,,,,,2.0,1640.0,3410.0,3185.0,2446.0,863.0,877.0,1024.0,1060.0,744.0,4266.0,2.0,320.0,54.0,652.0,864.0,779.0,4218.0,4268.0,2.0,351.0,1412.0,3.0,,4268.0,3460.0,,,,,346.0,4266.0,,,,,,,,,,,,,,,
1,2021-05-12,688655,迅捷兴,-12.68,77.0,511.0,0.0,0.0,20.0,21.5,18.2,19.7,158270.0,0.73,14.63,30750.17,1618.15,91250.0,67020.0,1.36,8.24,-8.37,-13.28,3173.0,50.0,52.25,  -4650万,-7.79,-15.12, -498.1万, -126.1万,  -2952万,  -1074万,3174.0,0.251,0.0,-13.11,,,,,,,,4274.0,1384.0,412.0,3270.0,3046.0,1198.0,1136.0,1291.0,1228.0,923.0,2826.0,38.0,580.0,86.0,816.0,1091.0,695.0,163.0,4259.0,4274.0,857.0,1491.0,7.0,,4272.0,3569.0,,,,,857.0,2500.0,4269.0,4270.0,,,,,,,,,,,,,
2,2021-05-13,688655,迅捷兴,-5.58,7.0,65.0,12.0,0.0,18.89,19.79,18.52,18.6,88810.0,0.47,6.45,16895.94,241.01,51695.0,37115.0,1.39,0.43,-6.01,-4.62,2390.0,37.0,29.32,  -2753万,-4.89,-16.3,0, -257.5万,  -1761万, -734.6万,2391.0,0.015,0.0,-4.56,,,,,,,,4188.0,3183.0,1681.0,2848.0,3070.0,1273.0,1247.0,1278.0,1290.0,1586.0,4165.0,479.0,1061.0,668.0,1454.0,1706.0,1098.0,3089.0,4158.0,4189.0,1429.0,2000.0,49.0,,4273.0,3176.0,,,,,1429.0,4163.0,4274.0,4184.0,,,,,,,,,,,,,
3,2021-05-14,688655,迅捷兴,0.27,140.0,10.0,23.0,0.0,18.5,19.37,18.35,18.65,67406.0,0.44,5.48,12701.33,151.26,37524.0,29882.0,1.26,1.63,-3.72,-1.51,2041.0,33.0,22.25,  -1411万,-2.5,-11.11,0,  -74.9万, -648.0万, -688.2万,2041.0,0.055999999999999994,1.413,-2.09,-19.07,,,,,,,2976.0,1080.0,2773.0,2737.0,3100.0,1299.0,1277.0,1300.0,1309.0,1986.0,4237.0,729.0,1398.0,734.0,1866.0,2103.0,889.0,2186.0,3977.0,2781.0,1892.0,2232.0,74.0,,4243.0,3359.0,,,,,1892.0,4098.0,4274.0,2985.0,4271.0,,,,,,,,,,,,
4,2021-05-17,688655,迅捷兴,-4.24,27.0,78.0,50.0,0.0,18.49,18.87,17.81,17.86,62091.0,0.47,5.68,11288.93,60.73,41033.0,21058.0,1.95,0.28,-5.35,-5.02,2112.0,29.0,20.5,  -3622万,-6.7,-32.09,0, -813.6万,  -2119万, -689.9万,2112.0,0.001,1.139,-5.69,-12.12,,,,,,,3887.0,2359.0,1608.0,2361.0,3172.0,1323.0,1318.0,1347.0,1376.0,2106.0,4177.0,770.0,1568.0,1711.0,1900.0,2406.0,428.0,3389.0,4033.0,3731.0,1867.0,2434.0,89.0,,4278.0,3844.0,,,,,1867.0,4250.0,4275.0,3883.0,4174.0,,,,,,,,,,,,
5,2021-05-18,688655,迅捷兴,1.23,84.0,78.0,22.0,0.0,17.86,18.31,17.6,18.08,48888.0,0.41,3.98,8787.64,,27956.0,20932.0,1.34,2.73,-1.26,0.91,1671.0,29.0,16.14,  -1250万,-2.28,-14.22,0, -557.6万, -445.1万, -247.1万,1671.0,0.16,6.572,1.18,-6.69,-23.13,,,,,,1165.0,1398.0,1386.0,2702.0,3068.0,1373.0,1363.0,1370.0,1361.0,2132.0,4138.0,1252.0,1631.0,,2004.0,2198.0,1111.0,1087.0,2586.0,1323.0,2127.0,2243.0,131.0,,4248.0,3132.0,,,,,2127.0,3090.0,4269.0,1162.0,3747.0,4255.0,,,,,,,,,,,
6,2021-05-19,688655,迅捷兴,0.77,5.0,138.0,0.0,0.0,18.2,18.97,18.07,18.22,57236.0,0.67,4.98,10594.71,89.62,28790.0,28446.0,1.01,0.83,-3.95,1.29,1622.0,35.0,18.9,  -48.7万,-0.09,-0.46,0, -204.3万,  555.0万, -399.4万,1622.0,0.19,9.962,1.07,-3.51,-10.04,,,,,,1025.0,3295.0,1059.0,3293.0,3081.0,1348.0,1313.0,1337.0,1346.0,1937.0,2989.0,758.0,1457.0,1075.0,2072.0,1785.0,3073.0,2286.0,4004.0,864.0,2124.0,2016.0,112.0,,2071.0,1195.0,,,,,2124.0,2804.0,4270.0,1024.0,2976.0,4034.0,,,,,,,,,,,
7,2021-05-20,688655,迅捷兴,-3.07,11.0,4.0,5.0,0.0,18.05,18.22,17.65,17.66,43091.0,0.66,3.13,7682.74,47.31,26152.0,16939.0,1.54,0.06,-3.07,-2.96,1486.0,29.0,14.23,  -1640万,-3.07,-21.34,0,  -86.3万,  -1014万, -539.0万,1486.0,0.001,8.615,-3.35,-1.15,-8.93,,,,,,3831.0,2856.0,3506.0,3112.0,3152.0,1354.0,1374.0,1368.0,1385.0,2365.0,3381.0,1919.0,1852.0,1623.0,2247.0,2482.0,1022.0,4077.0,3576.0,3759.0,2379.0,2349.0,206.0,,4268.0,3274.0,,,,,2379.0,4260.0,4284.0,3830.0,2574.0,3769.0,,,,,,,,,,,
8,2021-05-24,688655,迅捷兴,0.9,35.0,6.0,0.0,0.0,17.66,17.89,17.53,17.86,24617.0,0.52,2.03,4364.27,32.63,11736.0,12881.0,0.91,1.88,-0.17,0.6,997.0,25.0,8.13,  206.2万,0.38,4.72,0,  -98.8万,  431.5万, -126.6万,998.0,0.23199999999999998,13.395999999999999,0.49,-1.65,0.57,,,,,,1613.0,2055.0,3283.0,3235.0,3079.0,1392.0,1393.0,1374.0,1377.0,2952.0,4030.0,3081.0,2483.0,1950.0,3017.0,2839.0,2898.0,1673.0,389.0,1452.0,3048.0,2604.0,434.0,,339.0,1382.0,,,,,3046.0,2718.0,4282.0,1606.0,3298.0,2178.0,,,,,,,,,,,
9,2021-05-25,688655,迅捷兴,-0.73,205.0,10.0,0.0,5.0,18.27,18.38,17.63,17.73,30362.0,0.75,4.2,5429.56,101.38,17378.0,12984.0,1.34,0.57,-3.54,-3.13,1195.0,25.0,10.02, -780.4万,-1.45,-14.37,0, -180.8万, -699.0万,   99.5万,1195.0,0.105,12.916,-3.89,-2.15,-4.46,-27.29,,,,,3620.0,794.0,2899.0,3274.0,2915.0,1340.0,1361.0,1372.0,1405.0,2829.0,3450.0,1053.0,2347.0,936.0,2709.0,2909.0,950.0,4000.0,4093.0,3646.0,2828.0,2651.0,349.0,,4237.0,3327.0,,,,,2828.0,3776.0,4286.0,3618.0,2787.0,3354.0,4258.0,,,,,,,,,,
