,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-06,603901,永创智能,-0.3,52.0,3.0,13.2,13.55,12.98,13.18,58620.0,0.83,4.31,7761.09,13.6,32125.0,26495.0,1.21,1.54,-2.73,-0.14,2827.0,21.0,3.13, -726.3万,-0.13,-9.36,0,  -68.6万,  142.2万, -799.9万,2827.0,0.894,58.611000000000004,0.91,-2.1,0.39,1.89,8.67,58.51,46.85,53.86,2755.0,1795.0,3622.0,1798.0,1800.0,1805.0,1815.0,1962.0,2195.0,1398.0,1750.0,2839.0,1872.0,2011.0,1540.0,1984.0,3373.0,3173.0,1116.0,2793.0,1345.0,,2919.0,2700.0,,,,,1112.0,343.0,826.0,2761.0,3158.0,1579.0,1108.0,933.0,125.0,436.0,135.0,,,,,,,,,,
1,2021-05-07,603901,永创智能,-1.52,61.0,43.0,13.12,13.33,12.98,12.98,54696.0,0.84,2.66,7185.28,,30488.0,24208.0,1.26,0.0,-2.63,-0.87,1850.0,30.0,2.92, -812.8万,-0.15,-11.31,0, -350.9万,  138.0万, -599.8万,1850.0,0.805,55.324,-0.23,0.05,0.79,1.56,10.88,49.64,42.09,52.81,2927.0,1532.0,1783.0,1826.0,1830.0,1821.0,1838.0,2069.0,2412.0,2683.0,1874.0,,2015.0,2106.0,,,,3279.0,1990.0,2275.0,,,2648.0,2514.0,,,,,1990.0,478.0,1001.0,2923.0,3033.0,2132.0,1345.0,700.0,195.0,462.0,143.0,36.0,53.0,3208.0,2785.0,,,,,,
2,2021-05-10,603901,永创智能,3.0,104.0,3.0,12.92,13.58,12.91,13.37,60059.0,0.91,5.16,7991.36,30.1,26838.0,33221.0,0.81,3.56,-1.55,2.74,2248.0,27.0,3.2,  857.8万,0.15,10.73,0,  428.7万,  164.6万,  264.5万,2248.0,0.95,60.03100000000001,3.08,3.69,0.64,6.54,14.53,55.69,46.12,57.35,679.0,1273.0,3653.0,1847.0,1787.0,1813.0,1781.0,2002.0,2217.0,958.0,1791.0,1983.0,2191.0,1802.0,3527.0,837.0,2482.0,737.0,1616.0,2473.0,1385.0,,836.0,712.0,,,,,1616.0,252.0,771.0,677.0,1729.0,2312.0,817.0,493.0,193.0,440.0,144.0,20.0,42.0,2716.0,2299.0,,,,,,
3,2021-05-11,603901,永创智能,-6.36,88.0,2.0,13.29,13.32,12.13,12.52,96548.0,1.57,8.9,12162.23,31.61,57959.0,38589.0,1.5,3.22,-6.01,-6.76,2668.0,36.0,5.15,  -2456万,-0.46,-20.2,0, -473.1万, -994.6万, -988.8万,2668.0,0.723,48.128,-6.97,-4.26,-3.9,-4.56,8.03,45.11,34.4,47.03,4208.0,1323.0,3814.0,1784.0,1823.0,1911.0,1895.0,1457.0,455.0,250.0,1334.0,2014.0,1276.0,1681.0,459.0,1094.0,4160.0,4209.0,1236.0,2004.0,824.0,,3893.0,3824.0,,,,,1236.0,731.0,1991.0,4205.0,3809.0,3727.0,2860.0,926.0,315.0,520.0,215.0,36.0,145.0,2519.0,1828.0,,,,,,
4,2021-05-12,603901,永创智能,2.0,21.0,38.0,12.5,12.95,12.1,12.77,72149.0,1.11,6.79,9067.47,19.88,34288.0,37861.0,0.91,5.54,-1.39,1.39,2392.0,30.0,3.85,  465.0万,0.08,5.13,0, -270.4万,  321.6万,  413.9万,2392.0,0.7559999999999999,51.193999999999996,1.57,-2.59,-1.86,-3.78,6.41,48.79,38.46,49.48,993.0,2269.0,1920.0,1894.0,1876.0,1932.0,1886.0,1742.0,1119.0,489.0,1610.0,2168.0,1798.0,1684.0,2659.0,425.0,3219.0,965.0,1402.0,2256.0,1091.0,,1298.0,1553.0,,,,,1402.0,754.0,1842.0,990.0,3625.0,3502.0,3145.0,996.0,322.0,499.0,215.0,10.0,88.0,2927.0,2123.0,,,,,,
5,2021-05-13,603901,永创智能,-3.13,81.0,14.0,12.56,12.74,12.29,12.37,41781.0,0.61,3.52,5203.55,61.15,21513.0,20268.0,1.06,0.65,-2.9,-2.17,1978.0,21.0,2.23, -149.9万,-0.03,-2.88,0,  -25.4万, -220.9万,   96.5万,1978.0,0.6940000000000001,46.463,-2.11,-7.49,-4.8,-4.41,2.6,33.02,36.47,45.88,3848.0,1495.0,2863.0,1910.0,1925.0,1920.0,1934.0,2446.0,3778.0,1698.0,2317.0,1556.0,2471.0,2366.0,2568.0,2560.0,3324.0,3856.0,1831.0,2818.0,1976.0,,1697.0,1697.0,,,,,1831.0,808.0,2349.0,3844.0,4111.0,3898.0,3280.0,1454.0,773.0,514.0,251.0,2.0,336.0,3121.0,1275.0,,,,,,
6,2021-05-14,603901,永创智能,10.02,78.0,12.0,12.33,13.61,12.33,13.61,79838.0,1.23,10.35,10599.39,32.67,37201.0,42637.0,0.87,10.38,0.0,8.25,1633.0,49.0,4.26,  646.0万,0.11,6.09,  125.7万,  -94.1万,   1365万, -750.9万,1633.0,0.992,59.085,7.67,6.96,2.56,3.34,6.3,44.26,49.59,57.83,46.0,1514.0,2650.0,1938.0,1817.0,1925.0,1798.0,1793.0,1302.0,132.0,1580.0,1840.0,1878.0,1708.0,2786.0,58.0,1.0,37.0,2313.0,1671.0,1123.0,,1198.0,1554.0,,,,,2313.0,65.0,1023.0,44.0,262.0,1045.0,1469.0,970.0,467.0,381.0,151.0,16317.0,0.0,109.0,3100.0,,,,,,
7,2021-05-17,603901,永创智能,5.07,714.0,10.0,14.15,14.96,13.91,14.3,173075.0,2.47,7.71,24735.98,565.12,77445.0,95630.0,0.81,2.8,-4.41,4.29,3396.0,51.0,9.23,   2637万,0.43,10.66, -251.3万,  478.4万,   1217万,   1193万,3396.0,0.972,64.15100000000001,3.61,9.2,3.1,3.71,6.58,49.7,60.73,64.31,173.0,375.0,3026.0,1731.0,1678.0,1728.0,1708.0,995.0,145.0,370.0,856.0,350.0,1202.0,861.0,3818.0,815.0,3852.0,140.0,806.0,1542.0,394.0,,215.0,445.0,,,,,806.0,113.0,443.0,171.0,101.0,566.0,958.0,751.0,308.0,321.0,101.0,58.0,290.0,2318.0,1383.0,,,,,,
8,2021-05-19,603901,永创智能,-1.91,62.0,60.0,13.62,13.73,13.36,13.36,67875.0,0.69,2.72,9169.9,76.0,37626.0,30249.0,1.24,0.0,-2.69,-1.4,2844.0,24.0,3.62, -984.2万,-0.17,-10.73,0, -246.3万, -424.2万, -313.8万,2844.0,0.871,54.113,-1.61,-3.04,2.09,0.11,-4.52,37.33,51.42,53.78,3570.0,1540.0,1638.0,1793.0,1804.0,1797.0,1821.0,1770.0,2849.0,2097.0,1605.0,1179.0,1749.0,1717.0,2163.0,4089.0,3513.0,3203.0,1002.0,2616.0,1174.0,,2722.0,2111.0,,,,,1002.0,401.0,1404.0,3567.0,2689.0,717.0,2287.0,1894.0,501.0,382.0,175.0,113.0,71.0,2088.0,2155.0,,,,,,
9,2021-05-20,603901,永创智能,0.0,34.0,5.0,13.33,13.62,13.26,13.36,54818.0,0.57,2.69,7374.23,122.5,28562.0,26256.0,1.09,0.75,-1.91,0.11,2251.0,24.0,2.92, -302.5万,-0.05,-4.1, -246.3万,   29.8万,   87.8万, -173.7万,2251.0,0.862,54.113,-0.27,-6.6,4.13,-1.11,0.82,38.34,51.67,53.51,1538.0,2066.0,3345.0,1819.0,1810.0,1801.0,1815.0,2091.0,3825.0,2364.0,1905.0,1008.0,2144.0,1990.0,2613.0,2614.0,2697.0,1378.0,1594.0,2641.0,1569.0,,1720.0,1655.0,,,,,1594.0,379.0,1336.0,1536.0,4123.0,453.0,1826.0,1214.0,403.0,359.0,177.0,276.0,13.0,1561.0,2751.0,,,,,,
