,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-17,688575,N亚辉龙,332.4,2041.0,3.0,248.0,0.0,65.0,73.8,62.6,64.0,259543.0,0.0,75.68,177249.48,7905.41,134054.0,125489.0,1.07,2.24,-13.28,331.65,4260.0,61.0,78.33,  -6310万,-2.98,-3.56,  -3634万, -613.3万, -283.6万,  -1780万,4263.0,0.032,,,,,,,,,,2.0,155.0,3718.0,1589.0,3172.0,286.0,250.0,293.0,296.0,672.0,4281.0,2.0,67.0,8.0,681.0,666.0,2759.0,1008.0,4266.0,2.0,314.0,1293.0,2.0,,4254.0,1535.0,,,,,313.0,4037.0,,,,,,,,,,,,,,,
1,2021-05-18,688575,亚辉龙,-5.0,589.0,3.0,9.0,0.0,66.0,67.7,60.0,60.8,109364.0,0.42,12.03,69213.25,,56068.0,53296.0,1.05,1.33,-10.19,-5.32,2832.0,39.0,33.01,  -1620万,-0.8,-2.34,  967.8万, -596.7万,  -2059万,   67.8万,2832.0,0.008,0.0,-5.05,,,,,,,,4227.0,396.0,3619.0,2932.0,3068.0,282.0,280.0,316.0,322.0,1231.0,4119.0,61.0,207.0,,1230.0,1220.0,2338.0,2382.0,4269.0,4240.0,1034.0,1777.0,21.0,,4109.0,1922.0,,,,,1034.0,4239.0,4272.0,4224.0,,,,,,,,,,,,,
2,2021-05-19,688575,亚辉龙,0.33,39.0,3.0,7.0,0.0,59.4,63.0,57.5,61.0,71451.0,0.39,9.05,42876.49,504.32,37557.0,33894.0,1.11,6.09,-3.17,0.84,2514.0,28.0,21.57,  -2103万,-1.04,-4.9, -904.7万,  -1159万, -172.4万,  133.8万,2514.0,0.189,6.306,0.62,,,,,,,,1295.0,1892.0,3649.0,3016.0,3081.0,333.0,316.0,337.0,322.0,1708.0,4213.0,188.0,403.0,260.0,1753.0,1609.0,2681.0,204.0,3780.0,1055.0,1266.0,2357.0,80.0,,4107.0,1572.0,,,,,1267.0,2819.0,4274.0,1297.0,,,,,,,,,,,,,
3,2021-05-20,688575,亚辉龙,9.51,19.0,27.0,1.0,0.0,62.16,68.8,61.68,66.8,81479.0,0.55,11.67,52904.5,432.09,36412.0,45067.0,0.81,8.3,-2.91,9.62,2708.0,30.0,24.59,   5791万,2.62,10.95,  239.2万,   4477万,   1077万,   -2.1万,2708.0,0.7090000000000001,68.44800000000001,9.23,4.35,,,,,,,66.0,2533.0,2235.0,3335.0,3152.0,313.0,287.0,310.0,292.0,1640.0,3896.0,65.0,360.0,417.0,1879.0,1422.0,3751.0,92.0,3500.0,62.0,1192.0,2296.0,66.0,,12.0,504.0,,,,,1192.0,806.0,237.0,64.0,522.0,,,,,,,,,,,,
4,2021-05-21,688575,亚辉龙,-0.16,59.0,2.0,0.0,2.0,66.51,66.8,60.21,66.69,64454.0,0.49,9.87,40911.65,345.37,34613.0,29841.0,1.16,10.76,-0.16,0.42,2051.0,31.0,19.45,  -2871万,-1.3,-7.02,  -1715万, -660.3万, -410.8万,  -85.1万,2051.0,0.7609999999999999,67.533,0.84,10.72,,,,,,,2312.0,1662.0,3796.0,3249.0,3021.0,292.0,296.0,315.0,287.0,1808.0,3981.0,123.0,416.0,383.0,1771.0,1800.0,2081.0,36.0,187.0,2447.0,1661.0,2211.0,106.0,,4177.0,2167.0,,,,,1661.0,624.0,256.0,2317.0,147.0,,,,,,,,,,,,
5,2021-05-24,688575,亚辉龙,-1.54,40.0,554.0,0.0,0.0,66.2,70.4,64.97,65.66,50656.0,0.43,8.14,34150.24,546.98,24937.0,25719.0,0.97,1.06,-6.73,-1.85,1902.0,27.0,15.29,  643.4万,0.3,1.88,  397.5万,  254.8万, -209.7万,  200.8万,1902.0,0.5529999999999999,59.512,-1.96,7.96,3.16,,,,,,3716.0,1954.0,422.0,3235.0,3079.0,287.0,275.0,285.0,293.0,2144.0,4213.0,275.0,549.0,301.0,2201.0,2083.0,2586.0,2690.0,4221.0,3632.0,1873.0,2475.0,168.0,,447.0,1656.0,,,,,1874.0,1350.0,847.0,3716.0,234.0,1171.0,,,,,,,,,,,
6,2021-05-25,688575,亚辉龙,4.71,107.0,2.0,0.0,0.0,67.0,69.88,63.78,68.75,47265.0,0.63,9.29,31734.84,208.77,21288.0,25977.0,0.82,7.79,-1.62,2.3,2199.0,21.0,14.27,   3308万,1.45,10.42,   2571万, -888.7万,   1359万,  266.6万,2199.0,0.887,70.74,1.55,0.37,10.55,,,,,,276.0,1195.0,3747.0,3274.0,3080.0,287.0,282.0,298.0,281.0,2328.0,3928.0,161.0,679.0,558.0,2491.0,2156.0,3363.0,110.0,3331.0,279.0,1685.0,2884.0,199.0,,52.0,882.0,,,,,1685.0,399.0,202.0,272.0,1085.0,168.0,,,,,,,,,,,
7,2021-05-26,688575,亚辉龙,-1.82,12.0,2.0,122.0,8.0,68.51,69.0,65.51,67.5,27083.0,0.43,5.08,18118.06,115.57,16687.0,10396.0,1.61,3.04,-2.17,-2.15,1850.0,15.0,8.17,  -4170万,-1.86,-23.01, -445.3万, -672.9万,  -1474万,  -1577万,1850.0,0.74,63.115,-1.86,-2.42,7.79,,,,,,3959.0,2796.0,3872.0,2697.0,3865.0,284.0,293.0,288.0,295.0,3018.0,4260.0,758.0,1126.0,1009.0,2829.0,3215.0,367.0,733.0,3262.0,4037.0,2125.0,3382.0,506.0,,4267.0,3923.0,,,,,2125.0,881.0,638.0,3958.0,2508.0,246.0,,,,,,,,,,,
8,2021-05-28,688575,亚辉龙,-3.69,2.0,1.0,0.0,0.0,68.79,70.88,64.5,65.3,47490.0,1.11,9.41,32258.75,200.92,18797.0,28693.0,0.66,1.24,-7.87,-3.46,1942.0,24.0,14.33,   6879万,3.18,21.32,   1337万,   1235万,   3629万,  677.8万,1942.0,0.32899999999999996,51.57100000000001,-3.37,-5.07,-5.73,,,,,,4129.0,3849.0,4002.0,3310.0,3126.0,284.0,283.0,307.0,305.0,2423.0,1710.0,167.0,722.0,769.0,2868.0,2030.0,4195.0,1352.0,4274.0,4137.0,2013.0,2825.0,215.0,,9.0,98.0,,,,,2013.0,2569.0,2192.0,4124.0,4178.0,3752.0,,,,,,,,,,,
9,2021-05-31,688575,亚辉龙,0.11,323.0,9.0,0.0,0.0,66.3,66.88,62.5,65.37,41511.0,1.05,6.71,26899.83,95.54,18963.0,22548.0,0.84,4.59,-2.26,-0.3,1746.0,24.0,12.53,   2377万,1.1,8.84, -175.9万,   1186万,  765.1万,  601.5万,1746.0,0.392,51.855,-0.09,-3.36,-3.86,-0.69,,,,,2758.0,663.0,3071.0,3435.0,3090.0,297.0,309.0,316.0,312.0,2578.0,1672.0,484.0,859.0,1279.0,2707.0,2393.0,3158.0,636.0,3771.0,2389.0,2219.0,2808.0,281.0,,158.0,1124.0,,,,,2219.0,2562.0,2438.0,2763.0,4029.0,3289.0,2189.0,,,,,,,,,,
