,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-19,688660,N电气,116.0,421.0,3.0,0.0,44.0,11.01,13.0,11.0,11.75,2536991.0,0.0,36.76,294281.08,11205.08,1428734.0,1108257.0,1.29,6.82,-9.62,116.5,4747.0,534.0,69.66,  -3.62亿,-8.45,-12.28,   2526万,  -2.14亿,  -1.47亿,  -2591万,4774.0,0.28300000000000003,,,,,,,,,,1.0,508.0,3649.0,3293.0,2363.0,2128.0,1900.0,2108.0,2030.0,12.0,4279.0,1.0,32.0,3.0,7.0,16.0,1987.0,157.0,4273.0,1.0,2.0,15.0,1.0,,4279.0,2242.0,,,,,1.0,2360.0,,,,,,,,,,,,,,,
1,2021-05-20,688660,电气风电,-5.11,257.0,240.0,295.0,0.0,11.25,12.16,10.8,11.15,1697618.0,0.67,11.57,193299.71,4418.57,931101.0,766517.0,1.21,3.24,-8.31,-4.99,4690.0,362.0,46.61,  -1.82亿,-4.47,-9.4,  -92.8万,  -9444万,  -7507万,  -1121万,4701.0,0.07400000000000001,0.0,-5.38,,,,,,,,4154.0,740.0,802.0,1513.0,3152.0,2089.0,1994.0,2123.0,2108.0,44.0,3322.0,68.0,61.0,35.0,35.0,55.0,2109.0,615.0,4270.0,4116.0,47.0,55.0,7.0,,4287.0,2170.0,,,,,43.0,3539.0,4290.0,4152.0,,,,,,,,,,,,,
2,2021-05-21,688660,电气风电,-9.6,349.0,891.0,0.0,3.0,10.79,10.79,10.05,10.08,1258384.0,0.59,6.64,130835.29,3219.4,751837.0,506547.0,1.48,0.3,-6.58,-9.02,4597.0,274.0,34.55,  -2.53亿,-6.9,-19.36,  -1.00亿,  -9058万,  -4255万,  -1989万,4601.0,0.0,0.0,-8.59,,,,,,,,4288.0,563.0,252.0,3249.0,2971.0,2174.0,2197.0,2257.0,2280.0,59.0,3440.0,402.0,96.0,30.0,40.0,94.0,1007.0,3420.0,4224.0,4288.0,85.0,79.0,22.0,,4289.0,3281.0,,,,,85.0,4279.0,4291.0,4286.0,,,,,,,,,,,,,
3,2021-05-24,688660,电气风电,-0.2,50.0,1230.0,69.0,0.0,10.08,10.38,9.94,10.06,723528.0,0.4,4.37,73505.24,690.57,394697.0,328831.0,1.2,1.21,-3.08,-0.51,4190.0,173.0,19.87,  -6602万,-1.8,-8.98,   39.7万,  -1577万,  -3700万,  -1364万,4195.0,0.035,0.0,-0.62,-14.06,,,,,,,2891.0,1775.0,208.0,2287.0,3079.0,2281.0,2263.0,2282.0,2290.0,157.0,4242.0,1183.0,217.0,231.0,139.0,184.0,1422.0,2459.0,3775.0,2717.0,289.0,227.0,105.0,,4229.0,2849.0,,,,,286.0,4063.0,4288.0,2891.0,4278.0,,,,,,,,,,,,
4,2021-05-25,688660,电气风电,-2.98,261.0,51.0,158.0,0.0,10.01,10.17,9.63,9.76,730407.0,0.47,5.37,71608.09,313.1,400633.0,329774.0,1.21,1.35,-4.03,-5.39,4188.0,174.0,20.05,  -6904万,-1.94,-9.64,  -1411万,  -2667万,  -1944万, -882.3万,4191.0,0.024,0.0,-6.14,-15.01,,,,,,,4201.0,677.0,1726.0,2032.0,3080.0,2303.0,2313.0,2345.0,2358.0,202.0,4228.0,637.0,281.0,393.0,158.0,243.0,1402.0,2624.0,4162.0,4203.0,386.0,273.0,102.0,,4264.0,2904.0,,,,,386.0,4237.0,4292.0,4197.0,4274.0,,,,,,,,,,,,
5,2021-05-26,688660,电气风电,0.2,138.0,475.0,2019.0,190.0,9.78,9.9,9.57,9.78,618465.0,0.45,3.38,60257.04,257.85,314289.0,304176.0,1.03,2.19,-1.21,-0.13,3898.0,159.0,16.98, -917.2万,-0.26,-1.52, -157.9万,  284.4万,  -1262万,  218.1万,3898.0,0.158,1.236,0.17,-6.61,-19.63,,,,,,2413.0,1086.0,528.0,614.0,2203.0,2358.0,2377.0,2376.0,2371.0,249.0,4242.0,1598.0,343.0,558.0,252.0,259.0,2220.0,1148.0,2203.0,2846.0,508.0,307.0,147.0,,3567.0,2071.0,,,,,508.0,3672.0,4297.0,2398.0,4053.0,4286.0,,,,,,,,,,,
6,2021-05-27,688660,电气风电,3.37,60.0,1615.0,2003.0,340.0,9.77,10.25,9.63,10.11,762264.0,0.76,6.34,75909.16,242.57,375694.0,386570.0,0.97,4.98,-1.37,2.94,3963.0,192.0,20.93,   1152万,0.31,1.52,   2007万,   1503万,  -2283万,  -74.4万,3963.0,0.503,19.017,3.04,-3.05,-12.25,,,,,,480.0,1707.0,168.0,627.0,1743.0,2378.0,2323.0,2381.0,2323.0,154.0,3346.0,492.0,245.0,578.0,163.0,159.0,2505.0,362.0,2764.0,453.0,465.0,206.0,105.0,,598.0,1782.0,,,,,465.0,1944.0,4293.0,479.0,3009.0,4261.0,,,,,,,,,,,
7,2021-05-28,688660,电气风电,-4.06,526.0,190.0,0.0,0.0,10.04,10.1,9.69,9.7,545850.0,0.67,4.06,53915.31,637.42,324172.0,221678.0,1.46,0.1,-3.96,-3.83,3764.0,145.0,14.99,  -1.01亿,-2.85,-18.69, -929.6万,  -4291万,  -4416万, -442.2万,3767.0,0.044000000000000004,15.325,-3.73,-0.66,-7.41,,,,,,4181.0,512.0,956.0,3310.0,3126.0,2339.0,2356.0,2368.0,2385.0,300.0,3900.0,1206.0,424.0,287.0,249.0,365.0,1650.0,4054.0,3842.0,4187.0,617.0,390.0,197.0,,4263.0,2656.0,,,,,616.0,4197.0,4296.0,4176.0,3003.0,4044.0,,,,,,,,,,,
8,2021-06-01,688660,电气风电,0.99,3.0,1057.0,0.0,0.0,9.08,9.27,9.03,9.17,353528.0,0.53,2.64,32411.97,242.36,187585.0,165943.0,1.13,1.55,-1.08,0.74,3059.0,116.0,9.71,  -1962万,-0.59,-6.05,0,  -13.0万,  -1122万, -827.2万,3061.0,0.21899999999999997,14.842,0.8,-9.36,-6.48,,,,,,,3715.0,256.0,3317.0,3104.0,2513.0,2511.0,2490.0,2506.0,535.0,,,771.0,726.0,497.0,566.0,,,,,1119.0,,,,,,,,,,1115.0,3596.0,4317.0,1654.0,4299.0,4233.0,,,,,,688660.0,电气风电,30.0,,,
9,2021-06-23,688660,电气风电,0.76,136.0,105.0,7.0,0.0,9.14,9.64,9.14,9.29,447820.0,1.81,5.42,42153.91,196.94,232182.0,215638.0,1.08,1.64,-3.63,0.51,3081.0,145.0,12.3,  -1560万,-0.46,-3.7,  470.4万, -749.5万, -542.1万, -738.5万,3081.0,0.674,,0.27,5.9,6.08,3.82,-1.6,,,,1353.0,1104.0,1273.0,3208.0,3092.0,2549.0,2484.0,2518.0,2512.0,380.0,345.0,765.0,587.0,681.0,354.0,400.0,2374.0,1739.0,3977.0,1129.0,1052.0,370.0,291.0,,3739.0,1937.0,,,,,1052.0,1362.0,,1349.0,498.0,867.0,1658.0,3510.0,,,,,,,,,
