,日期,代码,名称,代码.1,名称.1,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,代码.1Rank,名称.1Rank,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,竞价量Rank
0,2021-06-01,300997,欢乐家,300997.0,欢乐家,--  ,0,0,0,0,,,,,0,--  ,--  ,0.0,0.0,0,0,--  ,--  ,--  ,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,,,,,,,,,,,,1933.0,,,4303.0,4280.0,3317.0,3104.0,,,,,4313.0,,,4313.0,4159.0,4313.0,4313.0,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,
1,2021-06-23,300997,欢乐家,,,-5.68,17,132,12,0,20.79,20.79,19.72,19.75,183852,0.88,5.11,36777.25,143.24,104221,79631,1.31,0.15,-5.0,-6.69,3812,48,21.76,  -4897万,-2.93,-13.31,  298.6万,  -2998万,  -2369万,  171.4万,3812.0,0.092,,-6.18,-6.88,-1.01,-4.11,,,,,,,4308.0,2664.0,1117.0,3066.0,3092.0,1246.0,1278.0,1295.0,1326.0,991.0,2709.0,867.0,677.0,879.0,897.0,1070.0,1427.0,4178.0,4191.0,4313.0,619.0,1698.0,94.0,,4316.0,2892.0,,,,,619.0,3897.0,,4306.0,4265.0,3059.0,3780.0,,,,,,
2,2021-09-02,300997,欢乐家,,,-1.04,18,36,183,127,16.2,16.26,15.98,16.1,45751,0.73,1.72,7359.68,17.01,26535,19216,1.38,0.75,-0.98,-0.79,1707,27,5.41,  -1169万,-0.86,-15.88,0,  -88.3万, -647.5万, -433.1万,1707.0,0.085,40.713,-1.04,-4.0,-4.19,-5.44,-2.39,-16.14,,,,,3559.0,2634.0,2087.0,2466.0,2453.0,1725.0,1778.0,1722.0,1769.0,2749.0,2923.0,3794.0,2498.0,2865.0,2630.0,2876.0,851.0,3660.0,2055.0,3119.0,2852.0,2600.0,1234.0,,4280.0,3584.0,,,,,2852.0,3845.0,3612.0,3561.0,3353.0,3058.0,3510.0,3239.0,4024.0,,,105.0,3012.0
