,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-20,688076,N诺泰,397.8,136.0,5.0,0.0,4.0,83.0,83.15,75.0,77.5,311142.0,0.0,52.34,244625.15,14429.69,163425.0,147717.0,1.11,3.33,-6.79,397.87,4381.0,71.0,72.03,  -1.15亿,-3.44,-4.71,  -2054万,  -2694万,  -4997万,  -1785万,4387.0,0.18899999999999997,,,,,,,,,,1.0,1073.0,3345.0,3420.0,2991.0,193.0,204.0,230.0,227.0,546.0,4292.0,2.0,43.0,4.0,543.0,551.0,2524.0,585.0,4226.0,1.0,204.0,1039.0,1.0,,4275.0,1711.0,,,,,202.0,2705.0,,,,,,,,,,,,,,,
1,2021-05-21,688076,诺泰生物,0.65,45.0,2.0,0.0,4.0,79.03,80.0,75.01,78.0,135520.0,0.44,6.44,105778.29,2627.93,70329.0,65191.0,1.08,3.99,-2.5,1.23,3709.0,37.0,31.37,  -3802万,-1.13,-3.59,  -2025万,  -2207万,  124.8万,  304.7万,3713.0,0.431,100.0,1.65,,,,,,,,1389.0,1878.0,3796.0,3249.0,2941.0,219.0,221.0,231.0,221.0,1088.0,4131.0,432.0,121.0,37.0,1080.0,1049.0,2440.0,398.0,3150.0,1506.0,500.0,1945.0,34.0,,4148.0,1816.0,,,,,495.0,1645.0,1.0,1391.0,,,,,,,,,,,,,
2,2021-05-24,688076,诺泰生物,0.45,149.0,3.0,0.0,0.0,77.32,80.32,73.35,78.35,118159.0,0.53,8.94,91050.25,1533.82,64739.0,53420.0,1.21,6.82,-2.45,0.14,3469.0,34.0,27.35,  -8461万,-2.5,-9.29,  -6375万, -147.5万,  -1901万,  -36.4万,3469.0,0.615,100.0,0.03,,,,,,,,2100.0,1037.0,3638.0,3235.0,3079.0,226.0,220.0,238.0,222.0,1230.0,3993.0,202.0,156.0,91.0,1164.0,1285.0,1376.0,189.0,3525.0,1907.0,670.0,2117.0,46.0,,4259.0,2890.0,,,,,671.0,1146.0,1.0,2102.0,,,,,,,,,,,,,
3,2021-05-25,688076,诺泰生物,0.5,2.0,139.0,9.0,0.0,77.5,79.9,75.51,78.74,83952.0,0.45,5.6,64973.73,448.38,43315.0,40637.0,1.07,4.28,-1.45,-1.91,3101.0,27.0,19.43,  -1960万,-0.58,-3.02,  -1678万,  -2780万,  930.4万,   1567万,3101.0,0.7290000000000001,100.0,-2.66,-0.95,,,,,,,2085.0,3774.0,1049.0,2960.0,3080.0,232.0,227.0,233.0,229.0,1681.0,4242.0,575.0,315.0,283.0,1673.0,1684.0,2021.0,491.0,3161.0,2145.0,1010.0,2533.0,113.0,,3990.0,2231.0,,,,,1010.0,883.0,1.0,2081.0,1834.0,,,,,,,,,,,,
4,2021-05-26,688076,诺泰生物,-1.56,48.0,1324.0,12.0,4.0,79.99,85.58,77.51,77.51,106330.0,0.66,10.25,86297.82,1005.99,54638.0,51692.0,1.06,0.0,-9.43,-1.9,3262.0,33.0,24.62,  -2171万,-0.65,-2.52,  802.6万,  -1552万,  -1729万,  307.2万,3262.0,0.312,46.38800000000001,-1.6,-4.26,,,,,,,3865.0,1810.0,220.0,3826.0,3990.0,222.0,203.0,227.0,235.0,1495.0,3798.0,114.0,214.0,166.0,1470.0,1497.0,2058.0,4232.0,4295.0,3963.0,895.0,2260.0,72.0,,4069.0,2199.0,,,,,895.0,2755.0,3219.0,3863.0,3565.0,,,,,,,,,,,,
5,2021-05-27,688076,诺泰生物,6.21,65.0,4.0,146.0,103.0,77.61,84.07,77.6,82.32,103148.0,0.68,8.35,82808.66,1691.87,52023.0,51125.0,1.02,6.08,-2.08,5.77,3527.0,29.0,23.88, -614.5万,-0.17,-0.74,   1086万, -207.0万, -675.7万, -818.2万,3527.0,0.894,83.544,5.87,1.52,3.29,,,,,,170.0,1654.0,3556.0,2552.0,2623.0,232.0,213.0,228.0,216.0,1534.0,3700.0,247.0,226.0,83.0,1547.0,1492.0,2231.0,244.0,3487.0,162.0,712.0,2531.0,74.0,,3257.0,2035.0,,,,,712.0,424.0,26.0,170.0,729.0,794.0,,,,,,,,,,,
6,2021-05-28,688076,诺泰生物,2.2,16.0,15.0,0.0,0.0,82.5,90.5,81.01,84.13,102914.0,0.94,11.53,87878.58,303.91,49900.0,53014.0,0.94,3.85,-7.04,2.42,3732.0,28.0,23.82,   2670万,0.73,3.04,   3705万,  -2385万,  435.9万,  914.0万,3732.0,0.794,87.152,2.52,6.8,4.22,,,,,,471.0,2716.0,2741.0,3310.0,3126.0,216.0,190.0,218.0,211.0,1565.0,2594.0,66.0,220.0,539.0,1718.0,1381.0,3516.0,352.0,4244.0,483.0,627.0,2587.0,80.0,,147.0,786.0,,,,,627.0,704.0,15.0,466.0,349.0,566.0,,,,,,,,,,,
7,2021-05-31,688076,诺泰生物,9.59,132.0,3.0,10.0,0.0,85.0,92.97,84.66,92.2,80071.0,0.78,9.88,70672.36,1105.72,37977.0,42094.0,0.9,8.91,-0.83,9.18,3405.0,24.0,18.54,   3835万,0.96,5.43,   25.4万, -682.7万,   3952万,  539.9万,3406.0,0.997,93.741,9.4,18.75,14.26,,,,,,127.0,1213.0,3625.0,3044.0,3090.0,206.0,185.0,201.0,181.0,1843.0,3100.0,161.0,297.0,174.0,1923.0,1733.0,2845.0,141.0,2145.0,81.0,815.0,2808.0,136.0,,193.0,1432.0,,,,,813.0,108.0,6.0,126.0,73.0,157.0,,,,,,,,,,,
8,2021-06-23,688076,诺泰生物,-0.4,2.0,17.0,0.0,0.0,75.7,76.8,73.8,75.5,22921.0,0.75,3.96,17218.83,45.37,12308.0,10613.0,1.16,2.3,-1.69,-0.64,2055.0,11.0,5.31,  -1257万,-0.39,-7.3,  144.0万, -151.2万,  -1210万,  -40.3万,2055.0,0.41,,-0.89,6.33,12.03,1.22,-0.9,,,,2596.0,3860.0,2662.0,3562.0,3092.0,249.0,262.0,254.0,258.0,3309.0,3480.0,1361.0,1258.0,1755.0,3296.0,3249.0,2005.0,1225.0,2735.0,2130.0,1967.0,3840.0,1064.0,,3643.0,2304.0,,,,,1967.0,2461.0,,2590.0,452.0,361.0,2344.0,3404.0,,,,,,,,,
9,2021-09-02,688076,诺泰生物,-3.66,20.0,126.0,196.0,3.0,48.48,48.6,46.81,46.92,14759.0,0.59,3.68,7017.56,10.67,10282.0,4477.0,2.3,0.23,-3.46,-4.49,1093.0,14.0,3.42,  -2755万,-1.36,-39.26,0, -839.7万,  -1295万, -620.0万,1094.0,0.001,34.961,-3.65,-3.42,-12.16,-22.16,-22.66,-32.06,,,4311.0,2502.0,1197.0,2422.0,4088.0,483.0,502.0,495.0,515.0,3841.0,3779.0,2133.0,2564.0,3242.0,3612.0,4069.0,35.0,4316.0,4043.0,4342.0,3653.0,3556.0,2017.0,,4384.0,4413.0,,,,,3650.0,4431.0,4104.0,4310.0,3203.0,4220.0,4409.0,4343.0,4284.0,,,,,,,22.0,3859.0
