,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,RSI1,竞价量Rank,RSI1Rank
0,2021-06-23,300984,C金沃,-5.64,2,1,0,0,51.97,52.35,50.1,50.23,29920,0.69,4.23,15221.91,150.19,17471,12449,1.4,0.26,-4.05,-6.64,2843,11,24.93,  -2541万,-4.22,-16.7,0, -299.3万,  -1246万, -996.4万,2843,0.002,-6.13,-12.34,,,,,,,4306.0,3860.0,4064.0,3562.0,3092.0,414.0,422.0,421.0,435.0,3005.0,3748.0,1217.0,1372.0,849.0,2878.0,3088.0,1130.0,4018.0,4058.0,4311.0,1230.0,3840.0,65.0,,4326.0,3205.0,,,,,1230.0,4326.0,4303.0,4319.0,,,,,,,,,,
1,2021-09-02,300984,金沃股份,0.51,8,21,1,3,42.96,43.35,42.61,43.08,4644,0.81,1.73,1998.12,15.04,2777,1867,1.49,1.1,-0.62,0.77,714,7,3.87, -388.6万,-0.75,-19.45,0,0, -166.1万, -222.4万,714,0.242,0.51,-1.0,-4.06,-4.63,1.39,,,,2137.0,3226.0,2490.0,4375.0,4088.0,567.0,583.0,563.0,580.0,4351.0,2452.0,3783.0,3919.0,2960.0,4334.0,4365.0,588.0,3162.0,1339.0,1804.0,4108.0,4238.0,1793.0,,4235.0,3841.0,,,,,4108.0,2949.0,2139.0,2340.0,3026.0,3403.0,2770.0,,,,35.0,44.104,3670.0,3239.0
