,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,RSI1,竞价量Rank,RSI1Rank
0,2021-06-23,1207,N联科,44.01,138011,0,266709,0,17.12,20.55,17.12,20.55,2031,0.0,24.04,415.74,8.16,1800,231,7.79,20.04,0.0,43.0,298,7,0.45, -322.3万,-0.34,-77.53,0,0,  -17.7万, -304.7万,298,1.0,,,,,,,,,3.0,6.0,4307.0,5.0,3092.0,1526.0,1293.0,1501.0,1267.0,4325.0,4333.0,3.0,4315.0,3182.0,4294.0,4335.0,7.0,3.0,1.0,3.0,4288.0,4171.0,4225.0,,3518.0,4329.0,,,,,4288.0,1.0,,,,,,,,,,,,
1,2021-09-02,001207,联科科技,1.17,5,108,212,513,23.48,24.26,23.2,24.13,56495,0.51,4.44,13448.71,124.91,28670,27825,1.03,4.01,-0.54,1.43,2928,19,12.42, -182.6万,-0.17,-1.36,  195.8万,  -10.5万, -221.6万, -146.3万,2928,0.131,1.18,-6.2,-8.32,-16.94,17.17,,,,1604.0,3471.0,1287.0,2365.0,1442.0,1215.0,1209.0,1211.0,1197.0,2513.0,4166.0,1691.0,1822.0,1234.0,2530.0,2492.0,2212.0,1076.0,1178.0,1386.0,1613.0,3121.0,316.0,,3203.0,2207.0,,,,,1614.0,3512.0,1599.0,3834.0,3865.0,4339.0,782.0,,,,532.0,46.699,1683.0,2918.0
