,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,代码.1,名称.1,代码.1Rank,名称.1Rank,竞价量,竞价量Rank
0,2021-05-13,688685,N迈信林,240.0,70.0,5.0,7.0,0.0,28.1,36.3,28.1,30.67,192585.0,0.0,90.91,61150.07,2318.51,98345.0,94240.0,1.04,9.15,-15.51,240.98,3897.0,49.0,84.65, -938.0万,-1.34,-1.53,  872.0万, -569.9万,  148.0万,  -1388万,3899.0,0.197,,,,,,,,,,1.0,1582.0,3489.0,2978.0,3070.0,841.0,611.0,821.0,747.0,850.0,4278.0,2.0,275.0,72.0,864.0,837.0,2673.0,63.0,4279.0,1.0,432.0,1567.0,1.0,,4159.0,1551.0,,,,,432.0,2663.0,,,,,,,,,,,,,,,
1,2021-05-14,688685,迈信林,-5.8,26.0,332.0,0.0,21.0,29.79,33.27,28.66,28.89,154817.0,0.8,15.03,47567.45,1518.61,83920.0,70897.0,1.18,0.8,-13.17,-7.58,3137.0,49.0,68.05,  -3675万,-5.59,-7.73,  -1655万,  549.0万,  -1809万, -761.1万,3141.0,0.009000000000000001,0.0,-8.16,,,,,,,,4259.0,2336.0,568.0,3369.0,2665.0,779.0,700.0,805.0,823.0,1122.0,3053.0,26.0,423.0,72.0,1031.0,1216.0,1150.0,3551.0,4276.0,4257.0,992.0,1671.0,1.0,,4274.0,3066.0,,,,,989.0,4263.0,4275.0,4259.0,,,,,,,,,,,,,
2,2021-05-17,688685,迈信林,-14.26,10.0,29.0,16.0,0.0,26.97,27.2,24.38,24.77,109109.0,0.63,9.76,27881.52,916.51,66392.0,42717.0,1.55,1.6,-8.93,-15.04,2635.0,41.0,47.96,  -5974万,-10.6,-21.43, -721.1万,  -2089万,  -2813万, -350.8万,2637.0,0.019,0.0,-15.72,,,,,,,,4267.0,2992.0,2335.0,2776.0,3172.0,900.0,908.0,968.0,975.0,1465.0,3846.0,202.0,750.0,216.0,1343.0,1609.0,1084.0,1378.0,4221.0,4264.0,1393.0,1923.0,6.0,,4282.0,3184.0,,,,,1392.0,4133.0,4276.0,4265.0,,,,,,,,,,,,,
3,2021-05-18,688685,迈信林,7.19,33.0,88.0,8.0,0.0,24.45,28.4,24.11,26.55,113661.0,0.75,17.32,29755.36,,53860.0,59801.0,0.9,10.12,-6.51,6.86,2718.0,42.0,49.96,   1647万,2.73,5.53,  393.4万,  854.1万,  947.0万, -547.6万,2719.0,0.535,24.928,7.14,-17.33,,,,,,,119.0,2052.0,1306.0,2958.0,3068.0,987.0,863.0,981.0,918.0,1189.0,2307.0,16.0,588.0,,1263.0,1113.0,3132.0,81.0,4239.0,126.0,1116.0,1646.0,7.0,,15.0,1120.0,,,,,1115.0,1446.0,4235.0,116.0,4234.0,,,,,,,,,,,,
4,2021-05-19,688685,迈信林,-5.54,125.0,786.0,0.0,13.0,25.5,25.86,24.8,25.08,68495.0,0.48,3.99,17297.06,419.21,40424.0,28071.0,1.44,1.13,-3.02,-5.03,1980.0,35.0,30.11,  -3098万,-5.43,-17.91, -472.2万,  -1138万, -798.1万, -689.1万,1981.0,0.1,20.404,-5.24,-14.39,,,,,,,4250.0,1105.0,283.0,3293.0,2701.0,951.0,959.0,962.0,970.0,1753.0,4024.0,1149.0,991.0,308.0,1665.0,1803.0,1511.0,1857.0,3717.0,4228.0,1724.0,2016.0,33.0,,4276.0,2756.0,,,,,1724.0,3427.0,4252.0,4249.0,4232.0,,,,,,,,,,,,
5,2021-05-20,688685,迈信林,-0.52,75.0,19.0,0.0,0.0,24.92,25.79,24.42,24.95,54377.0,0.43,5.46,13632.24,36.61,29755.0,24622.0,1.21,2.17,-3.26,-0.4,1933.0,28.0,23.9,  -1258万,-2.22,-9.23,0, -285.2万, -870.0万, -103.1万,1933.0,0.11699999999999999,20.058,-0.79,0.7,-22.52,,,,,,2124.0,1507.0,2517.0,3420.0,3152.0,972.0,957.0,971.0,969.0,2105.0,4201.0,677.0,1278.0,1824.0,2102.0,2061.0,2109.0,1085.0,3647.0,1895.0,1879.0,2392.0,68.0,,4239.0,2154.0,,,,,1879.0,3189.0,4262.0,2117.0,1423.0,4255.0,,,,,,,,,,,
6,2021-05-21,688685,迈信林,-4.09,91.0,8.0,0.0,5.0,25.0,25.05,23.68,23.93,50222.0,0.5,5.49,12180.63,40.37,33447.0,16775.0,1.99,1.06,-4.47,-3.51,1712.0,29.0,22.08,  -4035万,-7.41,-33.13,  183.9万,  -1243万,  -2333万, -642.9万,1712.0,0.015,17.54,-3.08,-8.84,-17.63,,,,,,4177.0,1350.0,3138.0,3249.0,2895.0,968.0,987.0,1003.0,1006.0,2095.0,3941.0,628.0,1299.0,1588.0,1820.0,2423.0,263.0,1900.0,4054.0,4187.0,2003.0,2306.0,74.0,,4292.0,4033.0,,,,,2003.0,4133.0,4274.0,4175.0,4248.0,4257.0,,,,,,,,,,,
7,2021-05-24,688685,迈信林,0.21,7.0,10.0,0.0,7.0,23.76,24.48,23.71,23.98,25672.0,0.32,3.22,6172.06,13.5,14342.0,11330.0,1.27,1.14,-2.04,-0.1,1178.0,22.0,11.28, -715.3万,-1.31,-11.59,0,  -49.7万, -631.1万,  -34.4万,1179.0,0.047,18.083,-0.21,-4.06,-2.62,,,,,,2422.0,3242.0,2924.0,3235.0,2855.0,1019.0,1012.0,1000.0,1013.0,2896.0,4274.0,1924.0,2077.0,2662.0,2788.0,2969.0,1159.0,2570.0,3259.0,2196.0,2774.0,2783.0,262.0,,4184.0,3105.0,,,,,2771.0,3981.0,4276.0,2421.0,3925.0,3585.0,,,,,,,,,,,
8,2021-05-26,688685,迈信林,-1.15,15.0,30.0,811.0,45.0,24.49,24.49,23.84,24.02,37095.0,0.72,2.67,8953.99,130.34,21040.0,16055.0,1.31,0.76,-1.92,-1.49,1337.0,28.0,16.31,  -1192万,-2.18,-13.32,0, -257.0万, -582.2万, -353.3万,1337.0,0.141,20.788,-1.19,-3.26,-7.09,,,,,,3677.0,2658.0,2293.0,1198.0,3136.0,1005.0,1036.0,1018.0,1035.0,2679.0,3573.0,2234.0,1855.0,917.0,2569.0,2769.0,971.0,3015.0,3052.0,3832.0,2750.0,2529.0,163.0,,4277.0,3320.0,,,,,2750.0,3783.0,4284.0,3675.0,3091.0,4011.0,,,,,,,,,,,
9,2021-05-27,688685,迈信林,1.29,44.0,94.0,122.0,23.0,24.05,24.49,23.86,24.33,36609.0,0.81,2.62,8875.36,17.13,19062.0,17547.0,1.09,1.97,-0.65,0.86,1380.0,27.0,16.09, -359.3万,-0.65,-4.05,0, -567.8万,  332.3万, -123.7万,1380.0,0.48,24.333,0.96,-2.08,-5.41,-27.59,,,,,1251.0,1964.0,1395.0,2704.0,3508.0,1033.0,1044.0,1032.0,1043.0,2711.0,3065.0,2081.0,1866.0,2548.0,2674.0,2711.0,1874.0,1432.0,1343.0,1139.0,2654.0,2627.0,174.0,,4041.0,2394.0,,,,,2654.0,2061.0,4281.0,1250.0,2327.0,3983.0,4268.0,,,,,,,,,,
10,2021-05-28,688685,迈信林,1.52,15.0,11.0,0.0,0.0,24.28,25.74,24.01,24.7,61552.0,1.47,7.11,15371.35,56.49,27985.0,33567.0,0.83,2.87,-4.04,1.74,1924.0,32.0,27.06,   1422万,2.53,9.25,0,  171.2万,   1381万, -130.3万,1924.0,0.545,28.449,1.84,1.6,-0.42,-18.62,,,,,627.0,2755.0,2917.0,3310.0,3126.0,1044.0,1001.0,1026.0,1019.0,2138.0,680.0,355.0,1331.0,1630.0,2387.0,1862.0,3856.0,542.0,3877.0,637.0,2028.0,2396.0,60.0,,19.0,441.0,,,,,2028.0,1558.0,4263.0,622.0,1401.0,1469.0,4228.0,,,,,,,,,,
11,2021-05-31,688685,迈信林,10.36,5.0,5.0,0.0,0.0,24.93,27.94,24.48,27.26,89574.0,2.03,14.01,23329.24,113.77,39346.0,50228.0,0.78,11.36,-2.43,9.96,2633.0,34.0,39.37,   2900万,4.68,12.43,0,   1019万,   2237万, -356.5万,2633.0,0.944,49.085,10.17,13.28,10.26,7.23,,,,,33.0,3468.0,3349.0,3435.0,3090.0,1002.0,935.0,1011.0,948.0,1716.0,243.0,38.0,958.0,1153.0,1876.0,1525.0,3473.0,57.0,3855.0,33.0,1379.0,2273.0,15.0,,4.0,815.0,,,,,1379.0,392.0,2899.0,32.0,169.0,283.0,733.0,,,,,,,,,,
