,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,RSI1,竞价量Rank,RSI1Rank
0,2021-06-23,688621,阳光诺和,-9.95,5,100,1,0,117.0,119.1,106.93,107.2,55646,0.59,10.22,62334.48,334.76,34297,21349,1.61,0.25,-9.99,-10.2,2874,19,34.23,  -1.44亿,-8.25,-23.07,  -3885万,  -4720万,  -5007万, -768.0万,2874,0.0,-10.45,,,,,,,,4329.0,3444.0,1314.0,3490.0,3092.0,133.0,134.0,144.0,148.0,2290.0,4107.0,149.0,378.0,445.0,2121.0,2464.0,658.0,4035.0,4318.0,4329.0,1210.0,3139.0,28.0,,4335.0,3660.0,,,,,1210.0,4332.0,4326.0,,,,,,,,,,,
1,2021-09-02,688621,阳光诺和,-3.45,24,1,12,19,103.0,107.69,100.66,102.25,9753,0.83,6.64,10076.89,246.09,6033,3720,1.62,1.58,-5.05,-4.29,1224,8,5.65,  -2375万,-1.35,-23.57,0, -657.4万,  -1292万, -425.6万,1224,0.369,-3.45,-5.87,-11.2,5.39,28.29,,,,4291.0,2373.0,4168.0,3964.0,3533.0,185.0,182.0,185.0,188.0,4099.0,2340.0,827.0,2137.0,798.0,4034.0,4157.0,382.0,2573.0,4313.0,4329.0,3458.0,4148.0,1165.0,,4383.0,4062.0,,,,,3458.0,2376.0,4292.0,3776.0,4157.0,1557.0,343.0,,,,239.0,54.246,2347.0,2022.0
