,日期,代码,名称,涨幅%,开买量,开卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,买量,卖量,买量Rank,卖量Rank,代码.1,名称.1,代码.1Rank,名称.1Rank
0,2021-05-06,300809,华辰装备,5.43,66.0,5.0,16.83,18.38,16.83,17.86,42754.0,1.03,9.15,7648.46,49.48,20857.0,21897.0,0.95,6.12,-2.83,7.01,2034.0,21.0,9.4,  199.0万,0.24,2.6,0,  331.8万,  180.1万, -312.8万,2034.0,0.8859999999999999,62.735,6.65,0.19,3.67,8.42,18.15,21.48,-34.46,4.19,208.0,1645.0,3357.0,1425.0,1330.0,1400.0,1338.0,2331.0,1419.0,204.0,1764.0,1673.0,2386.0,2230.0,2798.0,227.0,3431.0,184.0,1714.0,2793.0,306.0,,540.0,1445.0,,,,,1710.0,360.0,538.0,205.0,2162.0,795.0,487.0,370.0,857.0,2366.0,1438.0,,,,,,,,
1,2021-05-07,300809,华辰装备,4.98,46.0,2.0,17.63,19.1,17.63,18.75,59827.0,1.46,8.23,11034.92,,28385.0,31442.0,0.9,6.35,-1.83,6.93,2434.0,25.0,13.15,  571.2万,0.67,5.18,0,   13.2万,  312.5万,  245.4万,2434.0,0.968,68.2,6.27,10.28,9.86,16.68,21.18,27.36,-28.81,10.48,184.0,1765.0,3726.0,1366.0,1281.0,1336.0,1274.0,1976.0,619.0,310.0,1437.0,,2101.0,1832.0,,,,149.0,1460.0,2528.0,,,129.0,992.0,,,,,1460.0,121.0,208.0,182.0,271.0,344.0,179.0,254.0,650.0,2140.0,1048.0,142.0,41.0,2249.0,2937.0,,,,
2,2021-05-10,300809,华辰装备,8.96,1.0,94.0,18.73,20.7,18.52,20.43,84913.0,1.86,11.63,16791.15,68.36,34563.0,50350.0,0.69,10.31,-1.3,9.07,3045.0,28.0,18.66,   3174万,3.41,18.9,0,  121.6万,   1810万,   1242万,3046.0,0.985,75.503,9.03,23.16,15.79,27.19,29.47,41.31,-22.88,20.08,127.0,3941.0,1443.0,1274.0,1172.0,1259.0,1156.0,1578.0,336.0,74.0,1057.0,1345.0,1907.0,1349.0,3975.0,58.0,2184.0,122.0,983.0,2417.0,104.0,,8.0,264.0,,,,,983.0,150.0,115.0,126.0,72.0,209.0,95.0,145.0,375.0,1862.0,673.0,0.0,0.0,3238.0,3013.0,,,,
3,2021-05-11,300809,华辰装备,8.17,1114.0,1.0,20.5,24.35,20.5,22.1,107140.0,2.16,18.84,24304.5,164.41,47995.0,59145.0,0.81,7.8,-9.24,7.82,2970.0,36.0,23.55,   2528万,2.51,10.4,  230.9万,   1910万,  119.6万,  267.8万,2970.0,0.841,80.337,7.56,24.49,28.87,35.32,42.42,57.45,-15.23,28.97,92.0,231.0,4011.0,1150.0,984.0,1129.0,1084.0,1355.0,164.0,17.0,784.0,800.0,1483.0,1245.0,3357.0,130.0,4244.0,90.0,1011.0,2004.0,82.0,,12.0,909.0,,,,,1011.0,434.0,41.0,89.0,25.0,44.0,40.0,62.0,186.0,1500.0,431.0,0.0,0.0,3185.0,3049.0,,,,
4,2021-05-12,300809,华辰装备,0.27,9.0,1.0,20.68,22.66,20.66,22.16,68157.0,1.06,9.05,14750.03,483.49,30841.0,37316.0,0.83,7.26,-2.21,-0.43,2671.0,26.0,14.98,   1411万,1.4,9.57,  193.0万,  641.5万,   52.8万,  524.0万,2671.0,0.851,80.486,-0.16,17.22,32.36,38.64,37.97,62.16,-15.46,28.89,2584.0,2965.0,4007.0,1150.0,1089.0,1130.0,1103.0,1824.0,1254.0,240.0,1126.0,289.0,1940.0,1704.0,3111.0,222.0,3758.0,2633.0,1179.0,2461.0,189.0,,67.0,1122.0,,,,,1179.0,515.0,60.0,2580.0,62.0,38.0,48.0,92.0,193.0,1526.0,456.0,6.0,0.0,3026.0,3046.0,,,,
5,2021-05-13,300809,华辰装备,-5.23,57.0,5.0,21.81,22.13,21.0,21.0,47819.0,0.66,5.1,10243.13,42.75,25642.0,22177.0,1.16,0.0,-5.11,-4.19,2600.0,18.0,10.51, -737.8万,-0.77,-7.2,0,  -59.0万, -272.1万, -406.7万,2600.0,0.5920000000000001,69.51899999999999,-4.21,2.78,18.93,23.19,33.96,57.35,-23.44,23.3,4169.0,1739.0,3489.0,1114.0,1126.0,1129.0,1153.0,2297.0,3544.0,826.0,1541.0,1870.0,2299.0,2270.0,2046.0,4105.0,4077.0,4168.0,1249.0,3037.0,327.0,,4001.0,2208.0,,,,,1249.0,1115.0,224.0,4165.0,1085.0,96.0,140.0,121.0,250.0,1937.0,610.0,0.0,0.0,3246.0,3070.0,,,,
6,2021-05-14,300809,华辰装备,2.24,93.0,22.0,21.01,22.26,21.01,21.47,43435.0,0.59,5.95,9372.28,124.8,21036.0,22399.0,0.94,2.19,-3.55,0.15,2370.0,18.0,9.55,  314.3万,0.32,3.35,0,  278.9万,   90.2万,  -54.7万,2370.0,0.6409999999999999,71.229,-0.12,-4.59,12.21,23.28,34.61,60.43,-33.45,23.71,996.0,1389.0,2208.0,1152.0,1121.0,1138.0,1135.0,2505.0,3974.0,626.0,1720.0,866.0,2518.0,2442.0,2370.0,1533.0,3940.0,1061.0,1589.0,3098.0,365.0,,536.0,1839.0,,,,,1589.0,1100.0,195.0,996.0,3906.0,189.0,129.0,107.0,227.0,2353.0,573.0,0.0,0.0,3369.0,3100.0,,,,
7,2021-05-17,300809,华辰装备,7.31,19.0,2.0,21.01,23.87,20.91,23.04,72649.0,1.03,13.79,16478.73,145.18,35320.0,37329.0,0.95,10.19,-3.48,5.57,3022.0,24.0,15.97,  461.0万,0.44,2.8,0, -265.9万,  268.9万,  458.1万,3022.0,0.941,76.062,5.86,1.19,8.92,26.5,39.09,68.82,-24.34,31.19,90.0,2612.0,3841.0,1160.0,1039.0,1142.0,1056.0,1917.0,2097.0,62.0,1171.0,1023.0,2080.0,1735.0,3270.0,46.0,3477.0,102.0,1102.0,2699.0,158.0,,210.0,982.0,,,,,1102.0,188.0,64.0,88.0,592.0,194.0,65.0,69.0,132.0,1696.0,384.0,0.0,0.0,3257.0,3172.0,,,,
8,2021-05-19,300809,华辰装备,2.15,10.0,4.0,22.24,23.53,22.01,22.81,45020.0,0.79,6.81,10364.46,30.91,18972.0,26048.0,0.73,3.63,-3.06,1.92,2572.0,18.0,9.9,   1642万,1.58,15.85,  195.9万,   55.8万,  494.0万,  896.6万,2572.0,0.8690000000000001,71.86,2.45,5.03,0.4,33.7,36.13,64.04,-20.63,30.13,550.0,2827.0,3534.0,1099.0,1055.0,1094.0,1073.0,2237.0,2225.0,381.0,1474.0,1865.0,2573.0,1885.0,4033.0,536.0,3741.0,641.0,1227.0,3036.0,341.0,,36.0,233.0,,,,,1227.0,404.0,154.0,549.0,333.0,1041.0,51.0,96.0,170.0,1576.0,417.0,0.0,0.0,3293.0,3081.0,,,,
9,2021-05-20,300809,华辰装备,-3.95,111.0,3.0,22.52,23.05,21.6,21.91,48214.0,0.93,6.36,10617.73,77.47,22662.0,25552.0,0.89,1.44,-4.95,-4.3,3013.0,16.0,10.6,  638.7万,0.64,6.01,0,  523.8万, -328.6万,  443.5万,3013.0,0.531,65.009,-4.22,-4.93,0.46,20.2,30.43,52.34,-26.06,24.75,3995.0,1208.0,3635.0,1090.0,1087.0,1124.0,1130.0,2232.0,1858.0,474.0,1521.0,1285.0,2424.0,2028.0,3474.0,1645.0,4104.0,4021.0,976.0,3248.0,332.0,,147.0,789.0,,,,,976.0,1312.0,389.0,3993.0,3961.0,891.0,109.0,118.0,210.0,1804.0,496.0,0.0,0.0,3420.0,3152.0,,,,
