,日期,代码,名称,代码.1,名称.1,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,RSI1,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,代码.1Rank,名称.1Rank,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,RSI1Rank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,竞价量Rank
0,2021-06-01,688345,博力威,688345.0,博力威,--  ,0,0,0,0,,,,,0,--  ,--  ,0.0,0.0,0,0,--  ,--  ,--  ,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,,,,,,,,,,,,130.0,,,4303.0,4280.0,3317.0,3104.0,,,,,4313.0,,,4313.0,4159.0,4313.0,4313.0,,,,,4316.0,,,,,,,,,,,,,,,,,,,,,,
1,2021-06-23,688345,博力威,,,-1.97,5,7,2,0,68.35,68.97,66.41,67.18,31401,0.62,3.74,21206.14,164.14,17533,13868,1.26,1.16,-2.6,-2.22,1882,17,15.49,  -2447万,-1.8,-11.54, -287.6万, -754.9万, -893.6万, -511.1万,1882.0,0.23199999999999998,,-2.46,-3.16,6.53,,,,,,,,3919.0,3444.0,3263.0,3420.0,3092.0,284.0,295.0,292.0,297.0,2951.0,4023.0,1509.0,1086.0,788.0,2872.0,2986.0,1595.0,2284.0,3534.0,3656.0,2186.0,3308.0,188.0,,4250.0,2740.0,,,,,2186.0,3241.0,,3916.0,3962.0,817.0,,,,,,,
2,2021-09-02,688345,博力威,,,-0.31,4,3,17,39,71.32,72.7,71.02,71.67,10934,0.5,2.34,7849.79,11.41,6091,4843,1.26,0.92,-1.42,-1.15,1206,9,4.79, -888.7万,-0.54,-11.32,0,  -42.9万, -525.0万, -320.9万,1206.0,0.11,46.205,-0.31,-7.86,-4.95,-0.64,-0.66,,,,,,2998.0,3653.0,3796.0,3859.0,3181.0,286.0,293.0,278.0,286.0,4044.0,4192.0,3182.0,2431.0,3196.0,4025.0,4017.0,1173.0,3411.0,2721.0,3434.0,3484.0,4066.0,1422.0,,4077.0,3246.0,,,,,3484.0,3660.0,2977.0,2998.0,4070.0,3255.0,2721.0,3041.0,,,,16.0,3952.0
