,日期,代码,名称,涨幅%,开买量,开卖量,买量,卖量,开盘,最高,最低,收盘,总量,量比,振幅%,总金额,开盘金额,内盘,外盘,内外比,攻击波%,回头波%,强弱度%,活跃度,笔均量,换手Z,当日___净流入,净买率%,当日___相对流量%,当日___超大单,当日___大单,当日___中单,当日___小单,BS,WIN,今日强,3日强,5日强,10日强,20日强,60日强,一年来,年初至今,涨幅%Rank,开买量Rank,开卖量Rank,买量Rank,卖量Rank,开盘Rank,最高Rank,最低Rank,收盘Rank,总量Rank,量比Rank,振幅%Rank,总金额Rank,开盘金额Rank,内盘Rank,外盘Rank,内外比Rank,攻击波%Rank,回头波%Rank,强弱度%Rank,活跃度Rank,笔均量Rank,换手ZRank,当日___净流入Rank,净买率%Rank,当日___相对流量%Rank,当日___超大单Rank,当日___大单Rank,当日___中单Rank,当日___小单Rank,BSRank,WINRank,今日强Rank,3日强Rank,5日强Rank,10日强Rank,20日强Rank,60日强Rank,一年来Rank,年初至今Rank,竞价量,RSI1,竞价量Rank,RSI1Rank
0,2021-06-23,688216,N气派,386.6,272,5,19,0,66.0,80.8,65.01,72.12,185340,0.0,106.55,133153.43,5126.99,92895,92445,1.0,10.94,-10.74,386.39,4044,46,85.68,  370.3万,0.24,0.28,  -3458万,   6162万,  -1343万, -991.0万,4044,0.406,,,,,,,,,2.0,717.0,3451.0,2922.0,3092.0,299.0,240.0,300.0,275.0,981.0,4333.0,2.0,137.0,13.0,1012.0,946.0,2784.0,36.0,4327.0,2.0,473.0,1761.0,1.0,,580.0,1507.0,,,,,473.0,2477.0,,,,,,,,,,,,
1,2021-09-02,688216,气派科技,-1.59,3,0,40,5,54.01,55.1,53.5,53.86,8796,0.69,2.92,4753.77,4.86,5216,3580,1.46,0.67,-2.25,-2.43,836,11,4.07, -882.3万,-0.76,-18.56,0, -102.5万, -671.4万, -108.4万,837,0.033,-1.59,-6.41,-6.84,-4.67,-13.35,,,,3870.0,3764.0,4426.0,3487.0,3971.0,415.0,424.0,406.0,419.0,4153.0,3170.0,2668.0,3001.0,3717.0,4113.0,4175.0,649.0,3780.0,3476.0,4063.0,3979.0,3874.0,1685.0,,4241.0,3783.0,,,,,3976.0,4221.0,3870.0,3875.0,3645.0,3409.0,4060.0,,,,9.0,32.265,4099.0,4246.0
